player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Aqib Talib,4334,CB,LA,5,205,0,26,0,10.4,80.0,100.0,8.0,6.4,0,0,0.0,54.7,0,19,33.3,1,0,109.2,4,36,17.6,36,0,2,5,0,51,10,1.6,12.8,0,1,13.5,40.0,100.0,23.5,9.4,0,3,20.0,62.5,0,30,10.0,1,2,58.8,6,152,74.1,152,2,8,15,0,84,16,0.6,14.0
Calais Campbell,4364,DI,JAX,16,2,0,15,1,,,0.5,,,0,0,,60.7,0,,33.3,1,0,0.0,0,1,50.0,188,3,1,0,0,0,0,0.0,,0,0,,,0.3,,,0,0,,71.2,0,,33.3,1,0,0.0,0,1,50.0,304,4,2,0,0,0,0,0.0,
Brandon Carr,4454,CB,BLT,17,501,0,3,1,10.6,57.6,93.5,10.9,6.3,1,4,12.1,66.5,0,16,5.6,1,3,77.8,19,231,46.1,247,5,16,33,1,140,63,0.7,7.4,0,1,8.4,70.0,92.5,15.6,10.9,0,1,5.0,68.0,0,33,19.0,4,1,94.8,14,233,46.5,252,6,16,20,0,165,71,0.8,11.8
Orlando Scandrick,4457,CB,PHI,3,56,0,24,0,11.0,100.0,100.0,17.0,17.0,0,0,0.0,53.6,0,15,0.0,0,0,118.8,1,19,33.9,19,0,1,1,0,15,4,0.9,15.0,0,0,6.3,33.3,89.5,32.0,10.7,0,0,0.0,69.5,0,2,0.0,0,0,42.4,1,34,60.7,38,4,2,3,0,2,0,0.1,2.0
Matthew Slater,4467,WR,NE,3,3,0,19,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Wesley Woodyard,4583,LB,TEN,17,242,0,31,0,10.8,50.0,84.2,38.5,19.3,0,1,25.0,57.2,0,41,33.3,2,1,135.4,2,85,35.1,101,2,4,4,1,50,15,0.6,25.0,0,3,4.3,95.7,90.7,6.0,5.8,0,0,0.0,46.4,0,46,15.4,4,0,112.9,22,136,56.2,150,4,19,23,0,255,167,1.9,11.6
Cameron Wake,4907,ED,TEN,9,2,0,31,0,,,1.3,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,50.0,77,0,0,0,0,0,0,0.0,,0,0,,,1.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,97,2,0,0,0,0,0,0.0,
Malcolm Jenkins,4937,S,PHI,17,633,0,24,1,6.2,57.1,83.0,27.3,15.6,0,4,28.6,70.8,0,21,6.7,1,2,75.9,8,234,37.0,282,8,13,14,0,88,63,0.4,11.0,0,3,8.6,62.9,92.6,15.7,9.9,0,4,11.4,61.0,0,53,9.4,3,3,96.6,22,362,57.2,391,9,26,35,1,274,106,0.8,12.5
Clay Matthews,4949,ED,LA,13,69,0,26,0,11.0,0.0,3.7,,3.0,0,0,0.0,43.8,0,,0.0,0,0,39.6,0,4,5.8,107,2,1,1,0,0,0,0.0,,0,1,6.3,100.0,26.2,8.0,8.0,0,0,0.0,31.8,0,19,37.5,3,0,111.3,7,61,88.4,233,5,4,7,0,75,31,1.3,10.7
Patrick Chung,4957,S,NE,14,384,0,19,2,9.4,72.7,84.9,12.4,9.0,0,1,4.5,64.7,0,33,6.7,1,1,95.8,16,214,55.7,252,4,12,22,0,175,78,0.9,10.9,0,3,6.2,76.5,98.5,9.4,7.2,0,2,11.8,49.9,0,19,11.1,2,2,99.1,13,134,34.9,136,3,13,17,0,136,75,1.1,10.5
Jason McCourty,5127,CB,NE,12,330,0,19,0,13.0,55.9,99.5,10.2,5.7,0,3,8.8,63.7,0,45,0.0,0,2,74.1,19,207,62.7,208,8,19,34,0,208,60,1.1,10.9,0,1,8.3,61.5,98.1,11.5,7.1,0,1,7.7,86.5,1,14,0.0,0,1,35.1,8,102,30.9,104,6,9,13,0,43,24,0.5,5.4
Clinton McDonald,5173,DI,ARZ,9,2,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,29,0,0,0,0,0,0,,,0,0,,,2.2,,,0,0,,59.7,0,,,0,0,0.0,0,1,50.0,46,0,0,0,0,0,0,0.0,
Steve McLendon,5232,DI,NYJ,16,1,0,22,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,85,0,1,0,0,0,0,,,0,0,,,0.8,,,0,1,,64.6,0,,0.0,0,0,0.0,0,1,100.0,124,3,2,0,0,0,0,0.0,
Michael Bennett,5273,ED,DAL,15,6,0,9,0,,,3.2,,,0,0,,60.3,0,,,0,0,0.0,0,5,83.3,154,1,0,0,0,0,0,0.0,,0,0,,,0.5,,,0,0,,69.9,0,,66.7,2,0,0.0,0,1,16.7,215,6,1,0,0,0,0,0.0,
Ndamukong Suh,5527,DI,TB,16,2,0,30,0,,,0.0,,,0,0,,66.7,0,,33.3,1,0,0.0,0,0,0.0,220,0,2,0,0,0,0,,,0,1,,,0.6,,,1,1,,67.5,0,,20.0,1,1,0.0,0,2,100.0,353,6,3,0,0,0,0,0.0,
Joe Haden,5532,CB,PIT,16,612,0,25,1,10.2,55.2,100.0,11.5,6.3,2,5,17.2,53.1,1,22,0.0,0,5,95.3,16,197,32.2,197,0,12,29,3,189,81,1.0,11.8,0,1,13.2,48.8,99.7,16.3,8.0,2,7,16.3,77.2,3,20,11.8,4,5,51.9,21,362,59.2,363,9,29,43,2,234,48,0.7,11.1
Brandon Graham,5538,ED,PHI,17,13,0,24,0,,,0.9,,,0,0,,70.9,0,,0.0,0,0,0.0,0,2,15.4,224,3,2,0,0,0,0,0.0,,0,1,,,3.8,,,0,0,,70.6,0,,14.3,1,0,0.0,0,11,84.6,288,11,5,0,0,0,0,0.0,
Earl Thomas III,5539,S,BLT,16,561,0,3,1,12.5,33.3,86.3,114.0,38.0,0,0,0.0,79.6,1,30,0.0,0,0,13.9,2,251,44.7,291,4,8,6,0,34,1,0.1,17.0,0,3,21.3,42.9,93.7,84.0,36.0,0,0,0.0,73.9,1,34,6.3,1,0,28.0,3,267,47.6,285,3,12,7,0,50,14,0.2,16.7
Jason Pierre-Paul,5540,ED,TB,10,11,0,30,0,,,2.3,,,0,0,,61.2,0,,0.0,0,0,0.0,0,3,27.3,130,2,1,0,0,0,0,0.0,,0,0,4.7,100.0,2.8,2.3,2.3,0,0,0.0,37.5,0,11,25.0,1,0,98.6,3,7,63.6,252,7,3,3,0,23,9,3.3,7.7
Kareem Jackson,5545,S,DEN,13,514,0,10,0,7.0,64.7,100.0,14.5,9.4,0,5,29.4,57.7,1,54,16.7,2,5,111.4,11,175,34.0,175,3,10,17,2,166,67,1.0,15.1,0,2,9.4,71.4,99.0,18.3,13.0,0,4,19.0,73.2,0,43,16.0,4,4,115.0,15,289,56.2,292,3,19,21,1,189,102,0.7,12.6
Devin McCourty,5552,S,NE,17,624,0,19,1,6.6,59.1,95.3,25.7,15.2,0,1,4.5,84.4,4,15,4.5,1,1,25.9,13,362,58.0,380,7,20,22,0,75,47,0.2,5.8,0,1,8.1,62.5,100.0,40.0,25.0,0,0,0.0,71.9,1,26,8.3,1,0,40.6,5,219,35.1,219,0,10,8,0,50,44,0.3,10.0
Jerry Hughes,5556,ED,BUF,17,15,0,4,0,,,1.9,,,0,0,,64.4,0,,50.0,1,0,0.0,0,3,20.0,157,4,1,0,0,0,0,0.0,,0,1,0.5,0.0,4.2,,6.0,0,0,0.0,68.9,0,,0.0,0,0,39.6,0,12,80.0,287,5,4,2,0,0,0,0.0,
Patrick Robinson,5557,S,NO,9,114,0,20,0,12.3,66.7,92.7,5.8,3.8,0,1,8.3,55.1,0,43,0.0,0,1,123.6,8,51,44.7,55,2,7,12,1,110,42,2.4,13.8,0,2,9.4,62.5,75.4,9.8,6.1,0,1,12.5,68.1,0,22,0.0,0,1,79.2,5,49,43.0,65,0,4,8,0,48,11,1.0,9.6
Linval Joseph,5571,DI,MIN,15,3,0,18,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,83,0,0,0,0,0,0,,,0,1,,,0.8,,,0,0,,83.4,0,,0.0,0,0,0.0,0,2,66.7,243,4,2,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,CIN,14,39,0,7,0,7.0,100.0,5.0,7.0,7.0,0,0,0.0,60.9,0,11,0.0,0,0,112.5,1,7,17.9,141,3,1,1,0,11,4,1.6,11.0,0,3,1.7,100.0,10.7,7.0,7.0,0,0,0.0,63.1,0,22,10.0,1,0,116.7,3,27,69.2,252,8,6,3,0,36,31,1.7,12.0
Sean Lee,5580,LB,DAL,16,323,0,9,0,4.8,62.5,76.7,8.2,5.1,0,1,12.5,76.9,0,8,0.0,0,1,66.7,5,46,14.2,60,1,4,8,0,21,41,0.5,4.2,0,6,5.0,86.7,94.1,6.3,5.4,1,2,4.4,60.0,1,30,5.9,2,2,91.1,39,257,79.6,273,9,26,45,0,364,232,1.5,9.3
Morgan Burnett,5596,S,CLV,8,200,0,8,1,12.9,57.1,90.1,15.5,8.9,0,1,14.3,67.3,1,21,0.0,0,1,38.1,4,73,36.5,81,1,5,7,0,47,20,0.8,11.8,0,1,8.5,72.7,95.8,13.1,9.5,0,0,0.0,50.6,0,26,9.1,1,0,97.9,8,113,56.5,118,2,9,11,0,93,34,0.9,11.6
Corey Peters,5607,DI,ARZ,16,6,0,1,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,177,2,0,0,0,0,0,,,0,2,,,1.4,,,0,0,,52.2,0,,25.0,1,0,0.0,0,4,66.7,280,2,1,0,0,0,0,0.0,
Everson Griffen,5624,ED,MIN,17,22,0,18,1,,,3.0,,,0,0,,63.2,0,,0.0,0,0,0.0,0,5,22.7,168,1,1,0,0,0,0,0.0,,0,0,5.0,100.0,4.3,17.0,17.0,0,0,0.0,64.9,0,6,33.3,2,0,91.7,1,17,77.3,392,8,4,1,0,6,1,0.4,6.0
Geno Atkins,5643,DI,CIN,16,3,0,7,0,,,0.6,,,0,0,,59.5,0,,,0,0,0.0,0,1,33.3,160,3,0,0,0,0,0,0.0,,0,2,,,0.4,,,0,0,,59.9,0,,20.0,1,0,0.0,0,1,33.3,283,4,2,0,0,0,0,0.0,
Sherrick McManis,5667,CB,CHI,8,22,0,6,0,0.0,100.0,66.7,2.0,2.0,0,0,0.0,45.9,0,4,0.0,0,0,83.3,1,2,9.1,3,0,1,1,0,4,4,2.0,4.0,0,0,-0.5,100.0,100.0,7.0,7.0,1,1,50.0,95.8,0,3,0.0,0,1,79.2,2,14,63.6,14,0,1,2,0,5,6,0.4,2.5
Reshad Jones,5686,S,MIA,4,75,0,17,1,4.2,66.7,85.1,9.3,6.2,0,1,16.7,66.3,0,16,0.0,0,1,85.4,4,40,53.3,47,1,5,6,0,40,19,1.1,10.0,0,1,1.0,100.0,97.0,32.0,32.0,0,0,0.0,68.3,0,18,20.0,1,0,158.3,1,32,42.7,33,1,3,1,1,18,17,0.6,18.0
Kurt Coleman,5767,LB,BUF,4,35,0,4,0,1.0,0.0,76.9,,9.0,0,0,0.0,64.1,0,,,0,0,39.6,0,10,28.6,13,0,0,1,0,0,0,0.0,,0,0,,,100.0,,,0,0,,58.2,0,,0.0,0,0,0.0,0,21,60.0,21,0,1,0,0,0,0,0.0,
Darian Stewart,5820,S,TB,6,103,0,30,0,,,90.9,,,1,0,,60.1,0,,0.0,0,0,0.0,0,20,19.4,22,0,2,0,0,0,0,0.0,,0,0,7.6,60.0,93.5,23.0,13.8,0,1,20.0,58.8,0,19,66.7,2,1,82.9,3,72,69.9,77,0,1,5,0,37,20,0.5,12.3
Tramaine Brock Sr.,5903,CB,TEN,17,618,0,31,0,8.6,58.1,97.4,8.4,4.9,0,5,11.6,70.7,0,52,8.0,2,3,83.7,25,224,36.2,230,9,23,43,1,262,106,1.2,10.5,0,2,10.8,71.9,96.6,14.2,10.2,1,4,12.5,76.0,0,47,15.4,4,4,120.8,23,343,55.5,355,4,20,32,2,292,125,0.9,12.7
Anthony Levine,6013,S,BLT,14,122,0,3,0,5.3,100.0,70.6,14.3,14.3,0,0,0.0,67.0,0,14,0.0,0,0,93.1,3,48,39.3,68,1,4,3,0,19,3,0.4,6.3,0,0,5.5,87.5,82.4,8.0,7.0,0,0,0.0,39.6,0,26,20.0,1,0,114.6,7,61,50.0,74,3,4,8,0,92,51,1.6,13.1
Albert McClellan,6022,LB,NYJ,1,11,0,22,0,5.0,100.0,60.0,3.0,3.0,0,0,0.0,34.3,0,23,,0,0,118.8,1,3,27.3,5,0,0,1,0,23,18,7.7,23.0,0,0,16.0,0.0,85.7,,6.0,0,0,0.0,47.6,0,,,0,0,39.6,0,6,54.5,7,0,0,1,0,0,0,0.0,
Andrew Sendejo,6118,S,MIN,15,310,0,18,2,6.3,100.0,92.0,19.0,19.0,0,0,0.0,53.5,0,14,16.7,1,0,143.8,4,80,25.8,87,1,3,4,1,36,11,0.5,9.0,0,3,10.5,64.7,97.6,17.6,11.4,1,2,11.8,82.2,3,48,4.8,1,2,72.1,11,203,65.5,208,4,17,17,1,147,74,0.8,13.4
Von Miller,6154,ED,DEN,15,46,0,10,0,,,3.0,,,0,0,,63.8,0,,,0,0,0.0,0,5,10.9,165,4,0,0,0,0,0,0.0,,0,0,3.7,100.0,13.5,12.7,12.7,0,0,0.0,54.9,0,19,50.0,2,0,116.7,3,40,87.0,296,5,2,3,0,36,25,0.9,12.0
Patrick Peterson,6157,CB,ARZ,10,446,0,1,0,10.5,69.6,100.0,8.8,6.1,0,2,8.7,46.4,0,37,7.7,1,2,121.8,16,150,33.6,150,1,12,23,1,261,110,1.9,16.3,0,3,10.2,64.5,99.2,12.6,8.1,1,2,6.5,74.8,2,27,10.7,3,1,60.7,20,261,58.5,263,7,22,31,0,236,99,0.9,11.8
J.J. Watt,6163,ED,HST,10,1,0,13,0,,,0.0,,,0,0,,63.3,0,,60.0,3,0,0.0,0,0,0.0,215,4,2,0,0,0,0,,,0,0,,,0.6,,,0,0,,60.6,0,,50.0,1,0,0.0,0,1,100.0,160,3,1,0,0,0,0,0.0,
Robert Quinn,6166,ED,DAL,14,2,0,9,0,-2.0,0.0,0.8,,0.5,0,0,0.0,55.1,0,,,0,0,39.6,0,1,50.0,131,3,0,2,0,0,0,0.0,,0,0,,,0.4,,,0,0,,61.5,0,,25.0,1,0,0.0,0,1,50.0,256,9,3,0,0,0,0,0.0,
Ryan Kerrigan,6168,ED,WAS,12,46,0,32,0,4.0,100.0,6.3,8.0,8.0,0,0,0.0,63.1,0,6,0.0,0,0,91.7,1,9,19.6,143,3,1,1,0,6,2,0.8,6.0,0,0,6.0,100.0,18.3,6.6,6.6,0,0,0.0,31.5,0,15,100.0,2,0,158.3,5,33,71.7,180,2,0,5,1,64,37,1.9,12.8
Corey Liuget,6170,DI,BUF,11,2,0,4,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,36,0,0,0,0,0,0,,,0,0,,,3.0,,,0,0,,58.7,0,,,0,0,0.0,0,2,100.0,67,1,0,0,0,0,0,0.0,
Prince Amukamara,6171,CB,CHI,15,566,0,6,0,10.2,65.0,100.0,12.8,8.3,1,3,15.0,72.3,0,75,0.0,0,2,131.7,13,179,31.6,179,2,12,20,2,202,80,1.2,15.5,0,0,14.3,64.5,99.7,16.4,10.5,0,2,6.5,62.0,0,47,3.7,1,2,95.4,20,354,62.5,355,6,26,31,0,294,94,0.9,14.7
Adrian Clayborn,6172,ED,ATL,15,9,0,2,0,,,2.2,,,0,0,,63.2,0,,0.0,0,0,0.0,0,3,33.3,138,4,3,0,0,0,0,0.0,,0,1,4.0,100.0,3.4,5.0,5.0,0,0,0.0,43.9,0,16,0.0,0,0,118.8,1,6,66.7,178,2,1,1,0,16,12,3.2,16.0
Cameron Jordan,6176,ED,NO,17,13,0,20,0,10.0,100.0,2.1,3.0,3.0,0,0,0.0,49.8,0,28,100.0,1,0,118.8,1,4,30.8,193,3,0,1,0,28,18,9.3,28.0,0,1,7.7,33.3,2.3,8.0,2.7,0,1,33.3,63.6,0,35,55.6,5,0,118.1,1,9,69.2,391,13,3,3,1,35,13,4.4,35.0
Jimmy Smith,6179,CB,BLT,10,287,0,3,0,12.9,34.4,100.0,12.7,4.4,1,7,21.9,62.2,0,18,9.1,1,3,44.9,11,152,53.0,152,3,10,32,0,109,39,0.8,9.9,0,0,11.8,75.0,99.1,12.6,9.4,0,0,0.0,65.1,1,22,0.0,0,0,61.8,9,115,40.1,116,4,11,12,0,92,24,0.8,10.2
Jabaal Sheard,6189,ED,IND,13,10,0,14,0,2.0,100.0,0.7,1.0,1.0,0,0,0.0,57.6,0,9,0.0,0,0,104.2,1,1,10.0,135,3,1,1,0,9,7,9.0,9.0,0,0,14.0,0.0,2.7,,6.0,0,1,100.0,69.4,0,,0.0,0,1,39.6,0,6,60.0,219,4,3,1,0,0,0,0.0,
Brooks Reed,6194,ED,ARZ,8,8,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,12,0,0,0,0,0,0,,,0,0,13.5,50.0,22.6,7.0,3.5,0,0,0.0,50.4,0,7,0.0,0,0,58.3,1,7,87.5,31,2,2,2,0,7,2,1.0,7.0
Marcus Gilchrist,6202,S,JAX,3,48,0,15,0,0.0,100.0,96.0,21.0,21.0,0,0,0.0,55.2,0,8,0.0,0,0,100.0,1,24,50.0,25,0,1,1,0,8,8,0.4,8.0,0,0,47.0,0.0,100.0,,21.0,0,0,0.0,63.3,0,,,0,0,39.6,0,22,45.8,22,0,0,1,0,0,0,0.0,
Justin Houston,6222,ED,IND,16,20,0,14,0,,,3.4,,,0,0,,66.0,0,,0.0,0,0,0.0,0,5,25.0,146,5,1,0,0,0,0,0.0,,0,0,13.0,100.0,3.8,10.0,10.0,0,0,0.0,66.7,0,13,50.0,2,0,118.8,1,11,55.0,286,8,2,1,0,13,0,1.3,13.0
Jurrell Casey,6229,DI,TEN,17,4,0,31,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,200,5,0,0,0,0,0,,,0,1,,,0.9,,,0,0,,54.5,0,,50.0,2,0,0.0,0,3,75.0,343,3,1,0,0,0,0,0.0,
Allen Bailey,6238,DI,ATL,15,3,0,2,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,101,1,0,0,0,0,0,,,0,0,,,2.1,,,0,1,,63.8,0,,100.0,2,0,0.0,0,3,100.0,144,0,0,0,0,0,0,0.0,
K.J. Wright,6251,LB,SEA,18,636,0,29,1,5.5,35.7,85.0,21.4,7.6,0,2,14.3,60.2,0,28,0.0,0,1,47.3,5,119,18.7,140,0,4,14,0,52,27,0.5,10.4,0,10,5.2,76.5,93.7,7.0,5.4,1,7,8.2,57.6,3,36,4.6,3,7,86.5,65,474,74.5,506,19,52,85,1,643,385,1.4,9.9
Buster Skrine,6289,CB,CHI,16,492,0,6,0,10.5,54.5,97.8,9.0,4.9,0,3,9.1,58.7,0,50,11.8,2,2,96.8,18,175,35.6,179,4,15,33,2,230,67,1.4,12.8,0,3,5.1,73.9,93.2,7.9,5.8,0,2,4.3,66.8,0,23,16.7,5,1,89.9,34,286,58.1,307,5,22,46,0,289,135,1.1,8.5
Richard Sherman,6306,CB,SF,18,681,0,28,0,9.4,72.2,100.0,10.3,7.4,0,2,11.1,62.8,1,65,10.0,1,2,75.2,13,150,22.0,150,1,9,18,0,156,56,1.2,12.0,0,7,12.6,46.2,100.0,26.2,12.1,0,7,17.9,91.3,3,38,2.7,1,4,29.5,18,491,72.1,491,8,29,39,0,197,58,0.4,10.9
Pernell McPhee,6317,ED,BLT,7,9,0,3,0,,,1.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,11.1,79,0,0,0,0,0,0,0.0,,0,0,-1.5,100.0,8.8,3.5,3.5,0,0,0.0,45.2,0,6,0.0,0,0,79.2,2,8,88.9,91,3,3,2,0,5,8,0.7,2.5
Colin Jones,6342,S,CAR,4,6,0,5,0,,,100.0,,,0,0,,65.3,0,,,0,0,0.0,0,3,50.0,3,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.1,0,,,0,0,0.0,0,2,33.3,2,0,0,0,0,0,0,0.0,
Malcolm Smith,6394,LB,DAL,2,41,0,9,0,0.0,100.0,84.6,11.0,11.0,0,0,0.0,92.8,0,0,0.0,0,0,79.2,1,11,26.8,13,1,1,1,0,0,0,0.0,0.0,0,0,4.2,80.0,90.6,6.8,5.4,0,0,0.0,54.4,0,38,0.0,0,0,115.8,4,29,70.7,32,1,2,5,0,59,36,2.2,14.8
Chris Harris Jr.,6457,CB,DEN,16,638,0,10,0,13.0,60.7,99.5,11.4,6.9,0,2,7.1,45.0,1,57,15.4,2,2,103.0,17,209,32.8,210,1,11,28,2,278,100,1.4,16.4,0,1,12.2,79.4,100.0,12.7,10.1,0,4,11.8,75.3,0,39,3.3,1,3,121.4,27,364,57.1,364,7,28,34,1,367,101,1.1,13.6
Josh Bynes,6503,LB,BLT,13,176,0,3,0,-2.5,75.0,72.0,21.0,15.8,0,0,0.0,74.8,0,10,40.0,2,0,77.1,3,72,40.9,100,3,3,4,0,1,9,0.0,0.3,0,0,4.1,64.3,92.2,10.0,6.4,2,2,14.3,66.8,2,24,33.3,2,2,51.8,9,94,53.4,102,1,4,14,0,120,90,1.3,13.3
Mario Addison,6558,ED,CAR,15,23,0,5,0,10.0,0.0,6.9,,5.0,0,0,0.0,32.0,0,,,0,0,39.6,0,5,21.7,72,0,0,1,0,0,0,0.0,,0,0,,,4.8,,,0,0,,66.7,0,,33.3,1,0,0.0,0,17,73.9,352,8,2,0,0,0,0,0.0,
