player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Michael Deiter,38554,G,MIA,16,1,17,37.8,15,23,660,99.8,99.9,96.2,3,44,6,708,709,43.9,5,16,319,99.7,99.7,95.1,26,5,341,342
Max Scharping,46961,G,HST,16,1,13,74.0,3,25,665,100.0,100.0,97.4,2,31,3,706,706,70.2,0,15,264,100.0,100.0,96.0,18,3,283,283
Donovan Smith,9467,T,TB,15,2,30,76.7,7,22,658,100.0,100.0,96.9,4,35,6,702,702,65.4,3,17,327,100.0,100.0,95.1,26,6,351,351
Zach Fulton,8828,G,HST,17,0,13,77.0,1,28,663,100.0,100.0,97.7,0,30,1,699,699,65.5,1,22,258,100.0,100.0,95.5,23,0,276,276
Ryan Ramczyk,11787,T,NO,17,0,20,81.7,1,19,651,100.0,100.0,98.0,2,23,3,698,698,73.3,1,15,280,100.0,100.0,96.1,19,3,303,303
Jesse Davis,9989,T,MIA,15,0,17,59.6,5,33,649,100.0,100.0,96.5,1,42,4,696,696,58.4,4,25,312,100.0,100.0,95.0,30,1,332,332
Laremy Tunsil,10647,T,HST,16,3,13,88.2,2,24,653,100.0,100.0,97.5,5,29,3,694,694,83.0,1,14,264,100.0,100.0,96.4,17,2,284,284
Elgton Jenkins,46298,G,GB,17,0,12,72.6,1,23,642,100.0,100.0,98.1,4,24,0,694,694,63.3,1,12,256,100.0,100.0,97.5,13,0,283,283
Shaq Mason,9564,G,NE,16,0,19,73.3,3,27,648,100.0,100.0,97.4,1,32,2,693,693,65.5,3,16,250,100.0,100.0,95.8,20,1,273,273
Erik McCoy,37347,C,NO,17,0,20,79.4,2,11,646,100.0,100.0,98.8,3,14,1,692,692,77.3,1,8,278,100.0,100.0,98.0,10,1,300,300
Cody Whitehair,10690,G,CHI,16,1,6,64.1,3,13,650,100.0,100.0,98.3,4,19,3,692,692,56.6,2,10,278,100.0,100.0,97.1,14,2,302,302
James Daniels,45576,C,CHI,16,1,6,72.6,4,15,650,100.0,100.0,98.4,2,20,1,692,692,71.1,3,9,278,100.0,100.0,97.8,12,0,302,302
Charles Leno Jr.,8880,T,CHI,16,1,6,71.6,8,27,649,100.0,100.0,96.5,6,40,5,691,691,56.5,6,19,278,100.0,100.0,94.1,29,4,302,302
Quinton Spain,10110,G,BUF,17,1,4,71.2,5,25,646,100.0,100.0,97.7,2,30,0,688,688,62.1,4,18,289,100.0,100.0,96.2,22,0,302,302
Michael Schofield III,8730,G,LAC,16,0,27,76.9,7,18,636,100.0,100.0,97.9,1,26,1,688,688,74.6,4,11,301,100.0,100.0,97.2,16,1,329,329
Kevin Zeitler,7032,G,NYG,15,1,21,75.0,3,16,643,100.0,100.0,98.1,2,22,3,686,686,67.4,2,12,330,100.0,100.0,97.0,17,3,354,354
Corey Linsley,8796,C,GB,18,1,12,71.8,3,14,634,100.0,100.0,97.9,1,22,5,685,685,64.3,1,5,248,100.0,100.0,97.2,10,4,274,274
Nate Solder,6169,T,NYG,16,1,21,66.5,9,36,641,100.0,100.0,94.8,4,56,11,684,684,57.2,7,28,319,100.0,100.0,91.7,44,9,343,343
Travis Frederick,7812,C,DAL,16,0,9,62.7,8,14,639,100.0,100.0,98.1,1,23,1,680,680,55.1,5,11,316,100.0,100.0,97.2,17,1,340,340
Zack Martin,8651,G,DAL,16,0,9,90.8,3,16,639,100.0,100.0,98.5,1,19,0,680,680,84.7,3,14,316,100.0,100.0,97.3,17,0,340,340
D.J. Humphries,9457,T,ARZ,16,1,1,76.3,1,27,632,100.0,100.0,97.5,5,30,2,677,677,73.1,1,12,211,100.0,100.0,96.0,15,2,230,230
Demar Dotson,5410,T,TB,15,0,30,72.2,3,27,638,100.0,100.0,96.9,4,35,5,676,676,71.1,1,17,312,100.0,100.0,95.8,22,4,332,332
A.Q. Shipley,5150,C,ARZ,16,0,1,71.0,0,13,630,100.0,100.0,98.7,1,15,2,675,675,72.7,0,6,209,100.0,100.0,98.1,7,1,228,228
Dan Feeney,11826,G,LAC,16,1,27,57.0,8,30,619,100.0,100.0,96.1,1,43,5,669,669,46.5,5,19,294,100.0,100.0,94.9,27,3,321,321
Justin Pugh,7800,G,ARZ,16,0,1,82.2,2,15,621,100.0,100.0,98.0,0,21,4,665,665,73.4,2,11,207,100.0,100.0,95.4,16,3,226,226
Marcus Cannon,6290,T,NE,16,0,19,69.1,4,24,626,100.0,100.0,96.8,1,34,6,662,662,66.0,3,15,240,100.0,100.0,94.6,22,4,259,259
Jon Halapio,8814,C,NYG,15,2,21,56.1,10,15,620,100.0,100.0,97.7,4,27,2,661,661,48.6,7,12,305,100.0,100.0,96.2,21,2,328,328
Ted Karras,10855,C,NE,16,1,19,60.3,1,11,620,100.0,100.0,98.7,2,14,2,658,658,70.3,1,3,231,100.0,100.0,98.7,5,1,247,247
Dion Dawkins,11818,T,BUF,17,4,4,76.9,4,22,614,99.8,99.8,97.1,7,31,5,654,655,61.9,2,17,277,100.0,100.0,94.8,24,5,290,290
Taylor Decker,10650,T,DET,15,2,11,76.3,4,24,606,100.0,100.0,96.7,5,34,6,653,653,72.9,3,16,268,100.0,100.0,94.6,24,5,291,291
J.C. Tretter,7904,C,CLV,16,2,8,85.5,0,16,595,100.0,100.0,98.5,2,17,1,652,652,72.2,0,11,247,100.0,100.0,97.4,12,1,265,265
Joel Bitonio,8670,G,CLV,16,0,8,86.0,1,13,595,100.0,100.0,98.3,1,17,3,652,652,79.6,0,10,247,100.0,100.0,97.2,12,2,265,265
Austin Blythe,10882,C,LA,15,0,26,54.0,2,34,603,100.0,100.0,96.7,1,38,2,649,649,36.8,1,24,262,100.0,100.0,94.5,27,2,286,286
J.R. Sweezy,7209,G,ARZ,16,0,1,71.0,1,26,602,100.0,100.0,97.6,3,28,1,647,647,54.1,1,19,204,100.0,100.0,94.6,21,1,223,223
Brandon Brooks,7078,G,PHI,16,0,24,85.4,5,13,604,100.0,100.0,98.2,1,20,2,647,647,75.7,4,9,223,100.0,100.0,96.6,14,1,240,240
Larry Warford,7846,G,NO,16,2,20,71.4,6,23,601,100.0,100.0,97.1,3,32,3,644,644,57.5,4,16,266,100.0,100.0,95.9,21,1,286,286
Laken Tomlinson,9461,G,SF,19,0,28,69.3,5,21,590,100.0,100.0,97.3,0,29,3,636,636,54.7,3,16,200,100.0,100.0,94.2,21,2,221,221
Frank Ragnow,39137,C,DET,15,0,11,70.2,2,14,591,100.0,100.0,98.3,1,18,2,635,635,60.1,2,11,255,100.0,100.0,97.1,14,1,279,279
Daniel Kilgore,6315,C,MIA,13,1,17,72.7,4,12,590,100.0,100.0,98.1,1,19,3,631,631,67.1,2,8,289,100.0,100.0,97.6,12,2,306,306
Terron Armstead,7856,T,NO,16,0,20,85.0,7,16,579,100.0,100.0,97.8,5,24,1,622,622,84.1,3,9,252,100.0,100.0,97.2,13,1,275,275
Mark Glowinski,9567,G,IND,16,0,14,56.9,13,26,576,100.0,100.0,96.1,4,42,3,621,621,41.2,12,18,253,100.0,100.0,92.9,33,3,271,271
Anthony Castonzo,6174,T,IND,16,0,14,84.4,5,26,576,100.0,100.0,96.8,1,34,3,621,621,79.7,4,18,253,100.0,100.0,94.9,24,2,271,271
Braden Smith,46794,T,IND,16,3,14,68.1,9,30,575,100.0,100.0,95.4,4,46,7,620,620,60.8,5,24,252,100.0,100.0,91.9,35,6,270,270
Trai Turner,8727,G,CAR,13,0,5,65.1,4,20,596,100.0,100.0,97.0,1,30,6,618,618,48.1,2,17,250,100.0,100.0,94.6,23,4,256,256
Jon Feliciano,9561,G,BUF,17,1,4,62.5,4,16,580,100.0,100.0,97.6,3,24,4,617,617,60.2,3,11,259,100.0,100.0,96.5,16,2,272,272
Jack Conklin,10642,T,TEN,19,1,31,73.9,4,24,574,100.0,100.0,96.7,3,33,5,617,617,65.8,4,21,249,100.0,100.0,93.8,28,3,271,271
Mike Iupati,5542,G,SEA,16,1,29,60.1,2,17,566,100.0,100.0,97.4,5,24,5,616,616,45.0,1,12,219,100.0,100.0,95.2,17,4,241,241
Rodger Saffold,5558,G,TEN,19,1,31,75.5,3,15,573,100.0,100.0,97.4,1,24,6,614,614,72.3,2,10,253,100.0,100.0,95.7,17,5,274,274
Bryan Bulaga,5548,T,GB,17,1,12,73.3,4,19,572,100.0,100.0,97.3,2,27,4,612,612,74.2,3,12,221,100.0,100.0,95.7,17,2,242,242
Bradley Bozeman,27934,G,BLT,17,2,3,56.9,3,18,579,100.0,100.0,97.3,2,26,5,610,610,36.8,3,15,246,100.0,100.0,94.7,22,4,255,255
Orlando Brown Jr.,46227,T,BLT,17,2,3,83.3,3,15,579,100.0,100.0,97.9,2,21,3,610,610,79.9,1,9,246,100.0,100.0,97.2,12,2,255,255
Connor McGovern,10778,C,DEN,16,0,10,82.5,3,11,566,100.0,100.0,98.6,0,15,1,609,609,78.6,2,6,256,100.0,100.0,98.0,9,1,275,275
Garett Bolles,11775,T,DEN,16,5,10,77.9,4,23,566,100.0,100.0,96.9,9,31,4,609,609,78.8,3,17,256,100.0,100.0,94.9,23,3,275,275
Alejandro Villanueva,9091,T,PIT,16,2,25,80.4,6,28,561,100.0,100.0,96.6,6,36,2,606,606,74.0,3,19,300,100.0,100.0,96.0,23,1,330,330
Matt Feiler,9289,T,PIT,16,0,25,80.7,2,19,561,100.0,100.0,97.4,0,25,4,606,606,74.5,2,15,300,100.0,100.0,95.8,21,4,330,330
David DeCastro,7640,G,PIT,16,0,25,82.7,0,22,561,100.0,100.0,97.7,1,24,2,606,606,78.9,0,19,300,100.0,100.0,96.5,20,1,330,330
Quenton Nelson,12954,G,IND,16,0,14,82.8,2,18,559,99.8,99.8,98.2,1,20,0,603,604,81.5,1,13,246,100.0,100.0,97.2,14,0,263,263
D.J. Fluker,7792,G,SEA,16,2,29,62.2,2,21,559,100.0,100.0,96.9,6,29,6,602,602,47.8,1,17,223,100.0,100.0,94.2,22,4,242,242
Jason Peters,2148,T,PHI,14,0,24,86.7,4,18,564,100.0,100.0,97.5,3,25,3,602,602,76.4,3,12,214,100.0,100.0,95.6,17,2,229,229
La'el Collins,9719,T,DAL,15,2,9,75.2,4,20,568,100.0,100.0,97.5,2,26,2,601,601,67.6,3,15,270,100.0,100.0,95.9,20,2,291,291
Mitch Morse,9482,C,BUF,17,5,4,72.6,1,14,564,100.0,100.0,98.5,7,16,1,600,600,66.8,1,9,252,100.0,100.0,98.0,10,0,264,264
Garrett Bradbury,46013,C,MIN,18,0,18,41.5,2,23,559,100.0,100.0,97.0,3,29,4,596,596,39.8,1,13,193,100.0,100.0,95.3,16,2,208,208
Cam Robinson,11789,T,JAX,14,1,15,63.8,5,32,552,99.8,99.8,95.2,4,45,8,593,594,51.7,3,26,277,99.6,99.7,91.9,37,8,305,306
Ben Jones,7099,C,TEN,18,0,31,83.8,1,6,559,100.0,100.0,98.7,2,11,4,593,593,78.4,1,3,237,100.0,100.0,97.5,8,4,255,255
Ryan Kelly,10652,C,IND,16,0,14,70.4,5,15,549,100.0,100.0,98.0,2,21,1,591,591,70.9,1,8,238,100.0,100.0,97.7,10,1,254,254
Dalton Risner,47008,G,DEN,16,0,10,69.8,5,14,548,100.0,100.0,97.7,2,22,3,590,590,64.2,2,12,253,100.0,100.0,96.0,17,3,271,271
Kolton Miller,47013,T,OAK,16,1,23,68.4,3,27,564,100.0,100.0,96.1,3,37,7,588,588,53.9,3,22,267,100.0,100.0,93.1,31,6,278,278
Ereck Flowers,9442,G,WAS,16,1,32,69.0,2,20,545,100.0,100.0,97.6,4,24,2,588,588,62.9,1,15,255,100.0,100.0,96.5,17,1,273,273
Mike Remmers,7431,T,NYG,14,0,21,68.8,3,34,543,100.0,100.0,95.9,3,41,4,581,581,63.2,3,29,263,100.0,100.0,93.2,34,2,285,285
Mike Person,6391,G,SF,17,0,28,59.3,5,29,532,100.0,100.0,96.6,0,35,1,577,577,52.8,2,21,183,100.0,100.0,93.2,24,1,203,203
Daryl Williams,9535,T,CAR,16,1,5,64.7,2,21,547,100.0,100.0,95.7,1,35,12,570,570,57.9,1,11,241,100.0,100.0,92.9,23,11,250,250
Chris Hubbard,8051,T,CLV,14,0,8,61.9,3,29,516,100.0,100.0,95.7,4,38,6,566,566,54.6,2,20,214,100.0,100.0,93.5,25,3,231,231
Brian O'Neill,46854,T,MIN,17,2,18,70.2,5,15,529,100.0,100.0,97.7,2,22,2,566,566,56.7,3,12,176,100.0,100.0,95.7,15,0,191,191
Marshal Yanda,3702,G,BLT,16,0,3,85.0,0,9,534,100.0,100.0,99.0,0,10,1,564,564,78.2,0,6,227,100.0,100.0,98.2,7,1,236,236
Alex Cappa,66578,G,TB,13,0,30,59.4,6,21,528,100.0,100.0,96.7,2,31,4,562,562,52.6,4,14,260,100.0,100.0,95.4,21,3,281,281
Graham Glasgow,10729,G,DET,15,0,11,69.0,5,20,520,100.0,100.0,97.6,0,25,0,559,559,55.4,4,15,236,100.0,100.0,96.0,19,0,252,252
Pat Elflein,11825,G,MIN,17,2,18,46.8,3,27,520,100.0,100.0,95.6,3,38,8,553,553,21.0,3,19,179,100.0,100.0,91.1,27,5,192,192
Donald Penn,3459,T,WAS,16,2,32,64.1,6,22,513,100.0,100.0,96.1,5,34,6,553,553,59.9,2,14,242,100.0,100.0,94.6,21,5,259,259
Trent Scott,24481,T,LAC,16,2,27,52.3,15,26,500,100.0,100.0,94.3,6,49,8,547,547,36.1,12,19,242,100.0,100.0,91.1,37,6,270,270
Riley Reiff,7029,T,MIN,17,1,18,69.2,5,21,512,100.0,100.0,96.3,4,32,6,545,545,57.2,1,12,174,100.0,100.0,92.8,19,6,186,186
Ronnie Stanley,10640,T,BLT,15,1,3,92.8,1,8,515,100.0,100.0,98.9,2,10,1,543,543,87.5,1,5,220,100.0,100.0,98.2,7,1,228,228
Morgan Moses,8701,T,WAS,16,0,32,69.5,7,25,503,100.0,100.0,95.8,0,37,5,542,542,61.0,4,21,231,100.0,100.0,92.9,29,4,246,246
Justin Murray,11022,T,ARZ,14,0,1,67.3,1,20,501,100.0,100.0,97.1,1,25,4,537,537,64.2,1,10,159,100.0,100.0,95.3,13,2,173,173
Greg Robinson,8637,T,CLV,14,2,8,68.2,5,17,488,100.0,100.0,96.7,7,27,5,535,535,64.2,3,9,194,100.0,100.0,94.8,16,4,208,208
Tyron Smith,6161,T,DAL,13,1,9,78.0,6,23,503,100.0,100.0,96.9,5,30,1,531,531,72.9,3,16,237,100.0,100.0,96.0,19,0,256,256
Rodney Hudson,6207,C,OAK,15,0,23,91.2,1,2,507,100.0,100.0,99.7,0,3,0,527,527,86.4,0,1,240,100.0,100.0,99.8,1,0,249,249
Sam Tevi,11945,T,LAC,14,1,27,58.0,11,21,489,99.8,99.8,95.1,2,40,8,520,521,55.2,5,12,229,100.0,100.0,94.1,22,5,249,249
A.J. Cann,9500,G,JAX,16,0,15,50.6,1,27,484,100.0,100.0,96.5,0,31,3,519,519,46.6,1,20,240,100.0,100.0,94.8,23,2,261,261
Chase Roullier,11954,C,WAS,14,0,32,71.5,1,12,477,100.0,100.0,98.0,0,16,3,517,517,61.4,1,10,219,100.0,100.0,96.1,14,3,235,235
Ramon Foster,5229,G,PIT,14,2,25,67.0,2,27,465,100.0,100.0,96.0,2,33,4,505,505,57.1,1,24,254,100.0,100.0,93.5,29,4,279,279
Mike McGlinchey,46275,T,SF,15,0,28,67.1,3,19,465,100.0,100.0,96.3,2,28,6,505,505,56.2,2,14,157,100.0,100.0,92.4,20,4,175,175
Brandon Shell,10792,T,NYJ,14,2,22,64.7,6,30,468,100.0,100.0,94.7,3,43,7,505,505,60.6,4,21,220,100.0,100.0,92.0,30,5,237,237
Wes Schweitzer,10829,G,ATL,13,0,2,58.0,8,18,472,100.0,100.0,96.8,1,28,2,504,504,47.9,4,14,227,100.0,100.0,95.2,20,2,246,246
Elijah Wilkinson,46238,T,DEN,15,1,10,62.0,3,19,471,100.0,100.0,95.5,2,32,10,504,504,56.9,3,16,219,100.0,100.0,92.5,26,7,233,233
Joe Dahl,10785,G,DET,13,1,11,73.0,3,14,464,100.0,100.0,97.5,1,20,3,503,503,63.1,1,11,193,100.0,100.0,95.9,14,2,213,213
Duane Brown,4340,T,SEA,13,0,29,77.1,2,17,460,100.0,100.0,97.5,1,21,2,496,496,71.0,2,11,166,100.0,100.0,95.5,14,1,183,183
Kelvin Beachum,7229,T,NYJ,13,2,22,72.7,3,21,456,100.0,100.0,96.5,6,28,4,489,489,71.0,1,10,210,100.0,100.0,95.5,15,4,231,231
Maurkice Pouncey,5543,C,PIT,13,1,25,57.7,4,14,451,100.0,100.0,98.0,2,18,0,489,489,43.1,4,11,231,100.0,100.0,96.8,15,0,257,257
Taylor Lewan,8646,T,TEN,15,0,31,83.5,3,7,455,100.0,100.0,98.5,4,12,2,487,487,75.7,3,5,203,100.0,100.0,97.0,10,2,218,218
Nate Davis,46808,G,TEN,16,1,31,44.8,5,14,449,100.0,100.0,96.1,3,27,8,482,482,21.6,4,11,192,100.0,100.0,91.9,23,8,208,208
John Miller,9514,G,CIN,13,0,7,58.2,3,14,454,100.0,100.0,97.7,1,19,2,482,482,47.6,2,13,209,100.0,100.0,95.5,17,2,221,221
Andrew Wylie,12333,G,KC,11,0,16,78.4,4,8,430,100.0,100.0,98.1,2,14,2,479,479,64.7,2,6,143,100.0,100.0,96.5,9,1,172,172
James Carpenter,6177,G,ATL,11,1,2,46.2,4,23,435,100.0,100.0,96.0,5,31,4,473,473,35.0,4,19,224,100.0,100.0,94.0,25,2,244,244
Alex Lewis,10764,G,NYJ,12,0,22,68.5,5,15,436,100.0,100.0,97.2,3,22,2,472,472,49.1,5,13,201,100.0,100.0,95.0,19,1,223,223
Rick Wagner,7950,T,DET,12,0,11,59.4,4,25,434,100.0,100.0,95.7,2,33,4,467,467,54.5,3,14,179,100.0,100.0,93.6,20,3,199,199
Dennis Daley,60063,T,CAR,12,1,5,47.9,6,32,439,100.0,100.0,93.8,3,46,8,456,456,32.9,3,19,184,100.0,100.0,90.2,29,7,190,190
Lane Johnson,7786,T,PHI,12,0,24,76.6,4,18,423,100.0,100.0,97.2,1,23,1,454,454,72.5,2,10,160,100.0,100.0,95.6,13,1,173,173
Josh Kline,8230,G,MIN,15,0,18,67.7,2,18,428,100.0,100.0,97.2,1,22,2,453,453,61.3,1,11,148,100.0,100.0,95.9,12,0,158,158
Ron Leary,7338,G,DEN,12,1,10,74.7,4,8,420,100.0,100.0,98.3,3,13,1,450,450,76.2,2,6,205,100.0,100.0,97.6,9,1,219,219
Cody Ford,39805,T,BUF,16,1,4,56.6,1,26,420,100.0,100.0,94.9,5,35,8,449,449,45.3,0,18,191,100.0,100.0,92.1,24,6,200,200
Greg Van Roten,7746,G,CAR,11,1,5,74.3,3,13,427,100.0,100.0,97.9,2,17,1,446,446,81.8,2,6,182,100.0,100.0,97.8,8,0,186,186
Joey Hunt,10849,G,SEA,12,0,29,55.6,3,12,418,100.0,100.0,97.5,1,18,3,445,445,39.4,3,8,177,100.0,100.0,96.3,12,1,190,190
Marshall Newhouse,5692,T,NE,12,2,19,61.9,8,18,416,100.0,100.0,95.4,3,32,6,441,441,49.8,4,11,149,100.0,100.0,91.6,20,5,158,158
Weston Richburg,8678,C,SF,13,0,28,75.1,1,12,403,100.0,100.0,98.1,3,14,1,440,440,68.7,1,7,138,100.0,100.0,96.4,9,1,152,152
Eric Fisher,7783,T,KC,11,1,16,75.4,5,18,387,100.0,100.0,96.5,2,25,2,433,433,62.6,4,16,145,100.0,100.0,91.7,22,2,172,172
Richie Incognito,2298,G,OAK,12,1,23,88.5,0,8,413,100.0,100.0,98.8,2,9,1,432,432,83.2,0,6,206,100.0,100.0,98.1,7,1,215,215
David Edwards,35941,G,LA,10,1,26,51.6,4,10,401,100.0,100.0,98.0,4,15,1,428,428,33.5,4,7,153,100.0,100.0,95.8,12,1,169,169
Connor Williams,46216,G,DAL,11,1,9,63.0,4,16,392,100.0,100.0,97.2,2,21,1,426,426,53.2,2,11,173,100.0,100.0,95.7,14,1,192,192
Rashaad Coward,12168,G,CHI,11,0,6,38.0,3,21,404,100.0,100.0,96.8,0,25,1,424,424,23.2,1,14,170,100.0,100.0,95.0,16,1,180,180
Jonotthan Harrison,9132,C,NYJ,12,0,22,56.3,5,15,389,100.0,100.0,97.4,2,20,0,416,416,57.5,4,9,191,100.0,100.0,96.6,13,0,208,208
Evan Boehm,10762,G,MIA,11,0,17,45.0,9,14,380,100.0,100.0,96.7,1,24,1,413,413,31.6,6,10,178,100.0,100.0,94.9,17,1,192,192
Michael Jordan,28021,G,CIN,12,0,7,56.8,2,18,386,100.0,100.0,95.9,1,26,6,413,413,28.1,2,17,162,100.0,100.0,91.0,24,5,172,172
Gabe Jackson,8716,G,OAK,11,0,23,75.6,1,9,391,100.0,100.0,97.4,0,15,5,412,412,64.1,0,9,197,100.0,100.0,95.7,13,4,206,206
Cameron Erving,9452,T,KC,11,3,16,54.5,5,16,375,100.0,100.0,95.9,5,26,5,410,410,34.6,4,13,122,100.0,100.0,90.6,20,3,142,142
Bobby Massie,7112,T,CHI,10,1,6,66.1,4,15,378,100.0,100.0,97.0,1,21,2,404,404,59.6,1,12,167,100.0,100.0,94.9,15,2,180,180
Billy Price,46795,G,CIN,11,0,7,26.1,5,21,373,100.0,100.0,95.7,2,29,3,403,403,26.3,4,15,186,100.0,100.0,93.8,21,2,201,201
Jamon Brown,9505,G,ATL,10,1,2,57.7,5,14,370,100.0,100.0,97.4,4,19,0,402,402,50.9,4,9,171,100.0,100.0,96.2,13,0,185,185
Rob Havenstein,9490,T,LA,9,0,26,51.1,4,24,367,100.0,100.0,94.8,4,33,5,397,397,39.0,3,19,172,100.0,100.0,90.7,27,5,185,185
Scott Quessenberry,23918,C,LAC,11,0,27,54.6,0,10,364,100.0,100.0,98.4,2,11,1,396,396,60.7,0,6,171,100.0,100.0,98.2,6,0,184,184
Brandon Scherff,9438,G,WAS,11,1,32,72.7,0,8,363,100.0,100.0,98.6,5,9,1,394,394,72.8,0,6,162,100.0,100.0,97.5,7,1,174,174
Julie'n Davenport,11885,T,MIA,8,0,17,61.5,9,16,362,100.0,100.0,94.9,1,31,6,389,389,51.9,7,10,170,100.0,100.0,92.1,22,5,182,182
Andrus Peat,9446,G,NO,11,0,20,55.8,3,14,366,100.0,100.0,96.9,0,20,3,388,388,39.6,2,11,152,100.0,100.0,93.7,16,3,163,163
J'Marcus Webb,5741,T,MIA,10,3,17,32.0,6,26,348,100.0,100.0,93.4,6,39,7,372,372,34.4,2,16,167,100.0,100.0,91.0,24,6,178,178
