player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Malik Herring,56616,ED,MIA,1,0,0,17,49.8,0,0,17,100.0,0.0,0,0,0.0,0,17,17,0,0,51.0,0,0,9,100.0,0.0,0,0.0,0,9,9,0
Milton Williams,56682,DI,NE,1,0,0,19,54.2,0,3,20,100.0,5.0,1,1,7.5,0,20,20,3,0,57.6,0,1,9,100.0,11.1,1,5.6,0,9,9,1
Jonathan Ford,56705,DI,GB,1,0,0,12,67.5,1,0,9,100.0,11.1,1,1,16.7,1,9,9,2,0,,0,0,0,,,0,,0,0,0,0
Kwity Paye,56713,ED,LV,1,0,0,23,69.3,2,3,21,92.3,9.5,2,0,26.2,3,26,24,8,0,75.4,2,2,13,94.1,15.4,2,38.5,3,17,16,7
Jordan Elliott,56734,DI,TEN,1,0,0,31,62.4,0,0,9,100.0,11.1,1,0,0.0,0,9,9,0,0,66.3,0,0,4,100.0,25.0,1,0.0,0,4,4,0
Javon Kinlaw,56834,DI,WAS,1,0,0,32,51.5,0,1,16,100.0,0.0,0,0,3.1,0,16,16,1,0,53.5,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Arnold Ebiketie,56862,ED,PHI,1,0,0,24,49.1,0,0,14,88.2,0.0,0,0,0.0,0,17,15,0,0,49.5,0,0,11,92.3,0.0,0,0.0,0,13,12,0
Micheal Clemons,56872,ED,IND,1,0,0,14,61.6,0,1,8,100.0,12.5,1,0,6.3,0,8,8,1,0,64.9,0,1,5,100.0,20.0,1,10.0,0,5,5,1
Jaelan Phillips,56902,ED,CAR,1,0,0,5,68.3,0,3,27,87.9,14.8,4,0,9.3,1,33,29,4,0,56.9,0,0,16,100.0,12.5,2,0.0,0,18,18,0
Dayo Odeyingbo,56923,ED,CHI,1,0,0,6,62.9,1,4,27,100.0,14.8,4,2,9.3,0,30,30,5,0,65.2,1,4,16,100.0,18.8,3,15.6,0,16,16,5
James Lynch,56962,DI,CHI,1,0,0,6,50.8,0,0,14,100.0,0.0,0,1,0.0,0,15,15,0,0,54.3,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Cory Durden,56976,DI,NE,1,0,0,19,60.3,0,1,13,100.0,7.7,1,0,3.8,0,14,14,1,0,68.7,0,1,2,100.0,50.0,1,25.0,0,3,3,1
Jack Gibbens,57662,LB,ARZ,1,0,0,1,73.4,0,0,3,7.9,0.0,0,0,33.3,1,38,3,1,0,,0,0,0,0.0,,0,,0,10,0,0
D'Marco Jackson,57691,LB,CHI,1,0,0,6,54.6,0,0,4,44.4,0.0,0,0,0.0,0,9,4,0,0,59.7,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Jalen Pitre,57737,S,HST,1,0,0,13,58.8,0,0,1,2.7,0.0,0,0,0.0,0,37,1,0,0,,0,0,0,0.0,,0,,0,14,0,0
Terrel Bernard,57739,LB,BUF,1,0,0,4,52.8,0,0,6,12.5,0.0,0,0,0.0,0,48,6,0,0,55.1,0,0,3,12.0,0.0,0,0.0,0,25,3,0
Ventrell Miller,57809,LB,JAX,1,0,0,15,79.7,0,1,4,22.2,25.0,1,0,37.5,1,18,4,2,0,70.3,0,1,2,28.6,50.0,1,25.0,0,7,2,1
James Houston,57810,ED,DAL,1,0,0,9,58.3,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Robert Beal Jr.,57840,ED,MIA,1,0,0,17,56.3,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,,0,0,0,,,0,,0,0,0,0
Del'Shawn Phillips,57868,LB,LAC,1,0,0,27,65.1,1,0,3,15.8,33.3,1,0,16.7,0,19,3,1,0,67.3,1,0,2,22.2,50.0,1,25.0,0,9,2,1
K'Lavon Chaisson,57945,ED,WAS,1,0,0,32,52.2,2,1,22,78.6,0.0,0,0,6.8,0,28,22,3,0,48.9,0,1,13,76.5,0.0,0,3.8,0,17,13,1
Willie Gay,57987,LB,MIA,1,0,0,17,58.8,0,0,1,6.3,0.0,0,0,0.0,0,16,1,0,0,,0,0,0,0.0,,0,,0,5,0,0
Baron Browning,58095,ED,ARZ,1,0,0,1,58.9,0,0,10,55.0,10.0,1,0,0.0,0,20,11,0,0,55.1,0,0,3,75.0,0.0,0,0.0,0,4,3,0
Derrick Barnes,58120,LB,DET,1,0,0,11,65.1,0,1,14,24.6,7.1,1,0,10.7,1,57,14,2,0,65.1,0,1,5,18.5,20.0,1,10.0,0,27,5,1
Devin Lloyd,58238,LB,CAR,1,0,0,5,60.4,0,3,8,20.5,25.0,2,0,18.8,0,39,8,3,0,63.1,0,3,4,20.0,50.0,2,37.5,0,20,4,3
Malcolm Rodriguez,60731,LB,DET,1,0,0,11,54.3,1,1,2,16.7,50.0,1,0,50.0,0,12,2,2,0,61.0,1,0,1,50.0,100.0,1,50.0,0,2,1,1
Keion White,60998,ED,SF,1,0,0,28,61.1,0,1,12,100.0,8.3,1,0,4.2,0,15,15,1,0,66.1,0,1,7,100.0,14.3,1,7.1,0,9,9,1
Dominique Robinson,61436,ED,HST,1,0,0,13,57.6,0,0,1,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Daiyan Henley,61500,LB,LAC,1,0,0,27,61.3,0,0,7,17.1,0.0,0,0,14.3,1,41,7,1,0,54.8,0,0,2,10.5,0.0,0,0.0,0,19,2,0
Christian Elliss,61853,LB,NE,1,0,0,19,51.4,0,0,5,17.9,0.0,0,0,0.0,0,28,5,0,0,52.8,0,0,4,36.4,0.0,0,0.0,0,11,4,0
Ty Hamilton,66298,DI,LA,1,0,0,26,55.6,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,56.8,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Kobie Turner,66894,DI,LA,1,1,0,26,56.2,0,0,28,100.0,0.0,0,0,0.0,0,28,28,0,1,60.8,0,0,12,100.0,0.0,0,0.0,0,12,12,0
Zach Sieler,66917,DI,MIA,1,0,0,17,65.0,0,2,21,100.0,9.5,2,0,4.8,0,22,22,2,0,58.2,0,1,12,100.0,8.3,1,4.2,0,12,12,1
Dennis Gardeck,66928,LB,JAX,1,0,0,15,49.1,1,1,11,68.4,0.0,0,0,9.1,0,19,13,2,0,49.4,1,1,9,91.7,0.0,0,11.1,0,12,11,2
Easton Mascarenas-Arnold,71410,LB,CLV,1,0,0,8,57.8,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Trent McDuffie,72191,CB,LA,1,0,0,26,60.0,0,0,1,2.7,0.0,0,0,0.0,0,37,1,0,0,,0,0,0,0.0,,0,,0,16,0,0
Jowon Briggs,74867,DI,NYJ,1,0,0,22,66.2,0,1,8,100.0,12.5,1,0,6.3,0,8,8,1,0,71.1,0,1,2,100.0,50.0,1,25.0,0,2,2,1
Jonah Laulu,75763,DI,LV,1,0,0,23,55.4,0,2,14,100.0,7.1,1,0,7.1,0,15,15,2,0,56.8,0,1,11,100.0,9.1,1,4.5,0,12,12,1
Andre Cisco,76641,S,NYJ,1,0,0,22,58.3,0,0,1,2.8,0.0,0,0,0.0,0,36,1,0,0,58.3,0,0,1,5.6,0.0,0,0.0,0,18,1,0
DeMarvion Overshown,76729,LB,DAL,1,0,0,9,64.0,0,1,4,15.4,25.0,1,1,12.5,0,26,4,1,0,55.9,0,0,2,18.2,0.0,0,0.0,0,11,2,0
Tyler Lacy,76836,ED,DET,1,0,0,11,62.9,0,0,10,100.0,10.0,1,0,0.0,0,11,11,0,0,69.0,0,0,2,100.0,50.0,1,0.0,0,2,2,0
Will McDonald IV,76842,ED,NYJ,1,0,0,22,80.8,0,4,18,90.0,22.2,4,0,16.7,1,20,18,5,0,90.5,0,3,9,81.8,44.4,4,27.8,1,11,9,4
Desjuan Johnson,76850,ED,LA,1,0,0,26,54.0,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,56.5,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Jalen Redmond,76861,DI,MIN,1,0,0,18,53.5,0,2,34,97.1,2.9,1,0,2.9,0,35,34,2,0,58.7,0,1,12,92.3,8.3,1,4.2,0,13,12,1
Greg Rousseau,76889,ED,BUF,1,0,0,4,78.6,4,1,34,95.1,17.6,6,0,13.2,2,41,39,7,0,73.0,2,1,20,100.0,20.0,4,12.5,1,23,23,4
Travis Jones,76914,DI,BLT,1,0,0,3,63.3,0,2,17,100.0,11.8,2,0,5.9,0,17,17,2,0,54.3,0,2,6,100.0,0.0,0,16.7,0,6,6,2
Logan Hall,76919,DI,HST,1,0,0,13,56.4,0,0,14,100.0,7.1,1,0,0.0,0,16,16,0,0,51.5,0,0,6,100.0,0.0,0,0.0,0,7,7,0
Moro Ojomo,76927,DI,PHI,1,0,0,24,50.5,0,4,29,100.0,13.8,4,0,6.9,0,31,31,4,0,48.0,0,3,19,100.0,15.8,3,7.9,0,20,20,3
Dante Stills,76937,DI,ARZ,1,1,0,1,71.8,0,3,22,100.0,13.6,3,0,11.4,1,23,23,4,0,80.2,0,2,8,100.0,37.5,3,25.0,1,8,8,3
Karl Brooks,76941,DI,GB,1,0,0,12,71.4,0,2,19,100.0,10.5,2,0,5.3,0,21,21,2,0,78.3,0,2,10,100.0,20.0,2,10.0,0,12,12,2
Braden Fiske,76958,DI,LA,1,0,0,26,52.6,0,2,19,100.0,10.5,2,0,5.3,0,19,19,2,0,54.7,0,2,11,100.0,18.2,2,9.1,0,11,11,2
Alim McNeill,76996,DI,DET,1,0,0,11,59.4,0,2,57,98.4,7.0,4,0,3.5,1,61,60,3,0,59.7,0,2,24,100.0,8.3,2,8.3,1,26,26,3
Yasir Abdullah,77100,LB,ATL,1,0,0,2,68.3,0,0,2,100.0,50.0,1,0,0.0,0,2,2,0,0,68.3,0,0,2,100.0,50.0,1,0.0,0,2,2,0
Zaven Collins,77190,ED,ARZ,1,0,0,1,63.8,0,1,13,78.9,15.4,2,0,3.8,0,19,15,1,0,61.0,0,1,5,100.0,20.0,1,10.0,0,6,6,1
Nik Bonitto,77196,ED,DEN,1,0,0,10,54.8,0,0,19,95.0,5.3,1,0,0.0,0,20,19,0,0,52.8,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Tre'von Moehrig,77847,S,CAR,1,0,0,5,67.6,0,0,1,2.5,100.0,1,0,0.0,0,40,1,0,0,67.6,0,0,1,4.8,100.0,1,0.0,0,21,1,0
Nick Bolton,81322,LB,KC,1,1,0,16,87.1,0,3,10,28.6,30.0,3,0,15.0,0,35,10,3,1,90.7,0,3,7,38.9,42.9,3,21.4,0,18,7,3
Ernest Jones,81399,LB,SEA,1,0,0,29,51.5,0,0,4,9.1,0.0,0,0,0.0,0,44,4,0,0,59.0,0,0,1,5.3,0.0,0,0.0,0,19,1,0
Brenton Cox Jr.,81957,ED,GB,1,0,0,12,67.7,0,3,12,66.7,16.7,2,1,12.5,0,18,12,3,0,65.3,0,2,8,80.0,25.0,2,12.5,0,10,8,2
Odafe Oweh,82161,ED,WAS,1,0,0,32,55.2,0,0,26,90.0,3.8,1,0,3.8,1,30,27,1,0,57.9,0,0,17,89.5,5.9,1,5.9,1,19,17,1
Thomas Booker IV,82168,DI,LV,1,0,0,23,60.1,1,0,12,100.0,8.3,1,0,4.2,0,13,13,1,0,64.5,1,0,6,100.0,16.7,1,8.3,0,7,7,1
Christian Barmore,82198,DI,NE,1,0,0,19,90.0,1,3,18,100.0,27.8,5,0,11.1,0,18,18,4,0,91.2,1,2,9,100.0,44.4,4,16.7,0,9,9,3
Teair Tart,82261,DI,LAC,1,0,0,27,57.0,0,0,17,100.0,5.9,1,0,0.0,0,19,19,0,0,61.0,0,0,7,100.0,14.3,1,0.0,0,8,8,0
Devonte Wyatt,82268,DI,GB,1,0,0,12,58.8,0,0,14,100.0,0.0,0,0,0.0,0,15,15,0,0,61.5,0,0,6,100.0,0.0,0,0.0,0,7,7,0
Aidan Hutchinson,82330,ED,DET,1,0,0,11,87.4,2,6,49,94.6,28.6,14,0,12.2,2,56,53,10,0,90.2,1,3,22,100.0,36.4,8,18.2,2,24,24,6
Eku Leota,82363,ED,ARZ,1,0,0,1,54.3,1,0,3,100.0,0.0,0,0,16.7,0,6,6,1,0,59.1,0,0,0,100.0,,0,,0,1,1,0
Cameron Thomas,82387,ED,ATL,1,0,0,2,60.5,1,1,17,94.7,11.8,2,0,5.9,0,19,18,2,0,58.2,0,1,8,90.0,12.5,1,6.3,0,10,9,1
Kingsley Enagbare,82409,ED,NYJ,1,0,0,22,70.5,0,4,21,78.6,14.3,3,0,14.3,1,28,22,5,0,73.7,0,3,8,69.2,25.0,2,18.8,0,13,9,3
Bobby Brown III,82429,DI,CAR,1,0,0,5,67.6,0,3,19,90.5,15.8,3,0,7.9,0,21,19,3,0,75.6,0,3,11,91.7,27.3,3,13.6,0,12,11,3
Tyree Wilson,82432,ED,NO,1,0,0,20,61.5,0,0,14,100.0,14.3,2,0,0.0,0,14,14,0,0,62.5,0,0,5,100.0,20.0,1,0.0,0,5,5,0
Otito Ogbonnia,82450,DI,DAL,1,0,0,9,72.3,0,1,15,100.0,20.0,3,0,3.3,0,15,15,1,0,75.8,0,1,5,100.0,40.0,2,10.0,0,5,5,1
Tommy Togiai,82501,DI,HST,1,0,0,13,55.0,0,0,20,100.0,5.0,1,0,0.0,0,21,21,0,0,60.9,0,0,7,100.0,14.3,1,0.0,0,7,7,0
Quay Walker,82547,LB,LV,1,0,0,23,58.7,0,1,7,17.5,14.3,1,1,7.1,0,40,7,1,0,59.8,0,1,6,24.0,16.7,1,8.3,0,25,6,1
Jamien Sherwood,83175,LB,NYJ,1,0,0,22,49.0,0,5,10,31.4,10.0,1,0,25.0,0,35,11,5,0,50.4,0,3,7,44.4,14.3,1,21.4,0,18,8,3
Roger McCreary,83176,CB,DET,1,0,0,11,78.7,0,2,7,25.0,0.0,0,0,28.6,1,28,7,3,0,84.0,0,2,4,33.3,0.0,0,50.0,1,12,4,3
Sydney Brown,83241,S,ATL,1,0,0,2,57.6,1,0,1,10.5,0.0,0,0,50.0,0,19,2,1,0,,0,0,0,0.0,,0,,0,4,0,0
Alontae Taylor,83469,CB,TEN,1,0,0,31,58.6,0,0,1,3.6,0.0,0,1,0.0,0,28,1,0,0,58.6,0,0,1,6.3,0.0,0,0.0,0,16,1,0
Javontae Jean-Baptiste,83514,ED,WAS,1,0,0,32,56.3,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Jevon Holland,83873,S,NYG,1,0,0,21,60.0,0,0,0,2.4,,0,1,,0,41,1,0,0,,0,0,0,0.0,,0,,0,27,0,0
Talanoa Hufanga,83903,S,DEN,1,0,0,10,57.3,0,0,2,5.9,0.0,0,0,0.0,0,34,2,0,0,,0,0,0,0.0,,0,,0,11,0,0
Gracen Halton,85774,DI,SF,1,0,0,28,57.5,0,1,16,100.0,6.3,1,0,3.1,0,18,18,1,0,60.4,0,1,8,100.0,12.5,1,6.3,0,10,10,1
LaCale London,87179,DI,ATL,1,0,0,2,60.4,0,1,24,100.0,8.3,2,0,2.1,0,24,24,1,0,63.9,0,1,6,100.0,16.7,1,8.3,0,6,6,1
Daniel Hardy,91336,ED,CHI,1,0,0,6,53.3,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,55.2,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Jordan Davis,94854,DI,PHI,1,0,0,24,69.6,0,0,16,100.0,0.0,0,0,0.0,0,17,17,0,0,54.5,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Mike Sainristil,97180,CB,WAS,1,0,0,32,58.8,0,0,1,2.9,0.0,0,0,0.0,0,35,1,0,0,58.8,0,0,1,5.0,0.0,0,0.0,0,20,1,0
Marcus Harris,97230,CB,TEN,1,0,0,31,53.3,0,0,2,10.0,0.0,0,0,0.0,0,20,2,0,0,56.8,0,0,1,6.7,0.0,0,0.0,0,15,1,0
Thomas Harper,97325,S,DET,1,0,0,11,51.2,0,1,4,8.9,25.0,1,0,12.5,0,45,4,1,0,59.1,0,0,1,4.5,0.0,0,0.0,0,22,1,0
Christian Roland-Wallace,97374,S,KC,1,0,0,16,60.0,0,1,1,12.5,0.0,0,0,50.0,0,8,1,1,0,60.0,0,1,1,25.0,0.0,0,50.0,0,4,1,1
Jarrian Jones,97486,CB,JAX,1,0,0,15,60.0,0,1,1,3.8,0.0,0,0,50.0,0,26,1,1,0,,0,0,0,0.0,,0,,0,15,0,0
Nick Cross,97514,S,WAS,1,0,0,32,51.4,0,1,2,5.7,0.0,0,0,25.0,0,35,2,1,0,55.9,0,1,1,5.0,0.0,0,50.0,0,20,1,1
Drake Thomas,97525,LB,SEA,1,0,0,29,78.0,1,1,5,11.4,20.0,1,0,40.0,1,44,5,3,0,73.4,0,1,2,10.5,0.0,0,75.0,1,19,2,2
Tyrique Stevenson,97562,CB,CHI,1,0,0,6,60.0,0,0,1,2.6,0.0,0,0,0.0,0,38,1,0,0,,0,0,0,0.0,,0,,0,17,0,0
Tyler Davis,97610,DI,LA,1,0,0,26,59.7,0,0,14,100.0,0.0,0,1,0.0,0,15,15,0,0,66.4,0,0,3,100.0,0.0,0,0.0,0,4,4,0
Omar Speights,97723,LB,LA,1,0,0,26,55.9,0,0,3,20.0,0.0,0,0,0.0,0,15,3,0,0,59.1,0,0,1,12.5,0.0,0,0.0,0,8,1,0
Javon Solomon,97821,ED,BUF,1,0,0,4,59.1,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Adetomiwa Adebawore,97934,DI,IND,1,0,0,14,76.3,0,0,6,100.0,16.7,1,0,0.0,0,9,9,0,0,72.4,0,0,3,100.0,0.0,0,0.0,0,5,5,0
Marcus Harris,97937,DI,KC,1,0,0,16,60.0,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Derick Hall,98130,ED,SEA,1,0,0,29,55.8,0,1,24,89.7,0.0,0,1,6.3,1,29,26,2,0,60.7,0,1,13,92.9,0.0,0,11.5,1,14,13,2
Jordan Magee,98155,LB,WAS,1,0,0,32,62.2,0,1,1,14.3,100.0,1,0,50.0,0,7,1,1,0,62.2,0,1,1,20.0,100.0,1,50.0,0,5,1,1
DeWayne Carter,98175,DI,BUF,1,0,0,4,55.3,0,1,7,100.0,0.0,0,0,7.1,0,7,7,1,0,55.7,0,1,4,100.0,0.0,0,12.5,0,4,4,1
Colby Wooden,98312,DI,NO,1,0,0,20,54.8,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
George Karlaftis,98319,ED,KC,1,0,0,16,50.2,3,1,27,96.7,3.7,1,0,7.4,0,30,29,4,0,47.9,2,1,16,94.1,0.0,0,9.4,0,17,16,3
Darius Alexander,98333,DI,NYG,1,0,0,21,52.6,0,0,11,100.0,0.0,0,0,0.0,0,13,13,0,0,53.7,0,0,6,100.0,0.0,0,0.0,0,8,8,0
Kayvon Thibodeaux,98444,ED,NYG,1,0,0,21,48.2,1,2,16,90.5,0.0,0,0,9.4,0,21,19,3,0,48.6,1,1,13,100.0,0.0,0,7.7,0,15,15,2
Byron Young,98923,DI,PHI,1,0,0,24,57.9,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,58.0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Justin Eboigbe,98925,DI,LAC,1,0,0,27,52.9,0,0,23,95.8,4.3,1,0,0.0,0,24,23,0,0,50.0,0,0,12,92.3,0.0,0,0.0,0,13,12,0
Travon Walker,98940,ED,JAX,1,0,0,15,67.7,1,4,23,92.6,8.7,2,0,19.6,2,27,25,7,0,59.8,0,3,14,94.1,7.1,1,17.9,1,17,16,4
Darius Robinson,98946,DI,ARZ,1,0,0,1,69.5,0,2,9,100.0,22.2,2,0,11.1,0,12,12,2,0,69.7,0,1,2,100.0,50.0,1,25.0,0,3,3,1
Isaiah McGuire,98948,ED,CLV,1,0,0,8,42.0,0,1,16,100.0,0.0,0,0,3.1,0,16,16,1,0,52.6,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Henry To'oTo'o,98982,LB,HST,1,0,0,13,59.4,0,0,1,3.1,0.0,0,0,0.0,0,32,1,0,0,59.4,0,0,1,7.7,0.0,0,0.0,0,13,1,0
Nolan Smith,99014,ED,PHI,1,0,0,24,57.7,0,6,24,89.3,20.8,5,0,12.5,0,28,25,6,0,57.3,0,4,16,100.0,18.8,3,12.5,0,16,16,4
Jermaine Johnson,99015,ED,TEN,1,0,0,31,52.9,0,1,15,94.4,0.0,0,0,3.3,0,18,17,1,0,53.9,0,1,12,100.0,0.0,0,4.2,0,13,13,1
Nakobe Dean,99018,LB,LV,1,0,0,23,73.1,0,0,1,2.5,0.0,0,0,100.0,1,40,1,1,0,59.3,0,0,1,4.0,0.0,0,0.0,0,25,1,0
Sam Williams,99106,ED,CLV,1,0,0,8,51.8,0,0,8,88.9,0.0,0,1,0.0,0,9,8,0,0,54.3,0,0,4,100.0,0.0,0,0.0,0,4,4,0
T'Vondre Sweat,99321,DI,NYJ,1,0,0,22,52.8,0,1,11,100.0,9.1,1,0,4.5,0,11,11,1,0,54.7,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Tykee Smith,99500,S,TB,1,0,0,30,60.0,0,0,1,2.6,0.0,0,1,0.0,0,38,1,0,0,,0,0,0,0.0,,0,,0,17,0,0
Demetrius Knight Jr.,99728,LB,CIN,1,0,0,7,54.8,0,0,2,6.1,0.0,0,0,0.0,0,33,2,0,0,54.8,0,0,2,15.4,0.0,0,0.0,0,13,2,0
Jarvis Brownlee Jr.,99734,CB,NYJ,1,0,0,22,51.6,0,0,3,9.7,0.0,0,0,0.0,0,31,3,0,0,59.5,0,0,1,6.3,0.0,0,0.0,0,16,1,0
Ruke Orhorhoro,99768,DI,JAX,1,0,0,15,53.7,0,1,9,90.0,0.0,0,0,5.6,0,10,9,1,0,55.1,0,0,4,80.0,0.0,0,0.0,0,5,4,0
Calijah Kancey,99822,DI,TB,1,0,0,30,80.4,2,2,26,96.3,19.2,5,0,7.7,0,27,26,4,0,83.1,2,2,13,100.0,23.1,3,15.4,0,13,13,4
Brandon Dorlus,100452,DI,ATL,1,0,0,2,67.0,0,3,23,100.0,8.7,2,0,6.5,0,26,26,3,0,72.5,0,3,10,100.0,20.0,2,15.0,0,12,12,3
Bralen Trice,100550,ED,ATL,1,0,0,2,55.0,0,0,4,66.7,0.0,0,0,0.0,0,6,4,0,0,59.1,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Laiatu Latu,100551,ED,IND,1,0,0,14,56.6,0,4,24,93.1,8.3,2,0,8.3,0,29,27,4,0,55.6,0,0,8,100.0,12.5,1,0.0,0,10,10,0
Craig Woodson,100612,S,NE,1,0,0,19,58.5,0,0,1,3.6,0.0,0,0,0.0,0,28,1,0,0,58.5,0,0,1,9.1,0.0,0,0.0,0,11,1,0
Devon Witherspoon,101388,CB,SEA,1,0,0,29,58.7,1,0,8,20.9,0.0,0,0,6.3,0,43,9,1,0,74.8,1,0,2,10.5,0.0,0,25.0,0,19,2,1
Leo Chenal,101463,LB,WAS,1,0,0,32,68.2,0,0,1,7.7,100.0,1,0,0.0,0,13,1,0,0,68.2,0,0,1,20.0,100.0,1,0.0,0,5,1,0
Jack Campbell,101515,LB,DET,1,0,0,11,47.8,0,0,10,16.4,0.0,0,0,0.0,0,67,11,0,0,52.2,0,0,4,17.9,0.0,0,0.0,0,28,5,0
Keeanu Benton,101536,DI,PIT,1,0,0,25,73.3,0,1,16,100.0,6.3,1,0,3.1,0,18,18,1,0,86.5,0,1,7,100.0,14.3,1,7.1,0,8,8,1
Jared Verse,101912,ED,CLV,1,0,0,8,60.4,0,0,16,100.0,12.5,2,1,0.0,0,16,16,0,0,52.6,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Kyle Hamilton,102684,S,BLT,1,0,0,3,84.8,1,1,7,20.0,28.6,2,0,14.3,0,35,7,2,0,54.0,0,0,2,10.5,0.0,0,0.0,0,19,2,0
Branson Combs,105001,LB,JAX,1,0,0,15,73.0,0,0,1,14.3,0.0,0,0,100.0,1,7,1,1,0,73.0,0,0,1,20.0,0.0,0,100.0,1,5,1,1
Jalyx Hunt,105989,ED,PHI,1,0,0,24,61.1,0,4,26,90.0,15.4,4,0,7.7,0,30,27,4,0,62.3,0,4,15,88.2,20.0,3,13.3,0,17,15,4
Truman Jones,106527,ED,TEN,1,0,0,31,55.9,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,55.9,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Michael Hoecht,108840,ED,BUF,1,0,0,4,54.3,1,1,12,86.7,16.7,2,0,8.3,0,15,13,2,0,55.6,1,1,9,83.3,22.2,2,11.1,0,12,10,2
Dee Alford,110542,CB,BUF,1,0,0,4,60.0,0,0,1,2.6,0.0,0,1,0.0,0,39,1,0,0,,0,0,0,0.0,,0,,0,24,0,0
Upton Stout,121906,CB,SF,1,0,0,28,69.4,1,0,1,4.3,100.0,1,0,50.0,0,23,1,1,0,69.4,1,0,1,5.6,100.0,1,50.0,0,18,1,1
Myles Murphy,122154,ED,CIN,1,0,0,7,60.3,1,0,21,95.8,0.0,0,0,7.1,1,24,23,2,0,69.5,1,0,10,90.9,0.0,0,15.0,1,11,10,2
Trenton Simpson,122157,LB,BLT,1,0,0,3,66.8,1,0,1,7.7,100.0,1,0,50.0,0,13,1,1,0,66.8,1,0,1,25.0,100.0,1,50.0,0,4,1,1
Elijah Roberts,122222,DI,TB,1,0,0,30,63.0,0,1,8,100.0,12.5,1,1,6.3,0,9,9,1,0,57.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Aeneas Peebles,122379,DI,BLT,1,0,0,3,59.5,1,0,9,100.0,11.1,1,0,5.6,0,10,10,1,0,62.4,1,0,6,100.0,16.7,1,8.3,0,6,6,1
Jared Ivey,122480,ED,ATL,1,0,0,2,56.1,0,0,13,100.0,7.7,1,0,0.0,0,13,13,0,0,53.5,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Felix Anudike-Uzomah,122582,ED,KC,1,0,0,16,80.2,0,2,14,94.1,21.4,3,0,14.3,1,17,16,3,0,90.7,0,2,7,100.0,42.9,3,28.6,1,7,7,3
Yaya Diaby,122705,ED,TB,1,0,0,30,51.5,0,1,24,92.3,4.2,1,0,2.1,0,26,24,1,0,55.3,0,1,11,91.7,9.1,1,4.5,0,12,11,1
Rylie Mills,122907,DI,SEA,1,0,0,29,62.7,0,1,9,100.0,11.1,1,0,5.6,0,10,10,1,0,70.8,0,1,3,100.0,33.3,1,16.7,0,3,3,1
Jahdae Barron,123105,CB,DEN,1,0,0,10,58.5,0,0,1,25.0,0.0,0,0,0.0,0,4,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Vernon Broughton,123107,DI,NO,1,0,0,20,74.2,2,0,29,100.0,17.2,5,0,3.4,0,29,29,2,0,66.1,2,0,11,100.0,9.1,1,9.1,0,11,11,2
