player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Kingsley Enagbare,82409,ED,NYJ,1,1,0,100.0,0,0,22,0,0,48.5,61.8,78.1,70.5,56.0,34.9,0,4,0,0,9,66.7,2,0,0,104.2,1,1,0,4,0,6,33,29,0,1,25,3,0,4,22,5,0,1,0,0,1,5,0,9,1,9.0
Bobby Brown III,82429,DI,CAR,1,2,0,,0,0,5,0,0,81.2,89.5,77.1,67.6,55.0,69.2,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,39,39,4,28,1,6,0,0,19,18,0,1,1,0,0,3,0,0,0,
Tyree Wilson,82432,ED,NO,1,0,0,,0,0,20,0,0,,40.7,75.2,61.5,34.2,24.7,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,0,23,23,0,0,23,0,0,0,14,9,0,1,1,0,0,0,0,0,0,
Otito Ogbonnia,82450,DI,DAL,1,0,0,,0,0,9,0,0,,82.7,77.5,72.3,75.8,70.0,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,40,40,7,24,1,8,0,0,15,25,0,3,3,0,0,1,0,0,0,
Tommy Togiai,82501,DI,HST,1,1,0,,0,0,13,0,0,,57.8,75.8,55.0,60.2,68.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,39,39,2,18,0,19,0,0,21,18,0,1,1,0,0,0,0,0,0,
Quay Walker,82547,LB,LV,1,1,0,75.0,0,0,23,1,0,50.0,59.3,76.7,58.7,73.2,53.3,0,1,0,0,7,14.3,1,0,1,81.3,3,0,0,36,2,33,55,13,0,0,13,0,0,42,7,15,4,2,5,1,4,1,0,16,20,5.3
Pat Surtain II,83119,CB,DEN,1,1,0,100.0,0,0,10,0,0,72.1,65.4,76.4,,46.4,52.0,0,0,0,0,6,25.0,1,0,0,91.7,1,0,0,14,55,34,69,0,0,0,0,0,0,69,0,35,0,0,2,0,1,0,0,6,6,6.0
Josh Jobe,83122,CB,SEA,1,0,0,75.0,0,0,29,0,0,82.8,77.0,77.7,,44.6,53.6,0,0,0,1,12,14.3,1,0,1,40.6,3,0,0,8,62,43,70,0,0,0,0,0,0,70,0,27,0,2,6,1,4,0,0,15,4,5.0
Jamien Sherwood,83175,LB,NYJ,1,1,0,100.0,0,0,22,0,0,69.7,58.4,73.0,49.0,50.9,50.7,0,5,0,0,7,25.0,1,0,0,91.7,2,0,0,40,1,24,45,0,0,0,0,0,0,45,11,10,4,0,2,0,2,5,0,12,7,6.0
Roger McCreary,83176,CB,DET,1,0,0,100.0,0,1,11,0,0,59.1,70.0,75.3,78.7,72.4,56.7,0,2,0,0,20,25.0,1,0,0,112.5,3,1,0,7,1,21,39,2,0,0,2,0,0,37,7,11,29,3,3,0,3,3,0,33,14,11.0
Tyson Campbell,83217,CB,CLV,1,1,0,100.0,0,0,8,0,0,54.0,52.0,76.1,,50.1,40.9,0,0,0,0,18,20.0,2,0,0,118.8,3,0,0,10,47,25,57,0,0,0,0,0,0,57,0,32,0,1,7,0,3,0,0,43,0,14.3
Quan Martin,83236,S,WAS,1,0,0,100.0,0,0,32,0,0,50.0,39.9,74.3,,54.8,30.0,0,0,0,0,-3,33.3,1,0,0,79.2,1,0,0,1,0,13,21,0,0,0,0,0,19,21,0,8,1,2,2,1,1,0,0,-3,2,-3.0
Sydney Brown,83241,S,ATL,1,1,0,100.0,0,0,2,0,0,67.8,72.7,82.3,57.6,74.3,80.2,1,0,0,0,9,0.0,0,0,0,83.3,3,0,0,10,0,17,30,0,0,0,0,0,0,30,2,11,19,4,6,0,3,1,0,12,19,4.0
JuJu Brents,83256,CB,MIA,1,1,0,100.0,0,0,17,0,0,51.3,38.9,0.0,,43.7,78.0,0,0,0,0,6,0.0,0,0,2,89.6,2,0,0,3,23,14,26,0,0,0,0,0,0,26,0,12,0,3,3,1,2,0,0,11,3,5.5
Riley Moss,83259,CB,DEN,1,0,0,60.0,0,0,10,0,0,59.9,58.3,76.4,,53.9,26.3,0,0,0,0,13,42.9,3,0,0,115.0,3,0,0,11,57,34,69,0,0,0,0,0,0,69,0,35,1,1,4,0,5,0,1,28,17,9.3
Greg Newsome II,83341,CB,NYG,1,0,0,33.3,0,0,21,0,0,40.4,38.2,77.5,,38.8,29.5,0,0,0,0,8,33.3,1,0,1,42.4,1,0,0,1,49,35,52,2,0,0,2,0,0,50,0,17,0,2,2,0,3,0,0,8,1,8.0
Jaycee Horn,83375,CB,CAR,1,0,0,100.0,0,0,5,0,0,58.4,57.9,77.3,,55.7,76.9,0,0,0,0,28,0.0,0,0,0,118.8,2,0,0,13,38,40,75,4,0,0,4,0,0,71,0,35,20,0,2,0,2,0,0,41,7,20.5
Alontae Taylor,83469,CB,TEN,1,0,0,50.0,0,0,31,0,0,37.4,45.2,76.5,58.6,66.1,54.1,0,0,0,0,9,16.7,1,0,1,62.5,1,0,0,15,51,27,67,1,0,0,1,0,0,66,1,39,0,1,5,0,2,0,0,9,3,9.0
Javontae Jean-Baptiste,83514,ED,WAS,1,1,0,,0,0,32,0,0,,53.0,72.5,56.3,56.1,69.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,9,9,0,0,9,0,0,0,3,6,0,0,0,0,0,0,0,0,0,
Jevon Holland,83873,S,NYG,1,1,0,50.0,0,0,21,0,0,73.2,70.1,0.0,60.0,59.7,42.8,0,0,0,1,9,25.0,1,0,1,22.9,1,0,0,6,0,40,58,3,0,0,3,0,42,55,1,17,7,0,2,0,2,0,0,9,12,9.0
Talanoa Hufanga,83903,S,DEN,1,4,0,0.0,0,0,10,0,0,61.1,57.3,75.5,57.3,53.4,61.3,0,0,0,0,,11.1,1,0,0,39.6,0,0,0,39,0,32,69,4,0,0,4,0,21,65,2,35,5,1,4,0,1,0,0,0,0,
Gracen Halton,85774,DI,SF,1,1,0,,0,0,28,0,0,,30.4,76.3,57.5,29.3,66.8,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,31,31,0,27,1,3,0,0,18,13,0,0,0,0,0,1,0,0,0,
LaCale London,87179,DI,ATL,1,1,0,,0,0,2,0,0,,66.5,76.4,60.4,66.0,69.0,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,35,34,9,24,0,1,0,1,24,11,0,2,2,0,0,1,0,0,0,
Charles Woods,89148,CB,NE,1,0,0,,0,0,19,0,0,,60.0,64.2,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Patrick O'Connell,89300,LB,SEA,1,0,0,100.0,0,0,29,0,0,60.0,27.7,65.0,,,,0,0,0,0,2,,0,0,0,118.8,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2.0
Daniel Hardy,91336,ED,CHI,1,0,0,,0,0,6,0,0,,54.7,73.0,53.3,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,7,7,0,0,6,1,0,0,5,2,0,0,0,0,0,0,0,0,0,
Jordan Davis,94854,DI,PHI,1,2,0,,0,0,24,0,0,60.0,77.1,76.7,69.6,70.8,71.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,34,34,7,26,0,1,0,0,17,17,0,4,6,0,0,0,0,0,0,
Mike Sainristil,97180,CB,WAS,1,0,0,66.7,0,0,32,0,0,29.3,30.0,76.5,58.8,55.8,44.7,0,0,0,0,64,20.0,1,0,0,149.3,2,0,0,7,32,34,54,2,0,0,2,0,2,52,1,19,11,1,4,1,3,0,1,73,21,36.5
Marcus Harris,97230,CB,TEN,1,1,0,100.0,0,0,31,0,0,66.1,61.7,74.8,53.3,55.7,60.7,0,0,0,0,7,12.5,1,0,0,90.3,3,0,0,6,0,18,36,1,0,0,1,0,0,35,2,16,29,5,6,0,3,0,0,17,0,5.7
Dell Pettus,97290,S,NE,1,1,0,100.0,0,0,19,0,0,43.1,38.8,68.6,,47.6,34.5,0,0,0,0,11,25.0,1,0,0,102.8,3,0,0,13,0,9,20,0,0,0,0,0,0,20,0,11,7,0,2,0,3,0,0,26,18,8.7
Thomas Harper,97325,S,DET,1,1,0,50.0,0,0,11,0,0,64.1,64.6,75.3,51.2,62.0,61.8,0,1,0,0,27,20.0,1,1,0,95.8,1,0,0,9,0,41,54,0,0,0,0,0,44,54,4,9,1,0,3,0,2,1,0,27,2,27.0
Christian Roland-Wallace,97374,S,KC,1,0,0,,0,0,16,0,0,64.6,64.6,71.5,60.0,,71.4,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,3,1,7,8,1,0,0,1,0,1,7,1,0,2,1,1,0,0,1,0,0,0,
Jarrian Jones,97486,CB,JAX,1,0,0,33.3,0,0,15,0,0,62.0,58.9,76.3,60.0,52.5,26.5,0,1,0,0,5,100.0,1,0,0,42.4,1,0,0,4,29,25,37,1,0,0,1,0,0,36,1,11,3,0,0,0,3,1,0,5,7,5.0
Nick Cross,97514,S,WAS,1,2,0,100.0,0,0,32,0,0,47.1,48.4,76.7,51.4,65.6,70.7,0,1,0,0,12,12.5,1,0,0,79.2,3,0,0,11,1,33,54,3,0,0,3,0,21,51,2,19,18,5,5,2,3,1,0,4,6,1.3
Dax Hill,97519,CB,CIN,1,0,0,75.0,0,0,7,0,0,58.4,66.0,76.7,,84.4,80.8,0,0,0,0,16,0.0,0,0,0,94.8,3,0,0,8,43,39,57,0,0,0,0,0,0,57,0,18,6,2,7,0,4,0,0,29,11,9.7
Drake Thomas,97525,LB,SEA,1,4,0,60.0,0,0,29,0,0,32.7,51.2,75.3,78.0,72.5,60.7,1,1,0,0,13,11.1,1,0,0,76.3,3,1,0,49,1,39,71,14,0,0,14,0,0,57,5,27,7,3,4,0,5,3,0,29,20,9.7
Quincy Riley,97539,CB,NO,1,0,0,55.6,0,0,20,0,0,54.8,61.3,78.2,,80.8,27.4,0,0,0,0,22,50.0,2,1,0,114.8,5,0,0,3,63,36,66,0,0,0,0,0,0,66,0,30,0,2,2,0,9,0,2,58,13,11.6
Tyrique Stevenson,97562,CB,CHI,1,1,0,80.0,0,0,6,0,0,39.1,36.8,78.0,60.0,38.4,30.0,0,0,0,0,51,27.3,3,0,0,158.3,4,0,0,3,48,37,54,0,0,0,0,0,0,54,1,16,3,1,7,0,5,0,2,77,20,19.3
Tyler Davis,97610,DI,LA,1,1,0,,0,0,26,0,0,60.0,31.1,0.0,59.7,38.2,70.8,0,0,0,0,,16.7,1,0,1,0.0,0,0,0,0,0,0,32,32,0,27,3,2,0,0,15,17,0,1,4,0,0,0,0,0,0,
Josh Wallace,97676,S,LA,1,0,0,,0,0,26,0,0,65.6,65.9,68.2,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,7,7,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,
Dorian Williams,97694,LB,BUF,1,5,0,100.0,0,0,4,0,0,63.1,76.0,74.1,,77.0,70.3,0,0,0,0,16,9.1,1,0,0,106.3,2,0,0,52,0,26,53,0,0,0,0,0,0,53,0,27,1,4,5,1,2,0,0,19,2,9.5
Ronnie Hickman Jr.,97702,S,CLV,1,4,0,100.0,0,0,8,0,0,30.1,41.2,74.4,,75.2,84.8,0,0,0,0,32,0.0,0,0,0,158.3,1,0,0,16,0,25,57,2,0,0,2,0,36,55,0,32,3,1,4,0,1,0,1,32,0,32.0
Omar Speights,97723,LB,LA,1,1,0,50.0,0,0,26,0,0,40.8,49.0,69.9,55.9,63.7,77.2,0,0,0,0,6,0.0,0,0,0,56.3,1,0,0,26,0,12,30,2,0,0,2,0,0,28,3,15,2,2,3,0,2,0,0,6,9,6.0
Javon Solomon,97821,ED,BUF,1,1,0,,0,0,4,0,0,63.2,65.2,71.8,59.1,62.5,69.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,4,8,8,0,0,8,0,0,0,1,3,0,0,0,0,0,0,0,0,0,
Martin Emerson Jr.,97872,CB,NO,1,0,0,100.0,0,0,20,0,0,67.9,68.3,72.1,,60.5,75.4,0,0,0,0,7,0.0,0,0,0,95.8,1,0,0,0,11,5,11,0,0,0,0,0,0,11,0,6,0,0,2,0,1,0,0,7,1,7.0
Tyler Nubin,97895,S,NYG,1,0,0,100.0,0,0,21,0,0,60.3,63.5,76.8,,67.0,81.8,0,0,0,0,12,0.0,0,0,0,116.7,1,0,0,13,0,41,58,4,0,0,4,0,36,54,0,17,5,0,3,0,1,0,0,12,0,12.0
Adetomiwa Adebawore,97934,DI,IND,1,0,0,,0,0,14,0,0,,62.9,74.2,76.3,49.1,66.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,18,18,0,11,0,7,0,0,9,9,0,1,1,0,0,0,0,0,0,
Marcus Harris,97937,DI,KC,1,0,0,100.0,0,0,16,0,0,59.5,57.2,70.4,60.0,60.3,67.3,0,0,0,0,6,0.0,0,0,0,91.7,1,0,0,0,0,1,5,5,1,4,0,0,0,0,1,3,0,0,1,0,1,0,0,6,4,6.0
Derick Hall,98130,ED,SEA,1,1,0,,0,0,29,0,0,61.6,49.6,0.0,55.8,56.8,73.3,0,1,0,0,,0.0,0,0,1,0.0,0,1,0,1,0,3,44,43,0,1,40,2,0,1,26,15,0,1,0,0,0,2,0,0,0,
Jordan Magee,98155,LB,WAS,1,1,0,,0,0,32,0,0,62.6,65.8,70.5,62.2,53.9,73.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,9,0,6,9,0,0,0,0,0,0,9,1,2,0,0,0,0,0,1,0,0,0,
DeWayne Carter,98175,DI,BUF,1,0,0,,0,0,4,0,0,,52.7,74.7,55.3,55.0,68.7,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,18,18,3,14,0,1,0,0,7,11,0,1,2,1,0,1,0,0,0,
Derek Stingley Jr.,98253,CB,HST,1,0,0,66.7,0,1,13,0,0,46.1,57.0,74.6,,84.5,79.0,0,0,0,0,38,0.0,0,0,0,104.9,4,0,0,17,39,37,57,1,0,0,1,0,0,56,0,20,0,0,4,0,6,0,0,68,9,17.0
Colby Wooden,98312,DI,NO,1,0,0,,0,0,20,0,0,,61.0,74.5,54.8,62.9,68.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,18,18,0,18,0,0,0,0,8,10,0,1,2,0,0,0,0,0,0,
George Karlaftis,98319,ED,KC,1,1,0,100.0,0,0,16,0,0,35.2,47.2,79.2,50.2,67.5,29.7,3,1,0,0,8,33.3,1,0,0,100.0,1,0,0,0,0,1,44,44,8,1,31,4,0,0,29,14,0,0,1,0,1,4,0,8,4,8.0
Darius Alexander,98333,DI,NYG,1,0,0,,0,0,21,0,0,,41.5,74.7,52.6,46.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,18,18,0,17,0,1,0,0,13,5,0,0,0,0,0,0,0,0,0,
Kayvon Thibodeaux,98444,ED,NYG,1,1,0,,0,0,21,0,0,61.4,41.5,76.5,48.2,43.7,72.3,1,2,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,2,27,27,0,2,16,9,0,0,19,6,0,0,1,0,0,3,0,0,0,
Cor'Dale Flott,98834,CB,TEN,1,0,0,100.0,0,0,31,0,0,58.5,61.0,76.7,,65.6,76.7,0,0,0,0,22,0.0,0,0,0,118.8,2,0,0,13,52,28,66,1,0,0,1,0,0,65,0,38,0,1,3,0,2,0,0,40,0,20.0
Jaylen McCollough,98845,S,LA,1,1,0,100.0,0,0,26,0,0,56.5,52.1,80.3,,52.2,81.9,0,0,0,0,9,0.0,0,0,0,100.0,2,0,0,6,0,26,39,0,0,0,0,0,32,39,0,13,1,0,2,0,2,0,0,16,5,8.0
Jordan Battle,98857,S,CIN,1,1,0,100.0,0,0,7,0,0,47.6,39.3,74.3,,39.0,57.3,0,0,0,0,30,14.3,1,0,0,118.8,4,0,0,13,1,38,56,0,0,0,0,0,34,56,0,18,8,1,5,0,4,0,0,52,31,13.0
DeMarcco Hellams,98863,S,ATL,1,0,0,,0,0,2,0,0,60.0,63.6,60.0,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Nehemiah Pritchett,98875,CB,SEA,1,1,0,60.0,0,0,29,0,0,81.3,81.0,77.7,,65.8,54.3,0,0,0,1,14,14.3,1,1,0,33.3,3,0,0,1,52,42,53,0,0,0,0,0,0,53,0,11,0,3,5,0,5,0,0,25,13,8.3
Byron Young,98923,DI,PHI,1,1,0,,0,0,24,0,0,,61.6,71.2,57.9,61.8,66.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,
Justin Eboigbe,98925,DI,LAC,1,1,0,,0,0,27,0,0,60.0,50.4,77.6,52.9,53.1,70.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,45,45,0,20,4,21,0,0,23,21,0,1,1,0,0,0,0,0,0,
Travon Walker,98940,ED,JAX,1,0,0,,0,0,15,0,0,60.6,69.1,77.8,67.7,59.9,70.8,1,4,0,0,,,0,0,0,0.0,0,2,0,0,0,2,34,34,0,7,23,4,0,0,25,7,0,1,0,0,0,7,0,0,0,
Darius Robinson,98946,DI,ARZ,1,0,0,,0,0,1,0,0,,58.5,74.8,69.5,49.0,,0,2,0,0,,,0,0,0,0.0,0,0,0,0,0,0,19,19,0,10,3,6,0,0,12,7,0,0,0,0,0,2,0,0,0,
Isaiah McGuire,98948,ED,CLV,1,0,0,,0,0,8,0,0,,55.7,79.6,42.0,67.9,29.9,0,1,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,37,37,0,2,34,1,0,0,16,21,0,2,2,0,0,1,0,0,0,
Henry To'oTo'o,98982,LB,HST,1,2,0,50.0,0,0,13,0,0,55.9,59.8,74.5,59.4,66.7,77.6,0,0,0,0,19,0.0,0,0,0,83.3,1,0,0,42,0,31,50,1,0,0,1,0,0,49,1,18,7,1,1,0,2,0,0,19,0,19.0
Nolan Smith,99014,ED,PHI,1,0,0,,0,0,24,0,0,61.4,57.1,78.3,57.7,55.2,72.0,0,6,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,3,47,47,0,0,46,1,0,0,25,19,0,2,2,0,0,6,0,0,0,
Jermaine Johnson,99015,ED,TEN,1,1,0,,0,0,31,0,0,62.1,66.0,76.9,52.9,70.5,72.8,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,41,41,0,0,40,1,0,0,17,23,0,0,1,0,0,1,0,0,0,
Nakobe Dean,99018,LB,LV,1,1,0,100.0,0,1,23,0,0,62.5,70.3,76.6,73.1,71.2,54.6,0,0,0,0,30,16.7,1,0,0,118.8,2,1,0,43,0,39,55,4,0,0,4,0,0,51,1,15,8,5,4,1,2,1,0,54,18,27.0
Sam Williams,99106,ED,CLV,1,2,0,,0,0,8,0,0,60.0,69.1,0.0,51.8,85.3,73.0,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,1,23,23,0,1,21,1,0,0,8,14,0,1,1,0,0,0,0,0,0,
T'Vondre Sweat,99321,DI,NYJ,1,1,0,,0,0,22,0,0,,52.0,74.2,52.8,57.4,67.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,15,15,5,8,0,2,0,0,11,4,0,0,0,0,0,1,0,0,0,
Dee Winters,99376,LB,DAL,1,1,0,100.0,0,0,9,0,0,51.6,43.2,75.9,,40.7,45.8,0,0,0,0,19,20.0,1,0,0,108.3,4,0,0,27,0,23,40,1,0,0,1,0,0,39,0,17,12,0,3,0,4,0,0,40,21,10.0
Tykee Smith,99500,S,TB,1,1,0,60.0,0,0,30,0,0,62.9,62.8,0.0,60.0,70.7,80.0,0,0,0,0,11,0.0,0,1,1,107.5,3,0,0,27,1,37,62,6,0,0,6,0,20,56,1,24,8,1,3,0,5,0,1,19,10,6.3
Darien Porter,99553,CB,LV,1,1,0,20.0,0,0,23,0,0,50.6,48.7,77.1,,46.1,29.6,0,0,0,0,12,33.3,1,0,0,39.6,1,0,0,4,40,30,45,0,0,0,0,0,0,45,0,15,1,0,1,0,5,0,0,12,14,12.0
Demetrius Knight Jr.,99728,LB,CIN,1,1,0,83.3,0,0,7,1,1,66.8,57.2,77.0,54.8,44.9,27.3,0,0,0,0,13,30.0,3,0,0,93.1,5,0,0,43,1,31,51,2,0,0,2,0,0,49,2,18,5,1,6,0,6,0,0,38,39,7.6
Jarvis Brownlee Jr.,99734,CB,NYJ,1,1,0,50.0,0,0,22,0,0,82.0,82.4,76.2,51.6,78.2,77.0,0,0,0,0,7,0.0,0,0,0,56.3,2,0,0,2,0,28,38,1,0,0,1,0,0,37,3,7,35,2,3,0,4,0,0,8,4,4.0
SirVocea Dennis,99767,LB,TB,1,0,0,,0,0,30,0,0,60.7,63.5,65.7,,60.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,5,0,2,5,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,
Ruke Orhorhoro,99768,DI,JAX,1,1,0,,0,0,15,0,0,60.0,53.8,74.0,53.7,57.0,67.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,18,18,0,14,0,4,0,0,9,8,0,0,0,0,0,1,0,0,0,
Renardo Green,99773,CB,SF,1,0,0,66.7,0,0,28,0,0,65.9,68.9,75.6,,71.1,76.8,0,0,0,1,13,0.0,0,0,1,50.0,2,0,0,14,47,33,61,0,0,0,0,0,0,61,0,28,0,1,3,0,3,0,0,23,9,11.5
Calijah Kancey,99822,DI,TB,1,0,0,,0,0,30,0,0,60.0,83.3,76.8,80.4,66.1,23.0,2,2,0,0,,100.0,1,0,0,0.0,0,0,0,1,0,1,40,39,1,23,1,14,0,1,26,13,0,0,0,0,0,4,0,0,0,
Brandon Dorlus,100452,DI,ATL,1,0,0,,0,0,2,0,0,,70.8,78.1,67.0,65.1,37.8,0,3,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,0,42,41,0,6,12,23,0,1,26,16,0,3,3,0,0,3,0,0,0,
Bralen Trice,100550,ED,ATL,1,0,0,100.0,0,0,2,0,0,63.4,60.1,74.3,55.0,59.2,29.3,0,0,0,0,10,50.0,1,0,0,108.3,1,0,0,0,0,2,14,12,0,0,12,0,0,2,4,8,2,0,1,0,1,0,0,10,5,10.0
Laiatu Latu,100551,ED,IND,1,1,0,100.0,0,0,14,0,0,43.2,56.4,79.1,56.6,63.4,55.4,0,4,0,0,10,25.0,2,0,0,108.3,1,0,0,0,0,2,57,57,0,1,56,0,0,0,27,28,0,2,5,0,1,4,0,10,10,10.0
Craig Woodson,100612,S,NE,1,0,0,,0,0,19,0,0,42.0,44.5,76.9,58.5,62.6,39.8,0,0,0,0,,28.6,2,0,0,0.0,0,0,0,18,4,27,50,3,0,0,3,0,22,47,1,22,3,3,5,0,0,0,0,0,0,
Sauce Gardner,100903,CB,IND,1,0,0,50.0,0,0,14,0,0,51.6,47.9,76.6,,41.6,44.4,0,0,0,0,12,50.0,1,0,0,68.8,1,0,0,13,49,33,68,1,0,0,1,0,0,67,0,35,5,0,1,0,2,0,0,12,1,12.0
Ja'Quan McMillian,100931,CB,DEN,1,0,0,80.0,0,0,10,0,0,67.5,54.3,73.9,,30.3,23.7,0,0,0,0,59,66.7,4,1,0,118.8,4,0,0,14,1,30,49,0,0,0,0,0,0,49,0,19,34,1,2,0,5,0,0,73,66,18.3
DJ Turner II,101376,CB,CIN,1,1,0,66.7,0,0,7,0,0,62.3,61.2,77.4,,54.5,79.2,0,0,0,0,17,0.0,0,0,0,86.8,2,0,0,6,48,38,56,0,0,0,0,0,0,56,0,18,2,1,3,0,3,0,0,21,21,10.5
Deonte Banks,101384,CB,NYG,1,0,0,57.1,0,0,21,0,0,48.9,46.0,77.7,,39.7,49.0,0,0,0,0,11,20.0,1,1,0,103.0,4,0,0,2,45,32,48,1,0,0,1,0,0,47,0,16,0,1,4,0,7,0,1,23,8,5.8
Devon Witherspoon,101388,CB,SEA,1,1,0,87.5,0,0,29,0,0,51.6,56.4,76.1,58.7,68.6,83.9,1,0,0,0,19,0.0,0,0,0,95.3,7,0,0,12,16,34,70,1,0,0,1,0,0,69,9,27,41,2,3,0,8,1,0,55,40,7.9
Dane Belton,101398,S,NYJ,1,1,0,100.0,0,0,22,0,0,67.7,70.7,73.9,,63.3,83.7,0,0,0,0,6,0.0,0,0,0,91.7,1,0,0,7,0,40,50,0,0,0,0,0,34,50,0,10,9,1,3,0,1,0,0,6,1,6.0
Leo Chenal,101463,LB,WAS,1,0,0,,0,0,32,0,0,66.1,55.0,72.0,68.2,40.6,31.5,0,0,0,0,,25.0,1,0,0,0.0,0,0,0,22,0,12,23,0,0,0,0,0,0,23,1,10,1,1,3,0,0,0,0,0,0,
Tommy Eichenberg,101488,LB,LV,1,0,0,,0,0,23,0,0,61.6,68.6,69.1,,64.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,7,0,3,8,1,0,0,1,0,0,7,0,5,0,0,0,0,0,0,0,0,0,
Jack Campbell,101515,LB,DET,1,3,0,100.0,0,0,11,0,0,57.6,56.2,79.6,47.8,62.3,81.8,0,0,0,0,19,0.0,0,0,0,149.3,6,0,0,80,0,56,90,2,0,0,2,0,0,88,11,23,8,3,5,1,6,0,1,62,6,10.3
Keeanu Benton,101536,DI,PIT,1,0,0,,0,0,25,0,0,,75.5,77.2,73.3,66.4,70.1,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,35,35,2,32,0,1,0,0,18,17,0,2,3,0,0,1,0,0,0,
Jaquan Brisker,101665,S,PIT,1,0,0,0.0,0,0,25,0,0,75.3,78.1,77.0,,65.3,66.9,0,0,0,1,,16.7,1,0,0,0.0,0,0,0,32,0,28,60,1,0,0,1,0,23,59,0,32,4,2,5,0,1,0,0,0,0,
Jared Verse,101912,ED,CLV,1,0,0,,0,0,8,0,0,,57.6,0.0,60.4,64.7,28.3,0,0,0,0,,25.0,1,0,1,0.0,0,0,0,0,0,0,37,37,0,3,34,0,0,0,16,21,0,1,3,1,0,0,0,0,0,
Kyle Hamilton,102684,S,BLT,1,2,0,100.0,0,0,3,0,0,66.8,75.2,74.6,84.8,67.4,63.2,1,1,0,0,7,14.3,1,0,0,85.4,2,0,0,23,1,28,54,5,0,0,5,0,5,49,7,19,20,0,4,0,2,2,0,9,4,4.5
Cam Hart,102955,CB,LAC,1,0,0,83.3,0,0,27,0,0,66.4,62.2,77.1,,41.9,79.8,0,0,0,0,33,0.0,0,1,0,115.3,5,0,0,7,56,38,63,0,0,0,0,0,0,63,0,25,0,2,6,0,6,0,0,70,13,14.0
Kei'Trel Clark,104163,CB,ARZ,1,0,0,0.0,0,0,1,0,0,74.8,74.6,71.9,,,,0,0,0,0,,,0,1,0,39.6,0,0,0,0,9,9,9,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,
