player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Carson Vinson,142734,T,BLT,1,100.0,0,3,74.2,71.0,69.0,0,0,2,100.0,100.0,100.0,0,0,0,7,0,0,0,7,2,2,0,0,5,7
Jimmy Horn Jr.,144483,WR,CAR,1,50.0,0,5,52.9,,59.0,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,14,0,7,0,0,7,0
Jahmyr Gibbs,122474,HB,DET,1,12.3,0,11,72.8,78.6,60.0,0,0,6,26.1,26.1,100.0,0,0,0,7,0,0,0,57,6,23,0,0,1,0
Jeremiyah Love,171090,HB,ARZ,1,18.8,0,1,60.6,51.2,60.0,1,0,3,16.7,16.7,83.3,0,1,0,6,0,0,0,32,3,18,0,0,3,0
Makai Lemon,174150,WR,PHI,1,17.1,0,24,54.9,,74.7,0,0,0,0.0,0.0,,0,0,0,6,0,0,0,35,0,29,0,0,6,0
Wan'Dale Robinson,101735,WR,TEN,1,14.6,0,31,67.8,,31.6,0,0,0,0.0,0.0,,0,0,0,6,0,0,0,41,0,35,0,0,6,0
Kyle Monangai,129891,HB,CHI,1,18.8,0,6,74.1,46.2,60.0,0,0,5,25.0,23.8,100.0,0,0,0,6,0,0,0,32,5,21,0,0,1,3
Troy Franklin,146567,WR,DEN,1,35.3,0,10,44.7,,60.2,0,0,0,0.0,0.0,,1,0,0,6,0,0,0,17,0,10,0,0,6,0
Calvin Ridley,48262,WR,TEN,1,18.8,0,31,50.3,,54.4,0,0,0,0.0,0.0,,0,0,0,6,0,0,0,32,0,26,0,0,6,0
Xavier Smith,102585,WR,LA,1,37.5,0,26,51.0,,53.4,0,0,0,0.0,0.0,,0,0,0,6,0,0,0,16,0,10,0,0,6,1
Rachaad White,131633,HB,WAS,1,20.7,0,32,55.3,66.0,60.0,0,0,5,26.3,23.8,100.0,0,0,0,6,0,0,0,29,5,21,0,0,1,0
Jaylin Noel,125155,WR,HST,1,25.0,0,13,69.3,,59.1,0,0,0,0.0,0.0,,0,0,0,6,0,0,0,24,0,18,0,0,6,0
Cody White,61448,WR,LV,1,54.5,0,23,55.2,,59.5,0,0,0,0.0,0.0,,0,0,0,6,0,0,0,11,0,5,0,0,6,0
Samaje Perine,11869,HB,CIN,1,33.3,0,7,66.6,26.0,60.0,0,0,3,30.0,30.0,100.0,0,0,0,6,0,0,0,18,3,10,0,0,3,0
Marlin Klein,162818,TE,HST,1,66.7,0,13,72.4,,51.7,0,0,0,0.0,0.0,,0,0,0,6,0,0,0,9,0,3,0,0,6,8
Payne Durham,84037,TE,TB,1,85.7,0,30,72.2,72.9,70.3,0,0,1,100.0,66.7,100.0,0,0,0,6,0,0,0,7,2,3,0,0,4,7
LaJohntay Wester,123616,WR,BLT,1,30.0,0,3,55.9,,58.6,0,0,0,0.0,0.0,,0,0,0,6,0,0,0,20,0,14,0,0,6,0
Brian Thomas Jr.,146760,WR,JAX,1,30.0,0,15,71.9,,59.7,0,0,0,0.0,0.0,,0,0,0,6,0,0,0,20,0,14,0,0,6,0
Braelon Allen,145159,HB,NYJ,1,22.2,0,22,70.8,78.1,60.0,0,0,2,16.7,23.1,100.0,0,0,0,6,0,0,0,27,3,13,0,0,3,0
Jerry Jeudy,61103,WR,CLV,1,18.8,0,8,59.0,,58.0,0,0,0,0.0,0.0,,0,0,0,6,0,0,0,32,0,26,0,0,6,0
CJ Donaldson,157372,HB,NO,1,40.0,0,20,66.4,36.4,60.0,0,1,4,36.4,41.7,87.5,0,1,0,6,0,0,0,15,5,12,0,0,1,2
RJ Harvey,99622,HB,DEN,1,23.1,0,10,59.9,12.5,60.0,0,3,4,20.0,20.0,62.5,0,3,0,6,0,0,0,26,4,20,0,0,2,0
Colbie Young,162739,WR,CIN,1,66.7,0,7,53.7,,55.4,0,0,0,0.0,0.0,,0,0,0,6,0,0,0,9,0,3,0,0,6,2
Kayshon Boutte,124087,WR,HST,1,16.7,0,13,56.8,,52.9,0,0,0,0.0,0.0,,0,0,0,6,0,0,0,36,0,30,0,0,6,0
Javonte Williams,77803,HB,DAL,1,14.6,0,9,78.9,79.8,60.0,0,0,5,20.0,18.5,100.0,1,0,0,6,0,0,0,41,5,27,0,0,1,0
Luke Schoonmaker,84005,TE,DAL,1,46.2,0,9,57.1,70.2,39.5,0,0,1,16.7,12.5,100.0,1,0,0,6,0,0,0,13,1,8,0,0,5,10
Deebo Samuel,48274,WR,SF,1,22.2,0,28,69.6,,59.6,0,0,0,0.0,0.0,,0,0,0,6,0,0,0,27,0,20,0,0,6,0
Stetson Bennett,60387,QB,LA,1,60.0,0,26,58.6,,60.0,0,0,0,0.0,0.0,,0,0,0,6,0,0,0,10,0,4,0,0,6,0
Brevyn Spann-Ford,84006,TE,DAL,1,38.5,0,9,56.3,70.2,57.0,0,0,1,11.1,11.1,100.0,0,0,0,5,0,0,0,13,1,9,0,0,4,5
Simi Fehoko,84424,WR,ARZ,1,83.3,0,1,69.6,,66.7,0,0,0,0.0,0.0,,0,0,0,5,0,0,0,6,0,1,0,0,5,0
Brycen Tremayne,84425,WR,CAR,1,41.7,0,5,54.6,,60.8,0,0,0,0.0,0.0,,0,0,0,5,0,0,0,12,0,7,0,0,5,0
Kyren Williams,97118,HB,LA,1,12.8,0,26,65.5,19.3,60.0,1,0,3,13.0,11.5,83.3,0,1,0,5,0,0,0,39,3,26,0,0,2,1
Treyton Welch,98097,TE,NO,1,50.0,0,20,51.5,39.1,60.3,0,1,2,28.6,28.6,75.0,0,1,0,5,0,0,0,10,2,7,0,0,3,8
Nick Muse,61079,TE,ATL,1,100.0,0,2,54.3,70.2,54.0,0,0,1,100.0,100.0,100.0,0,0,0,5,0,0,0,5,1,1,0,0,4,4
Kenny Pickett,60515,QB,CAR,1,71.4,0,5,68.9,,60.0,0,0,0,0.0,0.0,,0,0,0,5,0,0,0,7,0,2,0,0,5,0
Jacory Croskey-Merritt,102382,HB,WAS,1,14.7,0,32,46.3,26.3,60.0,0,0,3,18.8,23.5,100.0,1,0,0,5,0,0,0,34,4,17,0,0,1,0
Frank Gore Jr.,121457,HB,BUF,1,50.0,0,4,59.5,83.4,60.0,0,0,4,50.0,50.0,100.0,0,0,0,5,0,0,0,10,4,8,0,0,1,1
Tez Johnson,123709,WR,TB,1,38.5,0,30,41.1,,58.5,0,0,0,0.0,0.0,,0,0,0,5,0,0,0,13,0,7,0,0,5,0
David Montgomery,45719,HB,HST,1,12.8,0,13,72.6,78.4,,0,0,3,17.6,26.3,100.0,1,0,0,5,0,0,0,39,5,19,0,0,0,0
Drew Ogletree,138351,TE,IND,1,83.3,0,14,29.4,66.3,56.1,0,0,1,50.0,50.0,100.0,0,0,0,5,0,0,0,6,1,2,0,0,4,5
Adam Prentice,35639,FB,DEN,1,83.3,0,10,68.8,78.7,65.8,0,0,1,50.0,66.7,100.0,0,0,0,5,0,0,0,6,2,3,0,0,3,0
Konata Mumpfield,145598,WR,LA,1,31.3,0,26,53.1,,60.0,0,0,0,0.0,0.0,,0,0,0,5,0,0,0,16,0,11,0,0,5,0
Elic Ayomanor,157263,WR,TEN,1,19.2,0,31,59.3,,60.7,0,0,0,0.0,0.0,,0,0,0,5,0,0,0,26,0,21,0,0,5,0
Darren Waller,9637,TE,CAR,1,20.8,0,5,78.5,68.4,59.9,0,0,1,5.3,5.0,100.0,1,0,0,5,0,0,0,24,1,20,0,0,4,7
Michael Burton,9601,FB,CLV,1,83.3,0,8,57.8,73.2,54.0,0,0,2,66.7,66.7,100.0,0,0,0,5,0,0,0,6,2,3,0,0,3,0
Odell Beckham Jr.,8647,WR,NYG,1,45.5,0,21,54.0,,60.9,0,0,0,0.0,0.0,,0,0,0,5,0,0,0,11,0,6,0,0,5,0
Tank Bigsby,123974,HB,PHI,1,66.7,0,24,55.8,46.2,60.0,0,1,2,66.7,66.7,75.0,0,1,0,4,0,0,0,6,2,3,0,0,2,0
Kyler Murray,38334,QB,MIN,1,36.4,0,18,35.2,,60.0,0,0,0,0.0,0.0,,0,0,0,4,0,0,0,11,0,7,0,0,4,0
De'Von Achane,124305,HB,MIA,1,8.5,0,17,70.2,13.9,,0,1,4,12.1,11.4,62.5,0,2,1,4,0,0,0,47,4,35,0,0,0,0
Darius Cooper,136866,WR,PHI,1,50.0,0,24,46.0,,32.6,0,0,0,0.0,0.0,,0,0,0,4,0,0,0,8,0,4,0,0,4,0
Kyle Williams,128374,WR,NE,1,33.3,0,19,54.3,,60.0,0,0,0,0.0,0.0,,0,0,0,4,0,0,0,12,0,8,0,0,4,0
Chris Myarick,47358,TE,LV,1,80.0,0,23,58.6,,60.1,0,0,0,0.0,0.0,,0,0,0,4,0,0,0,5,0,1,0,0,4,4
Bhayshul Tuten,150568,HB,JAX,1,14.3,0,15,87.2,78.7,60.0,0,0,3,27.3,27.3,100.0,0,0,0,4,0,0,0,28,3,11,0,0,1,0
Mike Gesicki,47153,TE,CIN,1,19.0,0,7,90.1,,60.5,0,0,0,0.0,0.0,,0,0,0,4,0,0,0,21,0,17,0,0,4,0
Ashton Dulin,91479,WR,IND,1,40.0,0,14,56.5,,60.0,0,0,0,0.0,0.0,,0,0,0,4,0,0,0,10,0,6,0,0,4,0
Hunter Nourzad,91674,G,KC,1,100.0,0,16,70.7,,67.1,0,0,0,,,,0,0,0,4,0,0,0,4,0,0,0,0,4,4
Dylan Laube,88664,HB,LV,1,40.0,0,23,59.7,75.0,60.0,0,0,1,16.7,14.3,100.0,0,0,0,4,0,0,0,10,1,7,0,0,3,0
Kenneth Walker III,97199,HB,KC,1,8.5,0,16,86.8,73.1,60.0,0,0,1,5.0,4.8,100.0,0,0,0,4,0,0,0,47,1,21,0,0,3,1
Barion Brown,163779,WR,NO,1,57.1,0,20,50.6,,59.2,0,0,0,0.0,0.0,,0,0,0,4,0,0,0,7,0,2,0,0,4,0
Anthony Belton,143985,T,GB,1,100.0,0,12,58.4,69.0,57.5,0,0,2,100.0,100.0,100.0,0,0,0,4,0,0,0,4,2,2,0,0,2,4
Jonathan Mingo,97774,WR,DAL,1,36.4,0,9,69.7,,60.3,0,0,0,0.0,0.0,,0,0,0,4,0,0,0,11,0,7,0,0,4,0
Khyiris Tonga,52000,DI,KC,1,100.0,0,16,58.2,,58.1,0,0,0,,,,0,0,0,4,0,0,0,4,0,0,0,0,4,0
Christian McCaffrey,11763,HB,SF,1,11.1,0,28,61.7,69.2,32.5,0,0,1,4.5,4.3,100.0,0,0,0,4,0,0,0,36,1,23,0,0,3,0
Nick Mullens,12282,QB,JAX,1,57.1,0,15,61.6,,60.0,0,0,0,,,,0,0,0,4,0,0,0,7,0,0,0,0,4,0
Elijah Arroyo,143933,TE,SEA,1,36.4,0,29,53.6,,60.4,0,0,0,0.0,0.0,,0,0,0,4,0,0,0,11,0,7,0,0,4,9
Jalen Ramsey,10639,S,PIT,1,100.0,0,25,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Hayden Conner,144723,G,ARZ,1,100.0,0,1,60.0,,60.0,0,0,0,,,,0,0,0,3,0,3,0,3,0,0,0,0,3,0
Mike Washington Jr.,145672,HB,LV,1,23.1,0,23,62.8,75.8,,0,0,3,50.0,50.0,100.0,0,0,0,3,0,0,0,13,3,6,0,0,0,0
Jonathon Brooks,144721,HB,CAR,1,23.1,0,5,87.3,78.2,,0,0,3,37.5,37.5,100.0,0,0,0,3,0,0,0,13,3,8,0,0,0,0
Feleipe Franks,40217,TE,CAR,1,60.0,0,5,50.5,,54.7,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,5,0,2,0,0,3,4
Keleki Latu,146291,TE,BUF,1,75.0,0,4,58.7,66.2,60.0,0,0,0,0.0,50.0,,0,0,0,3,0,0,0,4,1,2,0,0,2,2
Oronde Gadsden II,144046,TE,LAC,1,30.0,0,27,64.4,,40.1,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,10,0,7,0,0,3,1
Dohnte Meyers,143800,WR,CIN,1,30.0,0,7,74.6,,60.0,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,10,0,6,0,0,3,0
Josh Cuevas,147570,TE,BLT,1,50.0,0,3,55.6,,60.0,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,6,0,3,0,0,3,1
Omar Cooper Jr.,156395,WR,NYJ,1,60.0,0,22,91.9,,59.9,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,5,0,2,0,0,3,0
Myles Price,123155,WR,MIN,1,100.0,0,18,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Jadarian Price,156985,HB,SEA,1,12.5,0,29,67.0,73.8,,0,0,3,21.4,21.4,100.0,0,0,0,3,0,0,0,24,3,14,0,0,0,0
Marvin Mims Jr.,122937,WR,DEN,1,33.3,0,10,54.5,,55.7,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,9,0,6,0,0,3,0
Jalen Brooks,111284,WR,ARZ,1,75.0,0,1,59.6,,60.0,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,4,0,1,0,0,3,0
Ollie Gordon II,157792,HB,MIA,1,75.0,0,17,63.9,65.8,60.0,0,0,1,50.0,50.0,100.0,0,0,0,3,0,0,0,4,1,2,0,0,2,0
Sione Vaki,158505,HB,DET,1,13.6,0,11,56.8,60.3,,0,0,3,15.0,15.0,100.0,0,0,0,3,0,0,0,22,3,20,0,0,0,0
Jonah Coleman,158717,HB,DEN,1,100.0,0,10,60.0,70.4,60.0,0,0,1,100.0,100.0,100.0,0,0,0,3,0,0,0,3,1,1,0,0,2,0
Brian Robinson,57120,HB,ATL,1,20.0,0,2,70.4,78.0,60.0,0,0,2,50.0,40.0,100.0,0,0,0,3,0,0,0,15,2,5,0,0,1,0
J.K. Dobbins,57366,HB,DEN,1,13.6,0,10,55.0,13.2,,0,1,3,27.3,23.1,83.3,0,1,0,3,0,0,0,22,3,13,0,0,0,0
Eli Heidenreich,162554,HB,PIT,1,100.0,0,25,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Jake Tonges,60864,TE,SF,1,37.5,0,28,53.4,67.1,60.2,0,0,1,16.7,16.7,100.0,0,0,0,3,0,0,0,8,1,6,0,0,2,8
Ben VanSumeren,82523,FB,KC,1,100.0,0,16,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,3
Drew Shelton,164186,T,DAL,1,100.0,0,9,50.2,,50.9,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,3
Kameron Johnson,165866,WR,TB,1,60.0,0,30,57.2,,59.2,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,5,0,2,0,0,3,0
Bam Knight,97432,HB,ARZ,1,100.0,0,1,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Joshua Ezeudu,77355,T,KC,1,100.0,0,16,66.2,,66.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,1,3,2
Tai Felton,144886,WR,MIN,1,100.0,0,18,60.0,,60.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,0
Bucky Irving,144970,HB,TB,1,8.6,0,30,74.1,75.0,,0,0,3,12.5,12.0,100.0,0,0,0,3,0,0,0,35,3,25,0,0,0,0
DeeJay Dallas,55632,HB,MIN,1,33.3,0,18,62.5,76.2,,0,0,2,33.3,33.3,100.0,0,0,0,2,0,0,0,6,2,6,0,0,0,0
Seth McGowan,122936,HB,IND,1,33.3,0,14,56.1,22.3,,1,0,2,33.3,33.3,25.0,0,2,1,2,0,0,0,6,2,6,0,0,0,0
Raheim Sanders,146626,HB,CLV,1,11.1,0,8,59.1,68.5,60.0,0,0,1,7.1,6.3,100.0,0,0,0,2,0,0,0,18,1,16,0,0,1,0
Joshua Palmer,62979,WR,BUF,1,11.1,0,4,70.8,,59.3,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,18,0,16,0,0,2,1
Bijan Robinson,123126,HB,ATL,1,4.3,0,2,76.4,73.0,60.0,0,0,1,4.5,4.3,100.0,0,0,0,2,0,0,0,46,1,23,0,0,1,0
Tanner Hudson,66924,TE,CIN,1,33.3,0,7,56.4,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,6,0,4,0,0,2,2
Devin Singletary,40485,HB,NYG,1,8.0,0,21,57.0,77.4,,0,0,2,10.5,10.5,100.0,0,0,0,2,0,0,0,25,2,19,0,0,0,0
Beaux Limmer,99067,G,LA,1,100.0,0,26,59.9,,59.7,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,2,0,2,0
Bo Melton,61610,WR,GB,1,25.0,0,12,71.6,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,8,0,6,0,0,2,0
Mike Jerrell,183057,T,ATL,1,100.0,0,2,59.7,,57.3,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,2
Sam Darnold,29048,QB,SEA,1,40.0,0,29,62.3,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,5,0,3,0,0,2,0
Kaytron Allen,164158,HB,WAS,1,28.6,0,32,60.6,78.5,,0,0,2,66.7,66.7,100.0,0,0,0,2,0,0,0,7,2,3,0,0,0,0
Greg Van Roten,7746,G,NE,1,100.0,0,19,60.0,8.1,,0,0,2,100.0,100.0,100.0,0,0,0,2,0,0,0,2,2,2,0,0,0,2
Kaelon Black,138448,HB,SF,1,7.1,0,28,57.2,66.3,60.0,0,0,1,7.7,7.7,100.0,0,0,0,2,0,0,0,28,1,13,0,0,1,1
Cooper DeJean,144867,CB,PHI,1,100.0,1,24,60.0,,60.0,0,0,0,,,,2,0,0,2,0,0,0,2,0,0,0,0,2,0
Malik Benson,169698,WR,LV,1,28.6,0,23,53.3,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,7,0,4,0,0,2,0
Ray Davis,101072,HB,BUF,1,20.0,0,4,56.3,,60.0,0,0,0,0.0,0.0,,0,0,0,1,0,0,0,5,0,3,0,0,1,0
Jacob Cowing,100894,WR,SF,1,20.0,0,28,44.6,,30.9,0,0,0,0.0,0.0,,0,0,0,1,0,0,0,5,0,4,0,0,1,0
Will Shipley,144138,HB,PHI,1,10.0,0,24,61.3,73.1,,0,0,1,12.5,12.5,100.0,0,0,0,1,0,0,0,10,1,8,0,0,0,0
KaVontae Turpin,47658,WR,DAL,1,12.5,0,9,70.3,,60.0,0,0,0,0.0,0.0,,0,0,0,1,0,0,0,8,0,7,0,0,1,0
Derrick Harmon,144962,DI,PIT,1,100.0,0,25,60.0,63.8,,0,0,1,100.0,100.0,100.0,1,0,0,1,0,0,0,1,1,1,0,0,0,0
Caedan Wallace,98427,G,MIA,1,100.0,0,17,60.0,,57.5,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,1
Arian Smith,124039,WR,NYJ,1,50.0,0,22,29.3,,60.0,0,0,0,0.0,0.0,,0,0,0,1,0,0,0,2,0,1,0,0,1,0
Christian Kuntz,20035,LS,PIT,1,100.0,0,25,60.0,63.8,,0,0,1,100.0,100.0,100.0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
Robert Tonyan,12193,TE,PIT,1,50.0,0,25,59.2,67.6,,0,0,1,100.0,50.0,100.0,0,0,0,1,0,0,0,2,1,2,0,0,0,1
Tahj Brooks,123133,HB,CIN,1,50.0,0,7,60.0,72.4,,0,0,1,100.0,50.0,100.0,0,0,0,1,0,0,0,2,1,2,0,0,0,0
Kevin Austin Jr.,84345,WR,NO,1,20.0,0,20,54.3,,60.0,0,0,0,0.0,0.0,,0,0,0,1,0,0,0,5,0,4,0,0,1,0
Brenen Thompson,163865,WR,LAC,1,10.0,0,27,53.9,,60.0,0,0,0,0.0,0.0,,0,0,0,1,0,0,0,10,0,9,0,0,1,0
Keaton Mitchell,123826,HB,LAC,1,5.9,0,27,57.0,73.0,,0,0,1,8.3,7.7,100.0,0,0,0,1,0,0,0,17,1,13,0,0,0,0
Aaron Stinnie,28653,G,NYG,1,100.0,0,21,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Zak Zinter,129605,G,CLV,1,100.0,0,8,60.0,68.7,,0,0,1,100.0,100.0,100.0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
Kimani Vidal,123727,HB,LAC,1,25.0,0,27,58.1,71.8,,0,0,1,25.0,25.0,100.0,0,0,0,1,0,0,0,4,1,4,0,0,0,0
Luke Tenuta,77367,T,IND,1,100.0,0,14,60.0,68.3,,0,0,1,100.0,100.0,100.0,0,0,0,1,0,0,0,1,1,1,0,0,0,1
Blake Corum,129574,HB,LA,1,7.1,0,26,70.8,68.8,,0,0,1,33.3,25.0,100.0,0,0,0,1,0,0,0,14,1,4,0,0,0,0
Ryan McCollum,41974,C,PIT,1,100.0,0,25,60.0,63.8,,0,0,1,100.0,100.0,100.0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
Andrew Wylie,12333,G,WAS,1,100.0,0,32,60.0,,56.3,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,1
Chris Boswell,8990,K,PIT,1,100.0,0,25,60.0,63.8,,0,0,1,100.0,100.0,100.0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
Jacob Bayer,150349,C,CIN,1,100.0,0,7,60.0,,64.4,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,1
Chimere Dike,129918,WR,TEN,1,25.0,0,31,59.3,,60.0,0,0,0,0.0,0.0,,0,0,0,1,0,0,0,4,0,3,0,0,1,0
Corey Kiner,86392,HB,NE,1,12.5,0,19,50.5,69.4,,0,0,1,50.0,50.0,100.0,0,0,0,1,0,0,0,8,1,2,0,0,0,0
Yahya Black,129460,DI,PIT,1,100.0,0,25,60.0,63.8,,0,0,1,100.0,100.0,100.0,1,0,0,1,0,0,0,1,1,1,0,0,0,0
E.J. Jenkins,109834,TE,PHI,1,100.0,0,24,60.0,70.6,,0,0,1,100.0,100.0,100.0,0,0,0,1,0,0,0,1,1,1,0,0,0,1
Tylan Grable,109425,T,BUF,1,100.0,0,4,60.0,72.2,,0,0,1,100.0,100.0,100.0,0,0,0,1,0,0,0,1,1,1,0,0,0,1
Josh Jones,26634,T,SEA,1,100.0,0,29,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,1
Brock Hoffman,54535,C,PIT,1,100.0,0,25,60.0,63.8,,0,0,1,100.0,100.0,100.0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
Skyy Moore,97116,WR,GB,1,25.0,0,12,54.6,,60.0,0,0,0,0.0,0.0,,0,0,0,1,0,0,0,4,0,3,0,0,1,0
Mike Caliendo,41446,G,KC,1,100.0,0,16,60.0,,59.6,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,1
Max Iheanachor,171881,T,PIT,1,100.0,0,25,60.0,66.5,,0,0,1,100.0,100.0,100.0,0,0,0,1,0,0,0,1,1,1,0,1,0,0
Ko Kieft,41372,TE,TB,1,100.0,0,30,60.0,67.2,,0,0,0,,100.0,,0,0,0,1,0,0,0,1,1,1,0,0,0,1
Pat Surtain II,83119,CB,DEN,1,100.0,0,10,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
