player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Zeek Biggers,143903,DI,MIA,1,2,3.0,0,0,17,,74.9,77.8,69.1,68.8,70.4,0.0,0,0,19,19,5.3,1,1
Kamren Kinchens,143946,S,LA,1,3,14.0,0,0,26,36.4,41.0,74.0,,75.0,84.8,0.0,0,0,20,20,0.0,0,1
Leonard Taylor III,143953,DI,NE,1,0,,0,0,19,,29.8,71.0,59.2,37.2,,,0,0,5,5,0.0,0,0
James Williams,143955,LB,TEN,1,0,3.5,0,0,31,55.6,32.5,69.3,,33.8,31.7,33.3,1,0,21,22,0.0,0,2
Barrett Carter,144109,LB,CIN,1,1,4.0,0,0,7,81.2,80.5,76.8,68.8,58.9,35.6,25.0,1,0,16,18,6.3,1,2
Andrew Mukuba,144129,S,PHI,1,1,,0,0,24,60.9,63.7,80.7,,65.4,79.3,0.0,0,0,29,29,0.0,0,0
Nate Wiggins,144143,CB,BLT,1,0,12.5,0,0,3,64.1,58.1,77.1,,35.2,78.1,0.0,0,0,19,19,5.3,1,2
Caleb Banks,144146,DI,MIN,1,0,,0,0,18,,33.7,74.4,54.2,37.8,,,0,0,6,6,0.0,0,0
Ashton Gillotte,144154,ED,KC,1,0,7.0,0,0,16,60.0,65.1,76.5,60.8,63.2,73.2,0.0,0,0,4,6,0.0,0,1
Rayuan Lane III,144326,S,JAX,1,0,,0,0,15,61.1,62.4,73.8,,60.0,,,0,0,3,3,0.0,0,0
Keith Cooper Jr.,144409,DI,MIA,1,0,,0,0,17,,75.3,73.8,67.8,68.3,,,0,0,10,10,0.0,0,0
Malachi Lawrence,144461,ED,DAL,1,1,6.3,0,0,9,41.7,34.8,75.8,64.5,37.2,26.4,16.7,1,0,17,17,5.9,1,4
Danny Stutsman,144632,LB,NO,1,3,,0,0,20,65.3,63.7,72.1,,58.5,37.4,0.0,0,0,11,12,0.0,0,0
Kendal Daniels,144668,LB,ATL,1,0,2.0,0,0,2,67.6,70.5,77.2,58.2,66.5,27.6,50.0,1,0,20,20,5.0,1,1
Michael Taaffe,144732,S,MIA,1,1,4.0,0,0,17,50.6,55.0,75.9,,68.9,80.5,0.0,0,0,25,25,4.0,1,1
Barryn Sorrell,144739,ED,GB,1,0,5.0,1,0,12,60.0,52.4,0.0,71.9,49.9,72.3,0.0,0,1,23,23,8.7,2,2
Cooper DeJean,144867,CB,PHI,1,1,3.0,1,0,24,29.2,37.6,76.0,85.1,67.8,60.0,0.0,0,2,29,29,0.0,0,1
Dante Trader Jr.,144900,S,MIA,1,0,10.3,0,0,17,92.3,91.8,74.5,,54.0,36.4,25.0,1,0,18,18,0.0,0,3
Chop Robinson,144901,ED,MIA,1,0,3.0,0,0,17,60.0,60.3,80.2,55.8,61.3,69.2,0.0,0,0,23,23,4.3,1,1
Darrell Jackson Jr.,144910,DI,NYJ,1,0,1.0,0,0,22,,64.7,72.8,54.5,66.2,67.3,0.0,0,0,3,3,33.3,1,1
Derrick Harmon,144962,DI,PIT,1,0,2.0,0,0,25,,53.8,0.0,52.6,66.9,70.1,0.0,0,1,15,16,20.0,3,3
Justin Walley,144980,CB,IND,1,0,,0,0,14,40.7,43.5,74.6,56.8,64.4,81.0,,0,0,14,14,0.0,0,0
Austin Booker,144990,ED,CHI,1,0,6.0,0,0,6,61.5,54.5,78.7,53.9,56.5,71.2,0.0,0,0,8,9,12.5,1,1
Denzel Burke,145070,CB,ARZ,1,0,,0,0,1,41.3,43.7,75.2,,61.7,77.6,,0,1,9,9,0.0,0,0
Jack Sawyer,145071,ED,PIT,1,2,1.0,0,0,25,,53.9,75.5,53.0,56.9,73.6,0.0,0,0,16,17,6.3,1,1
JT Tuimoloau,145074,ED,IND,1,0,1.0,0,0,14,60.7,54.1,75.8,60.7,50.7,28.8,50.0,1,0,12,12,8.3,1,1
Michael Hall Jr.,145076,DI,CLV,1,0,0.0,0,0,8,,30.1,76.4,52.3,29.9,67.3,0.0,0,0,15,15,6.7,1,1
Tyleik Williams,145080,DI,DET,1,2,2.0,0,0,11,59.5,76.9,76.4,76.4,68.3,70.1,0.0,0,0,11,11,9.1,1,1
Jordan van den Berg,145085,DI,CHI,1,0,,0,0,6,60.0,39.3,75.1,54.3,50.1,26.3,,0,0,7,10,0.0,0,0
Kalen King,145096,CB,ARZ,1,0,,0,0,1,65.3,65.8,68.8,,60.0,73.0,,0,0,1,1,0.0,0,0
Cashius Howell,145655,ED,CIN,1,0,,0,0,7,60.0,55.3,75.5,60.8,65.2,,,0,0,9,9,0.0,0,0
Thomas Incoom,145694,ED,CAR,1,0,5.0,0,0,5,,57.6,68.9,54.9,60.7,70.5,0.0,0,0,1,1,100.0,1,1
Oluwafemi Oladejo,146302,ED,TEN,1,0,0.5,0,0,31,69.1,89.3,76.9,60.8,78.9,73.1,0.0,0,0,14,15,14.3,2,2
Kaleb Elarms-Orr,146306,LB,BUF,1,0,,0,0,4,30.3,30.2,69.4,55.9,60.0,74.2,,0,0,2,2,0.0,0,0
Skyler Thomas,146351,S,CHI,1,0,,0,0,6,60.0,63.3,69.0,,60.0,,,0,0,0,2,,0,0
Carson Schwesinger,146401,LB,CLV,1,3,4.8,0,0,8,51.7,52.2,76.0,55.8,57.5,52.3,18.2,2,0,31,32,6.5,2,6
Calen Bullock,146424,S,HST,1,0,10.0,0,0,13,64.7,69.0,75.6,,67.0,59.9,0.0,0,0,19,19,0.0,0,2
Cole Bishop,146454,S,BUF,1,0,8.5,0,0,4,67.6,71.0,74.8,67.4,65.4,58.0,0.0,0,0,31,31,0.0,0,2
Jonah Elliss,146458,ED,DEN,1,0,2.0,0,0,10,49.6,57.2,77.7,60.2,60.1,28.5,0.0,0,0,19,19,5.3,1,1
Jaden Hicks,146512,S,KC,1,0,4.0,0,0,16,60.4,61.6,76.6,55.7,63.8,80.8,0.0,0,0,14,16,7.1,1,1
Jeffrey Bassa,146552,LB,KC,1,0,,0,0,16,60.0,81.8,69.0,70.1,60.0,,,0,0,1,1,0.0,0,0
Kool-Aid McKinstry,146602,CB,NO,1,3,11.0,0,0,20,60.2,64.4,78.3,,72.8,81.0,0.0,0,0,32,36,0.0,0,1
Dallas Turner,146604,ED,MIN,1,0,1.0,0,0,18,61.5,89.5,78.7,90.4,64.0,72.4,0.0,0,0,17,18,5.9,1,1
Lee Hunter,146676,DI,CAR,1,0,3.6,0,0,5,60.0,60.5,77.0,80.7,54.1,43.2,0.0,0,0,18,18,22.2,4,5
Jason Marshall Jr.,146704,CB,MIA,1,1,-1.0,0,0,17,60.7,65.6,77.0,,75.4,78.1,0.0,0,0,32,32,3.1,1,1
Javon Bullard,146726,S,GB,1,0,,0,0,12,64.8,57.9,0.0,59.7,61.5,79.4,,0,2,10,10,0.0,0,0
Kamari Lassiter,146727,CB,HST,1,0,-2.0,1,0,13,34.9,42.8,76.9,,78.7,27.3,0.0,0,2,20,20,5.0,1,1
Tyrion Ingram-Dawkins,146730,DI,MIN,1,0,-2.0,0,0,18,60.0,72.0,78.1,58.7,89.7,69.2,0.0,0,0,12,13,16.7,2,2
Maxwell Hairston,146746,CB,BUF,1,0,3.0,0,0,4,60.1,55.5,77.4,,42.1,27.4,50.0,1,0,26,26,0.0,0,1
Maason Smith,146774,DI,ATL,1,0,,0,0,2,,65.8,80.4,85.0,33.5,67.3,,0,0,13,13,0.0,0,0
Sai'vion Jones,146782,DI,DEN,1,0,3.0,0,0,10,,54.0,73.9,57.5,55.6,67.4,0.0,0,0,12,13,0.0,0,1
Landon Jackson,146784,ED,BUF,1,0,2.5,0,0,4,,33.9,75.7,61.0,34.3,69.2,0.0,0,0,21,21,4.8,1,2
Nick Barrett,146926,DI,LAC,1,0,,0,0,27,,27.5,70.9,,29.9,,,0,0,8,8,0.0,0,0
Byron Young,146932,ED,LA,1,0,,0,0,26,64.5,58.0,77.8,57.4,55.0,28.8,100.0,1,0,19,19,0.0,0,0
Albert Regis,147009,DI,JAX,1,0,3.0,0,0,15,,51.9,73.5,55.7,55.1,66.8,0.0,0,0,5,5,0.0,0,1
Josaiah Stewart,147092,ED,LA,1,1,2.0,0,0,26,80.6,71.0,75.8,60.3,58.7,76.9,0.0,0,0,15,15,6.7,1,1
Caleb Ransaw,147264,S,JAX,1,0,9.0,0,0,15,56.4,58.8,74.2,57.3,66.0,85.3,0.0,0,0,10,10,0.0,0,2
Mike Green,151084,ED,BLT,1,0,,0,0,3,60.2,52.6,74.4,49.9,59.9,,,0,0,6,6,0.0,0,0
Jacob Rodriguez,151095,LB,MIA,1,7,2.6,0,0,17,81.0,66.8,77.1,52.3,51.9,76.2,7.7,1,0,36,36,8.3,3,5
Jonas Sanker,151097,S,NO,1,1,5.7,0,0,20,61.4,65.9,75.7,60.0,76.0,84.2,0.0,0,0,16,17,6.3,1,3
Eric O'Neill,155869,ED,DET,1,0,2.0,0,0,11,60.0,69.2,71.1,57.3,60.0,69.2,0.0,0,0,1,1,100.0,1,1
Dondrea Tillman,156124,ED,DEN,1,0,1.8,0,0,10,44.6,60.6,75.3,58.3,68.5,76.0,0.0,0,0,17,18,17.6,3,4
Azareye'h Thomas,156277,CB,NYJ,1,0,,0,0,22,75.2,74.1,76.9,56.4,61.7,78.7,,0,0,10,10,0.0,0,0
Jaishawn Barham,156452,ED,DAL,1,1,8.0,0,0,9,80.6,75.9,0.0,55.9,73.2,45.4,0.0,0,1,19,19,0.0,0,1
Jacob Thomas,156722,S,MIN,1,0,,0,0,18,61.2,61.2,71.0,58.7,60.0,,,0,0,4,5,0.0,0,0
Benjamin Morrison,156968,CB,TB,1,1,,0,0,30,78.6,78.5,77.3,,66.9,50.5,0.0,0,0,18,18,0.0,0,0
Jihaad Campbell,157013,LB,PHI,1,3,6.0,0,0,24,49.4,61.5,77.8,68.0,69.6,68.7,16.7,1,0,28,28,7.1,2,2
Malaki Starks,157069,S,BLT,1,3,7.5,0,0,3,40.7,49.1,82.4,91.1,63.7,60.8,16.7,1,1,19,19,0.0,0,2
Daylen Everette,157079,CB,PIT,1,0,7.0,0,0,25,,60.9,64.5,,60.0,72.8,0.0,0,0,1,1,0.0,0,1
Harold Perkins Jr.,157120,LB,ATL,1,0,,0,0,2,75.1,71.3,73.1,49.5,60.0,73.2,,0,0,1,1,0.0,0,0
Davison Igbinosun,157129,CB,BUF,1,0,,0,0,4,40.0,41.2,70.5,,60.0,75.1,,0,1,3,3,0.0,0,0
David Bailey,157272,ED,NYJ,1,0,8.0,0,0,22,61.2,51.1,0.0,55.5,63.5,75.8,0.0,0,1,6,6,0.0,0,2
Domonique Orange,157602,DI,MIN,1,0,0.0,0,0,18,,47.6,74.9,55.2,49.9,68.6,0.0,0,0,12,12,8.3,1,1
Jordan Phillips,157619,DI,MIA,1,2,2.7,0,0,17,,70.1,76.8,66.8,65.7,73.1,0.0,0,0,24,24,8.3,2,3
Mansoor Delane,157650,CB,KC,1,0,,0,0,16,60.0,97.3,68.1,58.5,60.0,,,0,0,1,1,0.0,0,0
Chris McClellan,157743,DI,GB,1,1,,0,0,12,,58.3,0.0,53.2,71.3,66.8,0.0,0,1,17,17,0.0,0,0
Shemar James,157749,LB,DAL,1,0,,0,0,9,,60.2,61.7,,60.0,,,0,0,1,1,0.0,0,0
Jacob Parrish,157777,CB,TB,1,0,3.0,0,0,30,56.2,58.5,74.2,,64.0,75.4,0.0,0,0,7,7,14.3,1,1
R Mason Thomas,158080,ED,KC,1,0,,0,0,16,61.6,59.9,78.4,62.7,51.9,71.4,,0,0,4,4,0.0,0,0
Gabe Jacas,158210,ED,NE,1,0,0.5,0,0,19,,77.3,75.4,70.7,68.9,72.9,0.0,0,0,8,8,25.0,2,2
Zion Young,158404,ED,BLT,1,0,,0,0,3,,46.5,74.4,54.4,50.7,,,0,0,8,8,0.0,0,0
Mason Graham,158535,DI,CLV,1,0,-4.0,0,0,8,62.8,63.0,0.0,59.1,65.9,35.5,50.0,1,1,18,19,5.6,1,1
Will Johnson,158536,CB,ARZ,1,0,,0,0,1,52.3,57.6,76.8,60.0,70.5,78.1,,0,0,15,15,0.0,0,0
Derrick Moore,158543,ED,DET,1,0,,0,0,11,61.2,53.3,76.1,51.1,59.2,,,0,0,4,4,0.0,0,0
Walter Nolen,158666,DI,ARZ,1,0,,0,0,1,,51.2,76.7,63.5,41.7,,,0,0,9,9,0.0,0,0
LT Overton,158667,ED,DAL,1,0,5.0,0,0,9,,58.2,73.7,64.0,55.2,66.8,0.0,0,0,11,11,0.0,0,1
Tacario Davis,158719,CB,CIN,1,0,,0,0,7,33.9,30.2,66.4,,60.0,,,0,1,1,1,0.0,0,0
Chris Johnson,158794,CB,MIA,1,2,6.5,0,0,17,35.2,47.6,75.3,,76.9,63.3,0.0,0,0,36,36,2.8,1,4
Travis Hunter,160766,WR,JAX,1,0,,0,0,15,69.1,69.1,75.7,,60.4,72.5,,0,0,8,8,0.0,0,0
Jaden Dugger,162137,LB,SF,1,1,3.5,0,0,28,49.9,60.3,73.3,,68.8,78.1,0.0,0,0,20,20,5.0,1,2
Jamaree Caldwell,162505,DI,LAC,1,0,3.5,0,0,27,,65.4,77.2,63.5,62.4,70.5,0.0,0,0,24,24,8.3,2,4
Shavon Revel,162653,CB,DAL,1,0,,0,0,9,64.1,50.9,73.1,,37.0,72.8,,0,0,11,11,0.0,0,0
Kyle Louis,162770,LB,MIA,1,0,,0,0,17,,58.8,67.2,57.2,60.0,,,0,0,2,2,0.0,0,0
Sonny Styles,162876,LB,WAS,1,0,-3.0,0,0,32,52.8,48.6,76.2,71.4,41.9,29.2,66.7,2,0,16,16,6.3,1,1
Emmanuel McNeil-Warren,163155,S,CLV,1,1,11.5,0,0,8,62.4,69.2,68.9,,67.4,79.2,0.0,0,0,9,9,0.0,0,2
Bryce Boettcher,163288,LB,IND,1,3,2.0,0,0,14,50.9,50.5,73.7,57.6,56.5,30.1,28.6,2,0,14,14,7.1,1,2
A.J. Haulcy,163349,S,IND,1,1,10.0,0,0,14,35.6,32.4,75.3,58.8,51.5,84.0,0.0,0,0,34,35,2.9,1,4
Keionte Scott,163644,CB,TB,1,0,2.0,0,0,30,69.8,70.4,75.3,53.0,73.7,52.9,0.0,0,0,14,14,7.1,1,1
Christen Miller,163747,DI,NO,1,1,,0,0,20,,53.9,0.0,61.4,62.5,67.3,0.0,0,1,11,14,0.0,0,0
Joshua Josephs,163768,ED,WAS,1,0,,0,0,32,60.0,50.6,74.8,52.7,56.3,,,0,0,4,4,0.0,0,0
Deone Walker,163783,DI,BUF,1,4,0.0,0,0,4,65.5,68.2,1.4,85.3,48.5,73.0,0.0,0,1,22,22,9.1,2,2
Abdul Carter,164160,ED,NYG,1,0,0.5,0,0,21,69.1,90.3,80.3,83.7,70.0,72.3,0.0,0,0,15,16,13.3,2,2
Dani Dennis-Sutton,164163,ED,GB,1,0,-4.0,0,0,12,60.0,50.4,76.4,51.0,54.5,70.5,0.0,0,0,10,10,10.0,1,1
Kevin Winston Jr.,164192,S,TEN,1,5,9.7,0,0,31,48.4,45.1,79.1,56.2,51.9,86.6,0.0,0,0,37,39,2.7,1,3
Levi Drake Rodriguez,165670,DI,MIN,1,1,2.0,0,0,18,,81.9,77.3,69.6,76.5,69.5,0.0,0,0,12,12,8.3,1,1
C.J. Okoye,169780,DI,NYG,1,0,4.0,0,0,21,,34.3,73.5,54.9,39.7,66.8,0.0,0,0,5,5,20.0,1,1
Trevor Nowaske,169859,ED,DET,1,0,,0,0,11,64.6,42.7,72.5,57.2,60.0,,,0,0,1,1,0.0,0,0
T.J. Parker,170021,ED,BUF,1,1,,0,0,4,,64.7,72.9,63.9,60.8,68.1,0.0,0,0,8,8,0.0,0,0
Avieon Terrell,170031,CB,ATL,1,0,,0,0,2,68.1,68.0,73.8,,60.0,73.0,,0,0,1,1,0.0,0,0
Peter Woods,170034,DI,KC,1,1,,0,0,16,60.0,70.9,76.7,70.5,61.7,68.7,0.0,0,0,11,12,0.0,0,0
Rueben Bain Jr.,170082,ED,TB,1,0,4.0,0,0,30,61.9,40.1,78.6,47.6,41.7,28.1,50.0,1,0,14,14,0.0,0,1
Arvell Reese,170264,LB,NYG,1,0,5.5,0,0,21,47.1,54.3,78.4,67.4,66.0,55.0,0.0,0,0,16,17,0.0,0,2
Brandon Cisse,170368,CB,GB,1,0,,0,0,12,53.2,55.2,76.8,60.0,52.7,33.1,100.0,1,0,21,21,0.0,0,0
Skyler Gill-Howard,171308,DI,DET,1,0,3.0,0,0,11,61.2,71.6,77.4,59.3,76.8,69.1,0.0,0,0,11,11,9.1,1,1
Genesis Smith,171868,S,LAC,1,0,5.0,0,0,27,71.4,77.5,75.7,,67.1,82.1,0.0,0,0,7,7,14.3,1,3
Keith Abney II,171875,CB,DET,1,0,8.0,0,0,11,75.1,63.2,0.0,50.1,62.0,74.6,0.0,0,1,4,4,0.0,0,1
Caleb Downs,172375,S,DAL,1,1,1.5,0,0,9,59.4,68.9,75.1,81.1,72.9,58.5,25.0,1,0,29,30,3.4,1,2
Keldric Faulk,172447,ED,TEN,1,1,,0,0,31,,35.3,76.7,51.9,38.7,69.2,0.0,0,0,11,11,0.0,0,0
Will Lee III,173110,CB,CAR,1,0,32.0,0,0,5,56.9,44.9,75.7,,28.0,26.5,66.7,2,0,7,8,0.0,0,1
Anthony Hill Jr.,173158,LB,TEN,1,4,4.7,0,0,31,78.9,78.7,77.7,67.9,64.1,74.3,0.0,0,0,37,39,8.1,3,6
Malik Muhammad,173165,CB,CHI,1,1,,0,0,6,69.4,65.0,75.1,,47.2,25.3,50.0,1,0,12,13,0.0,0,0
Josiah Trotter,173191,LB,TB,1,4,-1.0,0,0,30,85.6,72.8,77.1,62.3,46.8,61.0,0.0,0,0,25,25,4.0,1,1
Dillon Thieneman,174971,S,CHI,1,0,8.0,0,0,6,59.9,60.2,77.5,55.6,61.4,62.4,25.0,1,0,19,22,0.0,0,3
