player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Von Miller,6154,ED,DAL,1,0,,,20.0,,,0,0,0,,9,60.0,57.8,73.8,54.5,60.3,,0,,,0,0,0,0.0,0,1,5,0,0,0,0,0,0,0.0,
Demario Davis,7079,LB,NYJ,1,0,7.7,33.3,92.5,36.0,12.0,0,0,1,33.3,22,64.9,65.5,75.0,54.5,63.8,80.4,0,8,0.0,0,1,0,42.4,1,37,40,0,4,3,0,8,8,0.2,8.0
Harrison Smith,7641,S,MIN,1,0,9.3,66.7,79.2,9.5,6.3,0,1,0,0.0,18,49.4,48.0,76.6,54.1,60.0,73.0,0,20,0.0,0,0,0,95.1,2,19,24,0,1,3,0,27,8,1.4,13.5
Tony Jefferson,8361,S,LAC,1,0,3.0,0.0,93.3,,14.0,0,0,1,100.0,27,83.0,82.3,72.4,66.0,57.5,28.8,0,,0.0,0,1,0,39.6,0,14,15,1,1,1,0,0,0,0.0,
DeMarcus Lawrence,8669,ED,SEA,1,0,,,17.2,,,0,0,0,,29,53.5,60.1,79.3,51.6,76.6,73.1,0,,,0,0,0,0.0,0,5,29,0,0,0,0,0,0,0.0,
Kyle Van Noy,8675,ED,MIN,1,0,,,5.6,,,0,0,0,,18,60.0,69.5,75.7,60.0,70.6,70.5,0,,,0,0,0,0.0,0,1,18,0,0,0,0,0,0,0.0,
Dante Fowler Jr.,9436,ED,SEA,1,0,,,20.0,,,0,0,0,,29,74.4,49.8,74.4,52.1,42.7,,0,,,0,0,0,0.0,0,2,10,0,0,0,0,0,0,0.0,
Arik Armstead,9450,DI,JAX,1,0,,,4.0,,,0,0,0,,15,55.7,29.4,75.9,48.2,37.4,69.2,0,,,0,0,0,0.0,0,1,25,0,0,0,0,0,0,0.0,
Bud Dupree,9455,ED,LAC,1,0,,,15.4,,,0,0,0,,27,60.5,60.0,74.7,57.3,60.7,70.5,0,,,0,0,0,0.0,0,2,13,0,0,0,0,0,0,0.0,
Za'Darius Smith,9555,ED,ATL,1,0,4.0,0.0,6.7,,1.0,0,0,0,0.0,2,60.0,83.9,76.0,65.1,64.8,73.0,0,,,0,0,0,39.6,0,1,15,2,0,1,0,0,0,0.0,
Grady Jarrett,9570,DI,CHI,1,0,,,3.3,,,0,0,0,,6,59.5,65.0,77.1,62.2,65.2,37.3,0,,100.0,1,0,0,0.0,0,1,30,0,0,0,0,0,0,0.0,
Alex Singleton,9994,LB,DEN,1,1,0.9,71.4,90.9,5.8,4.1,0,0,0,0.0,10,40.9,47.4,0.0,68.7,64.6,35.5,0,25,33.3,2,0,1,137.5,5,30,33,1,3,7,1,61,66,2.1,12.2
Jalen Ramsey,10639,S,PIT,1,0,13.3,33.3,96.4,25.0,8.3,0,0,1,33.3,25,69.5,66.6,75.9,59.0,58.3,47.7,0,7,50.0,1,1,0,42.4,1,27,28,0,1,3,0,7,12,0.3,7.0
Kevin Byard,10698,S,NE,1,0,12.0,100.0,92.9,26.0,26.0,0,0,0,0.0,19,56.8,59.9,74.4,70.2,61.4,82.7,0,13,0.0,0,0,0,118.8,1,26,28,0,1,1,0,13,1,0.5,13.0
Eric Murray,10740,S,JAX,1,0,-1.0,100.0,95.7,20.0,20.0,0,0,0,0.0,15,50.3,46.7,76.8,60.0,56.5,24.6,0,11,100.0,2,0,0,112.5,1,22,23,0,0,1,0,11,12,0.6,11.0
Derek Barnett,11769,ED,CLV,1,0,,,11.1,,,0,0,0,,8,60.0,76.3,77.8,67.8,69.8,,0,,,0,0,0,0.0,0,1,9,0,0,0,0,0,0,0.0,
Malik Hooker,11770,S,DAL,1,0,9.0,100.0,100.0,6.0,6.0,0,0,0,0.0,9,47.7,45.1,68.7,,60.0,75.2,0,13,0.0,0,0,0,118.8,1,6,6,0,1,1,0,13,4,2.2,13.0
Marlon Humphrey,11771,CB,BLT,1,1,16.5,75.0,97.0,10.3,7.8,0,0,1,25.0,3,92.8,91.0,78.1,57.7,29.5,79.1,0,14,0.0,0,1,0,94.8,3,32,33,1,4,4,0,29,1,0.9,9.7
Budda Baker,11791,S,ARZ,1,0,14.5,100.0,92.3,16.0,16.0,0,0,0,0.0,1,59.7,64.1,77.4,71.9,64.5,83.6,0,18,0.0,0,0,0,118.8,2,36,39,2,3,2,0,29,0,0.9,14.5
Chidobe Awuzie,11815,CB,BLT,1,0,,,100.0,,,0,0,0,,3,61.6,63.0,70.4,,60.0,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Alex Anzalone,11831,LB,TB,1,1,0.0,100.0,89.5,6.6,6.6,0,0,0,0.0,30,39.0,32.3,77.3,68.3,36.0,38.3,0,14,25.0,1,0,0,93.3,5,34,38,0,2,5,0,32,32,1.0,6.4
Jourdan Lewis,11846,CB,JAX,1,0,13.5,100.0,90.5,8.5,8.5,0,0,0,0.0,15,47.4,55.7,74.1,54.7,82.6,77.4,0,25,0.0,0,0,0,118.8,2,19,21,0,2,2,0,37,10,2.2,18.5
Rasul Douglas,11854,CB,WAS,1,0,18.8,25.0,100.0,16.0,4.0,0,0,2,50.0,32,58.6,58.9,74.1,,60.0,72.5,0,31,0.0,0,1,0,59.4,1,16,16,0,1,4,0,31,0,1.9,31.0
Trey Hendrickson,11858,ED,BLT,1,0,3.0,100.0,13.3,4.0,4.0,0,0,0,0.0,3,63.4,70.0,78.3,65.5,64.8,70.5,0,6,0.0,0,0,0,91.7,1,4,30,0,1,1,0,6,3,1.5,6.0
Rayshawn Jenkins,11868,S,PIT,1,0,-4.0,100.0,100.0,19.0,19.0,0,0,0,0.0,25,37.7,35.0,73.8,,63.5,31.0,0,23,0.0,0,0,0,158.3,1,21,21,0,1,1,1,23,27,1.2,23.0
Samson Ebukam,11880,ED,ATL,1,1,9.0,100.0,18.8,6.0,6.0,0,0,0,0.0,2,47.5,51.2,77.1,57.6,55.4,70.5,0,9,0.0,0,0,0,104.2,1,6,32,0,0,1,0,9,0,1.5,9.0
Grover Stewart,11899,DI,IND,1,0,,,5.9,,,0,0,0,,14,59.7,32.9,77.2,62.0,31.5,68.6,0,,,0,0,0,0.0,0,1,17,0,0,0,0,0,0,0.0,
Chuck Clark,11941,S,DET,1,0,4.5,50.0,96.2,24.0,12.0,0,0,0,0.0,11,62.2,66.4,76.5,59.7,67.6,81.7,1,16,0.0,0,0,0,37.5,1,25,26,0,2,2,0,16,11,0.7,16.0
Al-Quadin Muhammad,11951,ED,TB,1,0,,,14.3,,,0,0,0,,30,60.7,82.5,77.0,81.5,66.5,72.0,0,,,0,0,0,0.0,0,2,14,0,0,0,0,0,0,0.0,
Foyesade Oluokun,24904,LB,JAX,1,0,-0.5,100.0,91.7,10.0,10.0,0,1,0,0.0,15,91.7,82.7,73.5,56.6,29.1,77.8,1,9,0.0,0,0,0,58.3,2,22,24,2,4,2,0,15,16,0.8,7.5
Anfernee Jennings,25449,ED,NO,1,0,,,44.4,,,0,0,0,,20,61.9,67.0,74.9,55.4,68.3,74.0,0,,,0,0,0,0.0,0,4,9,0,0,0,0,0,0,0.0,
D.J. Reed,26940,CB,DET,1,0,20.6,50.0,100.0,15.5,7.8,1,0,1,12.5,11,63.7,66.6,80.0,,76.2,82.1,0,47,0.0,0,1,1,95.8,4,66,66,1,7,8,0,115,8,1.9,28.8
Isaiah Rodgers,27069,CB,MIN,1,0,14.4,60.0,95.7,14.7,8.8,0,1,0,0.0,18,72.4,71.1,78.6,55.8,63.3,77.1,0,8,0.0,0,0,0,105.0,3,44,46,2,3,5,1,16,1,0.4,5.3
Montez Sweat,27271,ED,CHI,1,0,,,3.4,,,0,0,0,,6,60.0,45.0,0.4,59.5,44.7,71.4,0,,,0,0,1,0.0,0,1,29,1,0,0,0,0,0,0.0,
Devin Bush,27375,LB,CHI,1,0,5.5,50.0,80.0,35.0,17.5,0,0,0,0.0,6,69.2,56.4,76.6,50.3,42.0,50.4,0,3,33.3,1,0,0,56.3,1,36,45,0,2,2,0,3,3,0.1,3.0
Joshua Uche,27379,ED,MIA,1,2,,,20.0,,,0,0,0,,17,65.3,56.2,76.2,60.5,48.1,74.8,0,,0.0,0,0,0,0.0,0,4,20,0,1,0,0,0,0,0.0,
Dre'Mont Jones,28075,ED,NE,1,0,,,4.2,,,0,0,0,,19,60.0,80.7,77.5,80.6,63.9,73.6,0,,,0,0,0,0.0,0,1,24,1,0,0,0,0,0,0.0,
Neville Gallimore,28094,DI,CHI,1,0,,,5.6,,,0,0,0,,6,59.5,40.0,75.9,52.9,43.6,68.7,0,,,0,0,0,0.0,0,1,18,0,0,0,0,0,0,0.0,
Troy Dye,28251,LB,LAC,1,1,3.0,100.0,100.0,2.5,2.5,0,0,0,0.0,27,64.1,73.1,72.8,77.5,60.9,79.9,0,9,0.0,0,0,0,93.8,2,5,5,2,1,2,0,13,7,2.6,6.5
Jack Jones,29050,CB,SF,1,0,12.0,25.0,100.0,7.0,1.8,0,0,1,25.0,28,70.7,70.6,70.9,,60.0,,0,5,,0,1,0,39.6,1,7,7,0,0,4,0,5,6,0.7,5.0
Andrew Van Ginkel,30267,ED,MIN,1,0,9.8,50.0,41.7,7.5,3.8,0,0,0,0.0,18,40.8,73.6,79.1,90.1,66.1,73.6,0,42,,0,0,0,95.8,2,15,36,2,0,4,0,55,22,3.7,27.5
T.J. Edwards,30737,LB,CHI,1,0,2.5,100.0,80.4,8.5,8.5,0,0,0,0.0,6,36.1,32.2,75.2,49.8,48.3,22.3,0,29,100.0,3,0,0,153.1,4,37,46,0,0,4,1,45,36,1.3,11.3
Mike Hughes,34057,CB,ATL,1,1,17.1,57.1,100.0,10.5,6.0,0,0,1,14.3,2,58.7,57.9,77.3,,54.2,41.2,0,28,33.3,1,0,0,75.9,4,46,46,0,1,7,0,44,15,1.0,11.0
Zayne Anderson,34622,S,MIA,1,0,12.7,33.3,91.7,22.0,7.3,0,0,1,33.3,17,74.3,80.1,74.7,54.3,73.7,48.8,0,-2,50.0,1,1,0,42.4,1,22,24,1,1,3,0,-2,0,-0.1,-2.0
Zack Baun,34632,LB,PHI,1,0,2.8,50.0,85.4,10.7,5.3,0,0,3,50.0,24,92.3,90.6,75.8,76.0,53.0,82.9,0,3,0.0,0,2,0,56.3,3,35,41,3,3,6,0,-2,15,-0.1,-0.7
Akeem Davis-Gaither,34788,LB,IND,1,0,6.0,100.0,89.7,12.5,12.5,0,0,0,0.0,14,42.0,62.3,76.0,67.7,75.2,70.0,0,19,0.0,0,0,0,118.8,2,26,29,1,2,2,0,36,24,1.4,18.0
Jamel Dean,34918,CB,PIT,1,1,10.5,100.0,100.0,13.0,13.0,0,0,0,0.0,25,64.8,78.6,78.0,,92.2,79.6,0,19,0.0,0,0,0,118.8,2,28,28,0,2,2,0,27,6,1.0,13.5
Trevis Gipson,35241,ED,CAR,1,0,9.0,100.0,22.7,5.0,5.0,0,0,0,0.0,5,47.1,57.1,0.0,61.6,70.6,35.4,0,12,50.0,1,0,1,116.7,1,5,22,0,1,1,0,12,3,2.4,12.0
Blake Cashman,35413,LB,MIN,1,0,5.0,50.0,59.1,26.0,13.0,0,0,0,0.0,18,59.9,83.9,79.8,91.9,62.1,80.7,0,7,,0,0,0,58.3,1,26,44,0,0,2,0,7,2,0.3,7.0
Camryn Bynum,38408,S,IND,1,0,7.7,66.7,90.9,13.5,9.0,0,0,0,0.0,14,57.6,55.6,76.9,54.2,56.7,84.6,0,13,0.0,0,0,0,88.2,2,30,33,1,5,3,0,22,8,0.8,11.0
Eric Wilson,38587,LB,MIN,1,0,7.7,50.0,51.1,7.7,3.8,0,0,0,0.0,18,27.3,29.6,78.9,62.4,51.7,25.4,0,16,100.0,2,0,0,63.2,3,23,45,0,0,6,0,28,10,1.2,9.3
L'Jarius Sneed,40588,CB,KC,1,1,-1.0,100.0,88.2,3.6,3.6,0,0,0,0.0,16,74.8,69.5,0.0,63.7,65.0,63.5,0,11,11.1,1,0,1,90.1,8,30,34,4,7,8,0,45,53,1.6,5.6
Alohi Gilman,41662,S,KC,1,0,8.5,50.0,97.1,32.0,16.0,0,0,0,0.0,16,58.0,64.2,76.5,67.1,69.6,78.2,0,13,0.0,0,0,0,70.8,1,34,35,0,1,2,0,13,1,0.4,13.0
Divine Deablo,42208,LB,ATL,1,1,7.8,83.3,95.7,8.2,6.8,0,0,0,0.0,2,58.7,58.1,84.8,70.8,52.4,53.8,0,21,25.0,1,0,0,118.8,5,45,47,1,2,6,0,78,34,1.9,15.6
Antoine Winfield Jr.,42475,S,TB,1,1,12.0,100.0,92.1,17.0,17.0,0,0,0,0.0,30,62.8,66.8,77.1,55.1,70.6,85.1,0,24,0.0,0,0,0,118.8,2,35,38,0,4,2,0,31,7,0.9,15.5
Justin Strnad,42659,LB,DEN,1,1,-5.0,0.0,87.5,,20.0,0,0,0,0.0,10,69.6,44.0,74.9,55.0,33.6,25.5,0,,0.0,0,0,0,39.6,0,21,24,0,0,1,0,0,0,0.0,
Chauncey Golston,42718,ED,NYG,1,0,,,4.8,,,0,0,0,,21,60.0,69.9,76.0,67.2,64.5,40.3,0,,100.0,1,0,0,0.0,0,1,21,0,0,0,0,0,0,0.0,
Kristian Fulton,42894,CB,KC,1,0,1.3,66.7,97.0,15.0,10.0,0,0,0,0.0,16,71.3,70.8,77.4,60.0,62.4,72.5,0,6,0.0,0,0,0,72.9,2,32,33,1,1,3,0,11,4,0.4,5.5
Rashan Gary,42905,ED,DAL,1,0,,,9.1,,,0,0,0,,9,60.9,51.1,78.0,57.7,47.4,72.0,0,,,0,0,0,0.0,0,2,22,0,0,0,0,0,0,0.0,
Charvarius Ward,43034,CB,IND,1,0,13.4,40.0,97.0,14.5,5.8,0,0,0,0.0,14,38.2,37.8,78.8,59.5,44.7,74.4,0,53,0.0,0,0,0,82.9,2,32,33,0,1,5,0,57,23,2.0,28.5
Brandon Jones,43049,S,DEN,1,0,,,97.0,,,0,0,0,,10,61.5,63.0,72.8,58.8,62.9,56.0,1,,,0,0,0,0.0,0,32,33,0,0,0,0,0,0,0.0,
Devin White,43089,LB,DET,1,1,,,73.3,,,0,0,0,,11,62.8,71.4,70.8,51.3,78.1,77.6,0,,0.0,0,0,0,0.0,0,11,15,0,0,0,0,0,0,0.0,
Jeremy Chinn,43179,S,LV,1,1,8.0,100.0,100.0,37.0,37.0,0,0,0,0.0,23,87.5,90.7,78.7,,67.6,35.3,0,12,20.0,1,0,0,116.7,1,40,40,1,3,1,0,12,4,0.3,12.0
Mack Wilson Sr.,43190,LB,ARZ,1,1,2.5,50.0,97.4,35.0,17.5,0,0,1,50.0,1,88.8,78.0,76.7,59.6,47.6,29.9,0,6,0.0,0,1,0,56.3,1,38,39,0,2,2,0,6,8,0.2,6.0
Damar Hamlin,43291,S,BUF,1,1,5.0,100.0,95.7,20.0,20.0,0,0,0,0.0,4,49.5,41.1,0.0,58.2,60.0,77.0,0,8,0.0,0,0,1,100.0,1,22,23,0,0,1,0,8,3,0.4,8.0
Josh Metellus,43395,S,MIN,1,0,13.1,57.1,87.0,10.0,5.7,0,0,1,14.3,18,30.2,29.6,78.0,49.5,65.5,63.8,0,81,25.0,1,0,0,141.4,4,40,46,0,3,7,1,161,101,4.0,40.3
Jake Hansen,43645,LB,HST,1,0,,,100.0,,,0,0,0,,13,62.1,64.1,67.8,,60.0,,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
Byron Murphy Jr.,44027,CB,MIN,1,0,15.3,57.1,97.8,11.0,6.3,1,0,1,14.3,18,57.3,54.4,77.7,56.2,49.3,64.0,0,32,0.0,0,1,1,85.4,4,44,45,0,6,7,0,60,2,1.4,15.0
Brian Burns,44522,ED,NYG,1,0,,,16.7,,,0,0,0,,21,63.9,76.3,79.5,68.5,71.5,70.5,0,,,0,0,0,0.0,0,6,36,0,0,0,0,0,0,0.0,
D.J. Wonnum,44550,ED,DET,1,0,,,9.4,,,0,0,0,,11,62.4,67.7,82.0,61.0,69.2,72.4,0,,,0,0,0,0.0,0,5,53,0,0,0,0,0,0,0.0,
Brandon Stephens,45644,CB,NYJ,1,0,12.0,40.0,100.0,19.5,7.8,0,0,1,20.0,22,63.4,65.5,77.4,,69.5,,0,14,,0,0,0,57.1,2,40,40,0,0,5,0,26,7,0.7,13.0
Carl Granderson,48500,ED,NO,1,0,,,9.4,,,0,0,0,,20,62.0,64.8,79.0,55.8,68.3,72.0,0,,,0,0,0,0.0,0,3,32,1,0,0,0,0,0,0.0,
Bradley Chubb,48526,ED,BUF,1,1,,,7.1,,,0,0,0,,4,63.5,53.5,78.0,56.6,50.0,31.8,0,,0.0,0,0,0,0.0,0,3,42,0,0,0,0,0,0,0.0,
Vita Vea,48956,DI,TB,1,0,,,3.7,,,0,0,0,,30,60.0,59.8,77.3,62.0,55.8,,0,,,0,0,0,0.0,0,1,27,0,0,0,0,0,0,0.0,
Nick Scott,49012,S,CAR,1,0,11.0,100.0,97.4,36.0,36.0,0,0,0,0.0,5,52.7,47.8,76.7,60.0,49.4,58.8,0,12,0.0,0,0,0,116.7,1,37,38,0,2,1,0,12,1,0.3,12.0
Justin Reid,49048,S,NO,1,1,3.8,80.0,100.0,10.3,8.2,0,0,0,0.0,20,57.9,62.8,74.2,,68.6,53.2,0,11,20.0,1,0,0,89.2,4,41,41,2,3,5,0,27,17,0.7,6.8
Jalen Thompson,49116,S,DAL,1,2,1.8,80.0,100.0,8.5,6.8,0,0,0,0.0,9,43.1,43.7,80.6,,60.7,68.6,0,13,0.0,0,0,0,137.9,4,34,34,0,3,5,1,38,44,1.1,9.5
Jessie Bates III,49162,S,ATL,1,2,-4.5,100.0,97.8,20.5,20.5,0,0,0,0.0,2,72.8,68.1,73.7,59.1,41.9,85.0,0,7,0.0,0,0,0,83.3,2,45,46,1,3,2,0,8,17,0.2,4.0
Andrew Wingard,49268,S,ARZ,1,0,9.0,100.0,100.0,17.5,17.5,0,0,0,0.0,1,75.3,77.0,76.1,,58.2,38.6,1,26,0.0,0,0,0,79.2,2,39,39,1,2,2,0,45,27,1.3,22.5
Carlton Davis III,49335,CB,NE,1,1,7.0,0.0,92.9,,12.5,0,0,1,50.0,19,76.4,79.6,76.1,56.2,80.9,78.8,0,,0.0,0,0,0,39.6,0,26,28,0,1,2,0,0,0,0.0,
C.J. Gardner-Johnson,49371,S,BUF,1,0,,,100.0,,,0,0,0,,4,67.3,62.0,78.1,,42.5,48.1,0,,0.0,0,0,0,0.0,0,48,48,1,6,0,0,0,0,0.0,
Donte Jackson,49377,CB,LAC,1,0,16.3,66.7,100.0,8.3,5.5,0,0,0,0.0,27,29.7,32.6,76.1,,63.7,75.1,0,27,0.0,0,0,1,97.9,4,36,36,0,2,6,0,58,4,1.8,14.5
Cam Lewis,49395,S,CHI,1,0,8.5,100.0,91.1,19.5,19.5,0,0,0,0.0,6,67.9,71.6,76.1,54.9,71.4,82.3,0,14,0.0,0,0,0,108.3,2,41,45,1,4,2,0,20,3,0.5,10.0
Julian Blackmon,49434,S,NO,1,1,23.5,50.0,100.0,41.0,20.5,0,0,0,0.0,20,55.3,57.5,0.0,,73.0,83.9,0,6,0.0,0,0,1,56.3,1,41,41,0,0,2,0,6,0,0.1,6.0
Taron Johnson,49511,CB,LV,1,1,5.0,66.7,97.3,16.5,11.0,0,0,0,0.0,23,57.9,61.1,75.1,59.1,71.0,74.1,0,30,0.0,0,0,0,97.9,2,36,37,0,0,3,0,29,20,0.9,14.5
Denzel Ward,49558,CB,CLV,1,1,4.5,100.0,100.0,12.5,12.5,0,0,0,0.0,8,90.8,90.5,76.8,,72.7,78.7,0,4,0.0,0,0,0,118.8,2,25,25,0,2,2,1,4,3,0.2,2.0
Rock Ya-Sin,49564,CB,DET,1,0,5.9,70.0,97.0,8.7,6.1,0,0,0,0.0,11,44.2,46.1,79.0,56.0,62.2,57.3,0,11,14.3,1,0,2,116.2,7,65,67,1,6,10,1,54,23,0.9,7.7
Quincy Williams,49779,LB,CLV,1,0,10.6,80.0,91.7,5.5,4.4,0,0,0,0.0,8,29.3,29.9,74.1,56.5,49.2,47.6,0,22,0.0,0,0,0,115.8,4,22,24,0,1,5,0,59,8,2.7,14.8
Azeez Al-Shaair,49792,LB,HST,1,0,13.0,100.0,100.0,32.0,32.0,0,0,0,0.0,13,54.8,61.0,75.5,,68.7,41.0,0,16,0.0,0,0,0,118.8,1,37,37,1,2,1,0,16,3,0.5,16.0
Zaire Franklin,49834,LB,GB,1,0,5.0,75.0,88.2,8.7,6.5,0,0,0,0.0,12,46.1,36.4,75.5,68.0,36.6,78.3,0,13,0.0,0,0,0,91.7,3,30,34,1,1,4,0,26,2,1.0,8.7
Broderick Washington,50049,DI,BLT,1,0,,,11.1,,,0,0,1,,3,61.3,38.4,75.0,53.7,29.5,67.3,0,,,0,1,0,0.0,0,1,9,0,0,0,0,0,0,0.0,
Uchenna Nwosu,50084,ED,SEA,1,1,,,5.0,,,0,0,1,,29,91.6,76.7,76.4,50.4,66.5,37.1,0,,50.0,1,1,0,0.0,0,1,20,0,0,0,0,0,0,0.0,
Jacob Martin,50152,ED,TEN,1,0,4.0,100.0,5.6,1.0,1.0,0,0,0,0.0,31,46.7,37.7,76.8,48.7,54.1,21.5,0,30,100.0,1,0,0,118.8,1,1,18,0,0,1,0,30,26,30.0,30.0
Arden Key,50201,ED,IND,1,1,,,17.4,,,0,0,0,,14,64.3,74.3,77.3,81.3,56.0,49.2,0,,50.0,1,0,0,0.0,0,4,23,1,0,0,0,0,0,0.0,
Oren Burks,50203,LB,CIN,1,0,,,100.0,,,0,0,0,,7,61.4,62.6,64.5,,,,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Josh Hines-Allen,50235,ED,JAX,1,0,,,12.0,,,0,0,0,,15,41.8,78.2,78.0,77.3,75.7,27.3,0,,100.0,3,0,0,0.0,0,3,25,2,0,0,0,0,0,0.0,
Jeremy Reaves,50406,S,WAS,1,0,26.0,100.0,100.0,34.0,34.0,0,0,0,0.0,32,49.3,52.7,78.3,,70.1,82.9,0,17,0.0,0,0,0,158.3,1,35,35,0,2,1,1,17,0,0.5,17.0
Jalen Davis,50431,CB,CIN,1,3,11.0,83.3,96.9,6.2,5.2,0,0,1,16.7,7,60.9,70.6,76.1,60.0,91.1,62.7,0,13,20.0,1,1,0,94.4,5,31,32,1,1,6,0,40,16,1.3,8.0
Mike Jackson,50437,CB,CAR,1,0,14.0,0.0,100.0,,38.0,0,0,0,0.0,5,73.0,61.0,78.3,,28.1,29.3,0,,0.0,0,0,0,39.6,0,40,40,0,2,1,0,0,0,0.0,
Avonte Maddox,50543,S,DET,1,0,15.0,50.0,96.8,18.7,9.3,0,0,1,16.7,11,53.1,55.6,78.3,69.6,63.8,81.5,0,31,0.0,0,1,0,116.0,3,60,62,0,3,6,1,47,5,0.8,15.7
Cody Barton,50727,LB,TEN,1,0,2.0,100.0,89.3,11.5,11.5,0,0,0,0.0,31,66.9,57.7,75.6,54.8,50.1,76.4,0,6,0.0,0,0,0,87.5,2,25,28,2,2,2,0,10,6,0.4,5.0
Jordyn Brooks,50851,LB,MIA,1,1,2.4,100.0,84.4,5.2,5.2,0,0,0,0.0,17,87.2,89.8,73.7,74.5,73.4,82.2,0,8,0.0,0,0,0,86.7,5,27,32,4,5,5,0,24,12,0.9,4.8
Roquan Smith,50892,LB,BLT,1,1,3.5,50.0,88.6,10.0,5.0,0,0,1,16.7,3,93.0,91.4,75.1,53.9,49.2,63.4,1,8,0.0,0,1,0,16.7,3,31,35,2,6,6,0,11,6,0.4,3.7
Tremaine Edmunds,50905,LB,NYG,1,0,2.3,100.0,92.7,5.5,5.5,0,0,0,0.0,21,71.7,73.8,75.2,55.1,68.6,81.0,0,13,0.0,0,0,0,93.8,6,38,41,3,5,6,0,39,25,1.2,6.5
Robert Spillane,50918,LB,NE,1,0,2.8,80.0,89.3,6.0,4.8,0,0,0,0.0,19,42.8,51.4,76.7,67.9,64.9,67.1,0,13,0.0,0,0,0,91.7,4,25,28,2,5,5,0,30,19,1.3,7.5
Bobby Okereke,50954,LB,CAR,1,0,3.0,100.0,87.1,6.5,6.5,0,0,0,0.0,5,67.3,60.9,74.2,80.7,47.6,81.2,0,19,0.0,0,0,0,150.0,4,27,31,0,3,4,1,42,30,1.6,10.5
Frankie Luvu,51028,LB,WAS,1,1,5.0,100.0,78.9,7.5,7.5,0,0,0,0.0,32,56.4,49.8,73.2,66.7,44.0,77.6,0,8,0.0,0,0,0,93.8,2,15,19,1,0,2,0,13,3,0.9,6.5
Jahlani Tavai,51055,LB,JAX,1,0,,,66.7,,,0,0,0,,15,50.7,51.9,66.8,60.0,63.5,29.7,0,,100.0,1,0,0,0.0,0,2,3,0,0,0,0,0,0,0.0,
Julian Love,51081,S,SEA,1,0,26.0,0.0,93.2,,39.0,0,0,0,0.0,29,89.3,89.9,78.2,38.4,69.7,66.7,1,,50.0,1,0,0,0.0,0,41,44,0,1,1,0,0,0,0.0,
Marcelino McCrary-Ball,51112,LB,NYJ,1,0,,,60.0,,,0,0,0,,22,62.5,60.6,68.2,56.5,,,0,,,0,0,0,0.0,0,3,5,0,0,0,0,0,0,0.0,
P.J. Locke,51189,S,DAL,1,0,12.0,100.0,100.0,20.0,20.0,0,0,0,0.0,9,42.5,33.0,72.2,,51.2,31.9,0,12,0.0,0,0,0,116.7,1,20,20,0,1,1,0,12,0,0.6,12.0
Minkah Fitzpatrick,51206,S,NYJ,1,0,,,100.0,,,0,0,0,,22,61.8,62.6,70.9,,60.0,,0,,,0,0,0,0.0,0,4,4,0,0,0,0,0,0,0.0,
Fred Warner,51222,LB,SF,1,0,4.0,66.7,90.0,11.5,7.7,0,0,1,33.3,28,85.3,91.1,76.3,52.8,88.4,84.6,0,16,0.0,0,1,0,91.0,2,27,30,0,3,3,0,24,16,1.0,12.0
Drue Tranquill,51276,LB,KC,1,2,-3.0,0.0,76.5,,24.0,0,0,0,0.0,16,68.9,76.3,76.2,50.5,82.0,79.9,0,,0.0,0,0,0,39.6,0,26,34,0,0,1,0,0,0,0.0,
Derwin James Jr.,51368,S,LAC,1,1,4.7,77.8,90.5,5.0,3.9,0,0,1,11.1,27,53.7,53.9,76.7,53.3,60.3,47.0,0,10,22.2,2,1,0,123.1,7,38,42,2,6,9,1,42,20,1.2,6.0
Amani Hooker,51378,S,TEN,1,1,11.0,100.0,96.4,8.3,8.3,0,0,0,0.0,31,57.8,67.0,73.7,58.8,76.7,52.4,0,40,25.0,1,0,0,113.9,3,27,28,1,2,3,0,34,1,1.4,11.3
Marcus Epps,51391,S,PHI,1,1,2.0,100.0,100.0,28.0,28.0,0,0,0,0.0,24,72.8,79.9,75.3,,72.7,84.9,0,8,0.0,0,0,0,100.0,1,31,31,0,3,1,0,8,6,0.3,8.0
Jaylinn Hawkins,51423,S,BLT,1,1,4.0,50.0,97.1,32.0,16.0,0,0,0,0.0,3,70.8,73.0,74.0,57.9,61.2,79.5,0,2,0.0,0,0,0,56.3,1,33,34,1,1,2,0,2,0,0.1,2.0
Kaden Elliss,51485,LB,NO,1,1,4.0,100.0,80.5,33.0,33.0,0,0,0,0.0,20,73.2,66.1,78.5,71.0,50.4,81.4,0,5,0.0,0,0,0,87.5,1,33,41,1,4,1,0,5,1,0.2,5.0
