player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Kyle Monangai,129891,HB,CHI,1,4.0,0,100.0,,0,0,0,0.0,0,1.09,1,6,0,68.3,73.9,74.1,46.2,63.6,14.3,3,0,19,23.8,5,21,0,75.0,2,71.4,15,0.0,0,116.7,2,0,4.8,1,24,16,8.0,12.0,1.6
Dyami Brown,77986,WR,WAS,1,31.0,0,0.0,,0,0,0,,0,-0.08,0,32,0,,,47.6,,48.3,0.0,0,0,0,0.0,0,25,0,30.4,0,92.0,23,20.0,5,39.6,2,0,80.0,20,0,0,,,0.0
Malik Benson,169698,WR,LV,1,16.0,0,50.0,,0,0,0,0.0,0,0.25,0,23,0,64.7,69.6,53.3,,58.8,0.0,0,0,6,0.0,0,4,0,50.0,1,100.0,4,0.0,0,56.3,2,0,100.0,4,6,8,8.0,6.0,1.5
Brevyn Spann-Ford,84006,TE,DAL,1,3.0,0,100.0,,0,0,0,0.0,0,-0.14,0,9,0,68.3,64.0,56.3,70.2,57.3,33.3,3,0,8,11.1,1,9,0,33.3,2,88.9,8,55.6,5,95.8,2,0,11.1,1,14,8,4.0,7.0,1.75
Braelon Allen,145159,HB,NYJ,1,1.0,0,0.0,0.0,0,1,0,,0,0.54,0,22,0,,73.8,70.8,78.1,48.1,0.0,0,0,0,23.1,3,13,0,66.7,0,76.9,10,7.7,1,39.6,1,0,7.7,1,0,0,,,0.0
Konata Mumpfield,145598,WR,LA,1,13.0,0,0.0,,0,0,0,,0,-0.97,0,26,0,,,53.1,,53.5,0.0,0,0,0,0.0,0,11,0,27.3,0,100.0,11,63.6,7,39.6,1,0,36.4,4,0,0,,,0.0
Will Kacmarek,145896,TE,MIA,1,6.0,0,0.0,,0,0,0,,0,-0.39,0,17,0,,,52.0,44.0,52.4,85.7,6,0,0,28.6,2,7,0,28.6,0,71.4,5,14.3,1,39.6,1,0,0.0,0,0,0,,,0.0
Terrance Ferguson,146563,TE,LA,1,21.0,0,0.0,,0,0,0,,0,-0.29,0,26,0,,,56.5,65.9,51.6,40.0,6,0,0,6.7,1,15,0,42.9,0,86.7,13,20.0,3,39.6,1,0,40.0,6,0,0,,,0.0
Troy Franklin,146567,WR,DEN,1,32.0,0,0.0,0.0,0,1,0,,0,-0.47,0,10,0,64.7,64.6,44.7,,46.0,0.0,0,0,0,0.0,0,10,1,55.6,0,90.0,9,10.0,1,39.6,1,0,90.0,9,0,0,,,0.0
Derrick Henry,10679,HB,BLT,1,-1.0,0,100.0,,0,0,0,0.0,0,-0.4,1,3,0,64.7,78.5,71.7,78.6,74.3,0.0,0,0,19,54.5,6,11,0,50.0,1,45.5,5,0.0,0,118.8,1,0,0.0,0,19,20,20.0,19.0,3.8
Durham Smythe,47257,TE,BLT,1,4.0,0,100.0,100.0,1,1,0,0.0,0,0.06,0,3,0,64.7,61.2,67.4,77.3,53.0,69.2,9,0,4,30.8,4,13,0,58.3,1,69.2,9,15.4,2,83.3,1,0,7.7,1,4,0,0.0,4.0,0.44
Laquon Treadwell,10657,WR,IND,1,9.0,0,0.0,,0,0,0,,0,-0.95,0,14,0,,,59.0,,54.1,0.0,0,1,0,0.0,0,9,0,33.3,0,100.0,9,33.3,3,0.0,1,0,66.7,6,0,0,,,0.0
Justice Hill,45865,HB,BLT,1,0.0,0,100.0,,0,0,1,0.0,0,0.91,1,3,0,64.7,71.1,52.3,32.7,61.1,0.0,0,0,10,18.2,4,22,2,70.0,1,77.3,17,4.5,1,108.3,1,0,9.1,2,10,10,10.0,10.0,0.59
Bhayshul Tuten,150568,HB,JAX,1,-5.0,0,100.0,,0,0,0,0.0,0,0.67,1,15,0,64.7,76.0,87.2,78.7,63.6,0.0,0,0,22,27.3,3,11,0,72.7,1,72.7,8,18.2,2,118.8,1,0,0.0,0,22,27,27.0,22.0,2.75
Olamide Zaccheaus,44920,WR,ATL,1,5.0,0,100.0,,0,0,0,0.0,0,-0.66,0,2,0,64.7,65.3,56.3,62.3,55.7,0.0,0,0,5,9.1,1,11,0,20.0,1,81.8,9,63.6,7,87.5,1,0,36.4,4,5,0,0.0,5.0,0.56
Omar Cooper Jr.,156395,WR,NYJ,1,4.0,2,100.0,,0,0,0,0.0,0,3.08,1,22,0,64.7,61.2,91.9,,89.9,0.0,0,0,30,0.0,0,2,0,100.0,1,50.0,1,100.0,2,118.8,1,0,0.0,0,30,26,26.0,30.0,30.0
Eli Raridon,156970,TE,NE,1,8.0,0,100.0,,0,0,0,0.0,0,-0.06,1,19,0,64.7,61.2,57.1,76.4,63.6,76.5,13,0,2,35.3,6,17,0,56.3,1,58.8,10,17.6,3,118.8,1,1,5.9,1,2,0,0.0,2.0,0.2
Jahdae Walker,175944,WR,CHI,1,1.0,0,100.0,,0,0,0,0.0,0,0.11,1,6,0,64.7,61.2,62.8,,60.6,0.0,0,0,1,0.0,0,17,0,62.5,1,94.1,16,52.9,9,118.8,1,1,47.1,8,1,0,0.0,1.0,0.06
Dawson Knox,35883,TE,BUF,1,2.0,0,100.0,,0,0,0,0.0,0,0.41,0,4,0,64.7,61.2,55.4,62.0,51.4,68.2,15,0,7,31.8,7,22,0,58.8,1,54.5,12,13.6,3,95.8,1,0,9.1,2,7,5,5.0,7.0,0.58
Ameer Abdullah,9487,HB,JAX,1,-3.0,0,100.0,,0,0,0,0.0,0,-0.61,0,15,0,64.7,71.8,72.7,,65.2,0.0,0,0,0,0.0,0,1,0,0.0,1,100.0,1,0.0,0,79.2,1,0,0.0,0,0,3,3.0,0.0,0.0
CJ Donaldson,157372,HB,NO,1,-6.0,0,100.0,,0,0,0,0.0,0,-0.02,0,20,0,64.7,66.7,66.4,36.4,59.9,16.7,2,0,-2,41.7,5,12,0,45.5,1,58.3,7,0.0,0,79.2,1,0,0.0,0,-2,4,4.0,-2.0,-0.29
Aaron Jones,11937,HB,MIN,1,4.0,0,0.0,,0,0,0,,0,-0.32,0,18,0,,74.3,67.0,78.8,54.5,0.0,0,0,0,35.3,6,17,0,30.8,0,41.2,7,0.0,0,39.6,1,0,5.9,1,0,0,,,0.0
Sione Vaki,158505,HB,DET,1,2.0,1,100.0,,0,0,0,0.0,0,0.33,1,11,0,64.7,66.7,56.8,60.3,63.0,0.0,0,0,11,15.0,3,20,0,50.0,1,85.0,17,0.0,0,112.5,1,0,0.0,0,11,9,9.0,11.0,0.65
Jake Brendel,11117,C,SF,1,-1.0,0,100.0,,0,0,0,0.0,0,0.24,0,28,0,67.6,,69.0,64.6,63.2,0.0,0,0,2,100.0,37,37,0,61.1,1,0.0,0,0.0,0,79.2,1,0,0.0,0,2,3,3.0,2.0,
Isaiah Williams,97156,WR,NYJ,1,7.0,0,100.0,,0,0,0,0.0,0,0.19,1,22,0,64.7,70.3,51.7,,52.4,0.0,0,0,7,0.0,0,19,0,52.6,1,100.0,19,73.7,14,95.8,1,0,26.3,5,7,0,0.0,7.0,0.37
Skyy Moore,97116,WR,GB,1,13.0,0,0.0,,0,0,0,,0,-1.02,0,12,0,,71.2,54.6,,55.9,0.0,0,0,0,0.0,0,3,0,66.7,0,100.0,3,100.0,3,39.6,1,0,0.0,0,0,0,,,0.0
Ashton Dulin,91479,WR,IND,1,0.0,0,0.0,,0,0,0,,0,-0.99,0,14,0,,62.8,56.5,,56.8,0.0,0,0,0,0.0,0,6,0,0.0,0,100.0,6,0.0,0,39.6,1,0,100.0,6,0,0,,,0.0
Jordan Whittington,97623,WR,LA,1,8.0,0,100.0,,0,0,0,0.0,0,-0.32,0,26,0,64.7,17.1,54.9,,54.9,0.0,0,0,8,0.0,0,14,0,46.2,1,92.9,13,42.9,6,100.0,1,0,57.1,8,8,0,0.0,8.0,0.62
Jonathan Mingo,97774,WR,DAL,1,11.0,0,100.0,,0,0,0,0.0,0,0.35,1,9,0,64.7,61.2,69.7,,68.2,0.0,0,0,10,0.0,0,7,0,57.1,1,100.0,7,0.0,0,108.3,1,0,100.0,7,10,-1,-1.0,10.0,1.43
Rashod Bateman,84296,WR,BLT,1,16.0,0,0.0,,0,0,0,,0,0.47,0,3,0,64.7,61.2,58.7,,58.6,0.0,0,0,0,0.0,0,29,0,59.3,0,93.1,27,27.6,8,39.6,1,0,72.4,21,0,0,,,0.0
Daniel Bellinger,84041,TE,TEN,1,1.0,0,100.0,,0,0,0,0.0,0,-0.39,0,31,0,64.7,61.2,56.4,70.0,58.5,28.6,2,0,7,28.6,2,7,0,28.6,1,71.4,5,28.6,2,95.8,1,0,28.6,2,7,6,6.0,7.0,1.4
Jeremy Ruckert,84029,TE,NYJ,1,0.0,0,100.0,,0,0,0,0.0,0,0.4,0,22,0,64.7,61.2,57.7,70.6,53.5,87.5,7,0,4,25.0,2,8,0,71.4,1,75.0,6,12.5,1,83.3,1,0,0.0,0,4,4,4.0,4.0,0.67
Jared Wayne,99691,WR,HST,1,12.0,0,100.0,100.0,1,1,0,0.0,0,-0.03,1,13,0,68.3,64.0,65.1,,65.7,0.0,0,0,12,0.0,0,11,0,50.0,1,72.7,8,18.2,2,116.7,1,0,81.8,9,12,0,0.0,12.0,1.5
Davis Allen,99697,TE,LA,1,-1.0,0,100.0,,0,0,0,0.0,0,1.19,1,26,0,64.7,61.2,64.9,,70.8,50.0,3,0,13,0.0,0,6,0,100.0,1,66.7,4,16.7,1,118.8,1,0,33.3,2,13,14,14.0,13.0,3.25
Luke Schoonmaker,84005,TE,DAL,1,12.0,0,100.0,,0,0,0,0.0,0,0.2,0,9,0,64.7,61.2,57.1,70.2,70.4,62.5,5,0,12,12.5,1,8,1,50.0,1,62.5,5,25.0,2,116.7,1,0,12.5,1,12,0,0.0,12.0,2.4
Kyle Pitts,83964,TE,ATL,1,27.0,0,0.0,0.0,0,1,0,,0,-0.87,0,2,0,,,41.0,,49.8,45.5,10,0,0,0.0,0,22,0,33.3,0,95.5,21,27.3,6,39.6,1,0,27.3,6,0,0,,,0.0
Cade Stover,101486,TE,HST,1,-2.0,0,100.0,,0,0,0,0.0,0,0.38,0,13,0,64.7,61.2,68.8,,55.4,80.0,4,0,-2,0.0,0,5,0,50.0,1,80.0,4,20.0,1,79.2,1,0,0.0,0,-2,0,0.0,-2.0,-0.5
Derius Davis,78196,WR,LAC,1,54.0,0,0.0,0.0,0,1,0,,0,-1.02,0,27,0,,69.0,53.0,,53.9,0.0,0,1,0,0.0,0,10,0,22.2,0,90.0,9,90.0,9,0.0,1,0,10.0,1,0,0,,,0.0
Tyquan Thornton,78092,WR,KC,1,34.0,0,0.0,,0,0,0,,0,0.41,0,16,0,,,50.1,,51.0,0.0,0,0,0,0.0,0,25,0,58.3,0,96.0,24,28.0,7,39.6,1,0,72.0,18,0,0,,,0.0
Jacory Croskey-Merritt,102382,HB,WAS,1,-7.0,0,100.0,,0,0,0,0.0,0,0.1,0,32,0,64.7,24.2,46.3,26.3,55.3,0.0,0,0,-7,23.5,4,17,1,43.8,1,76.5,13,0.0,0,79.2,1,0,17.6,3,-7,0,0.0,-7.0,-0.54
Blake Whiteheart,77881,TE,CLV,1,6.0,0,100.0,,0,0,0,0.0,0,-0.62,1,8,0,64.7,61.2,59.9,72.9,69.6,91.7,11,0,14,25.0,3,12,1,41.7,1,75.0,9,0.0,0,118.8,1,0,8.3,1,14,8,8.0,14.0,1.56
Kenneth Gainwell,77737,HB,TB,1,-5.0,2,100.0,,0,0,0,0.0,0,-0.05,0,30,0,68.3,71.9,60.0,72.7,66.4,0.0,0,0,3,17.6,3,17,0,53.3,1,76.5,13,17.6,3,79.2,1,0,5.9,1,3,8,8.0,3.0,0.23
Travis Hunter,160766,WR,JAX,1,-3.0,1,100.0,,0,0,0,0.0,0,1.19,0,15,0,64.7,64.6,73.2,,73.9,0.0,0,0,8,0.0,0,3,0,100.0,1,100.0,3,33.3,1,100.0,1,0,66.7,2,8,11,11.0,8.0,2.67
Jaylin Lane,121811,WR,WAS,1,4.0,0,100.0,,0,0,0,0.0,0,0.06,0,32,0,64.7,74.4,56.0,,56.0,0.0,0,0,4,0.0,0,9,0,44.4,1,100.0,9,66.7,6,83.3,1,0,33.3,3,4,0,0.0,4.0,0.44
George Holani,72154,HB,SEA,1,3.0,0,0.0,,0,0,0,,0,-0.35,0,29,0,,72.1,45.7,56.6,55.1,0.0,0,0,0,46.2,6,13,0,25.0,0,53.8,7,7.7,1,39.6,1,0,7.7,1,0,0,,,0.0
Tanner Hudson,66924,TE,CIN,1,4.0,0,100.0,,0,0,0,0.0,0,-1.0,0,7,0,64.7,61.2,56.4,,57.0,0.0,0,0,4,0.0,0,4,0,0.0,1,100.0,4,100.0,4,83.3,1,0,0.0,0,4,0,0.0,4.0,1.0
Marlin Klein,162818,TE,HST,1,14.0,0,100.0,,0,0,0,0.0,0,0.16,1,13,0,64.7,61.2,72.4,,80.8,66.7,2,0,16,0.0,0,3,0,50.0,1,66.7,2,33.3,1,118.8,1,0,0.0,0,16,2,2.0,16.0,8.0
Bo Melton,61610,WR,GB,1,10.0,0,100.0,,0,0,0,0.0,0,0.25,1,12,0,64.7,70.9,71.6,,69.6,0.0,0,0,10,0.0,0,6,0,66.7,1,100.0,6,50.0,3,108.3,1,0,50.0,3,10,0,0.0,10.0,1.67
Seth McGowan,122936,HB,IND,1,-2.0,0,100.0,,0,0,0,0.0,0,-1.02,0,14,0,64.7,72.0,56.1,22.3,62.7,0.0,0,0,0,33.3,2,6,0,0.0,1,66.7,4,0.0,0,79.2,1,0,0.0,0,0,2,2.0,0.0,0.0
Cody White,61448,WR,LV,1,4.0,0,0.0,0.0,0,1,0,,0,0.5,0,23,0,,,55.2,,55.6,0.0,0,0,0,0.0,0,5,0,40.0,0,100.0,5,40.0,2,39.6,1,0,60.0,3,0,0,,,0.0
Quintin Morris,61182,TE,JAX,1,2.0,0,0.0,,0,0,0,,0,0.37,0,15,0,,,73.2,,47.5,100.0,7,0,0,0.0,0,7,0,71.4,0,100.0,7,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
Tez Johnson,123709,WR,TB,1,16.0,0,0.0,,0,0,0,100.0,1,-1.76,0,30,0,28.0,66.2,41.1,,42.5,0.0,0,0,0,0.0,0,7,0,0.0,0,85.7,6,57.1,4,39.6,1,0,42.9,3,0,0,,,0.0
Arian Smith,124039,WR,NYJ,1,4.0,0,0.0,,0,0,0,100.0,1,-0.63,0,22,0,27.9,,29.3,,40.7,0.0,0,0,0,0.0,0,1,0,0.0,0,100.0,1,100.0,1,39.6,1,0,0.0,0,0,0,,,0.0
Woody Marks,124179,HB,HST,1,-2.0,0,100.0,,0,0,0,0.0,0,0.19,0,13,0,64.7,75.1,74.7,74.5,55.3,0.0,0,0,-2,37.9,11,29,0,48.0,1,48.3,14,0.0,0,79.2,1,0,0.0,0,-2,0,0.0,-2.0,-0.14
MarShawn Lloyd,124247,HB,GB,1,18.0,0,0.0,0.0,0,1,0,,0,0.47,0,12,0,,74.7,61.1,47.4,54.2,6.3,1,0,0,56.3,9,16,0,50.0,0,43.8,7,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
Brock Wright,60994,TE,DET,1,2.0,0,100.0,,0,0,0,0.0,0,-0.18,0,11,0,64.7,61.2,56.6,45.0,52.5,100.0,14,0,5,50.0,7,14,0,42.9,1,50.0,7,0.0,0,87.5,1,0,0.0,0,5,3,3.0,5.0,0.71
Jake Briningstool,124831,TE,KC,1,4.0,0,100.0,,0,0,0,0.0,0,0.46,0,16,0,64.7,61.2,74.6,,78.6,33.3,1,0,9,0.0,0,3,0,66.7,1,100.0,3,33.3,1,104.2,1,0,33.3,1,9,5,5.0,9.0,3.0
Matthew Hibner,129581,TE,BLT,1,1.0,0,100.0,,0,0,0,0.0,0,1.45,1,3,0,64.7,61.2,81.0,,77.5,83.3,5,0,13,0.0,0,6,0,80.0,1,83.3,5,16.7,1,118.8,1,0,0.0,0,13,12,12.0,13.0,2.6
Noah Gray,60878,TE,KC,1,5.0,0,100.0,,0,0,0,0.0,0,-0.27,0,16,0,64.7,61.2,47.2,76.9,51.5,62.5,10,0,5,31.3,5,16,0,43.8,1,68.8,11,18.8,3,87.5,1,0,6.3,1,5,0,0.0,5.0,0.45
Nate Boerkircher,129676,TE,JAX,1,2.0,0,100.0,,0,0,0,0.0,0,0.59,0,15,0,64.7,61.2,60.3,71.9,64.6,66.7,8,0,9,16.7,2,12,1,66.7,1,83.3,10,0.0,0,104.2,1,0,33.3,4,9,7,7.0,9.0,0.9
Theo Johnson,129787,TE,NYG,1,1.0,0,100.0,,0,0,0,0.0,0,0.84,0,21,0,64.7,61.2,54.9,69.6,62.0,43.8,7,0,9,6.3,1,16,0,75.0,1,93.8,15,37.5,6,104.2,1,0,18.8,3,9,8,8.0,9.0,0.6
D'Andre Swift,57212,HB,CHI,1,3.0,0,100.0,,0,0,0,0.0,0,-0.04,1,6,0,64.7,77.5,90.7,22.0,65.1,0.0,0,0,10,47.4,9,19,0,44.4,1,47.4,9,0.0,0,108.3,1,0,5.3,1,10,7,7.0,10.0,1.11
Ronnie Rivers,57208,HB,LA,1,1.0,1,100.0,,0,0,0,0.0,0,0.09,1,26,0,64.7,70.3,67.7,,78.7,0.0,0,0,5,0.0,0,3,0,66.7,1,100.0,3,0.0,0,87.5,1,0,0.0,0,5,4,4.0,5.0,1.67
Chimere Dike,129918,WR,TEN,1,3.0,0,100.0,,0,0,0,0.0,0,-0.56,0,31,0,64.7,17.2,59.3,,59.2,0.0,0,0,7,0.0,0,3,0,33.3,1,100.0,3,33.3,1,95.8,1,0,66.7,2,7,4,4.0,7.0,2.33
Drew Ogletree,138351,TE,IND,1,2.0,0,0.0,,0,0,0,100.0,1,-1.11,0,14,0,27.9,,29.4,66.3,28.5,100.0,2,0,0,50.0,1,2,0,0.0,0,50.0,1,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
Kaelon Black,138448,HB,SF,1,-6.0,0,100.0,,0,0,0,0.0,0,0.59,0,28,0,64.7,75.3,57.2,66.3,53.5,7.7,1,0,5,7.7,1,13,0,76.9,1,92.3,12,38.5,5,87.5,1,0,0.0,0,5,11,11.0,5.0,0.42
DeeJay Dallas,55632,HB,MIN,1,1.0,0,100.0,100.0,1,1,0,0.0,0,1.08,0,18,0,64.7,61.2,62.5,76.2,62.5,0.0,0,0,1,33.3,2,6,0,66.7,1,66.7,4,0.0,0,79.2,1,0,0.0,0,1,0,0.0,1.0,0.25
Dohnte Meyers,143800,WR,CIN,1,2.0,1,100.0,,0,0,0,0.0,0,-0.36,1,7,0,64.7,71.7,74.6,,69.5,0.0,0,0,18,0.0,0,6,0,40.0,1,83.3,5,66.7,4,118.8,1,0,33.3,2,18,16,16.0,18.0,3.6
Will Shipley,144138,HB,PHI,1,6.0,0,100.0,,0,0,0,0.0,0,0.1,0,24,0,64.7,68.6,61.3,73.1,70.4,0.0,0,0,8,12.5,1,8,0,37.5,1,87.5,7,0.0,0,100.0,1,0,0.0,0,8,2,2.0,8.0,1.14
Jimmy Horn Jr.,144483,WR,CAR,1,3.0,0,0.0,,0,0,0,,0,0.0,0,5,0,,73.8,52.9,,53.2,0.0,0,0,0,0.0,0,7,0,28.6,0,100.0,7,100.0,7,39.6,1,0,0.0,0,0,0,,,0.0
Jauan Jennings,48027,WR,MIN,1,26.0,0,0.0,,0,0,0,,0,0.17,0,18,0,,,46.4,,50.6,0.0,0,1,0,0.0,0,23,0,36.8,0,82.6,19,69.6,16,0.0,1,0,30.4,7,0,0,,,0.0
Keon Coleman,144949,WR,BUF,1,4.0,0,100.0,,0,0,0,0.0,0,0.38,0,4,0,64.7,61.2,52.9,,53.2,0.0,0,0,1,0.0,0,21,0,47.4,1,90.5,19,14.3,3,79.2,1,0,85.7,18,1,-3,-3.0,1.0,0.05
KaVontae Turpin,47658,WR,DAL,1,1.0,0,100.0,,0,0,0,0.0,0,1.44,1,9,0,64.7,72.0,70.3,,68.3,0.0,0,0,8,0.0,0,7,0,100.0,1,71.4,5,71.4,5,100.0,1,0,28.6,2,8,7,7.0,8.0,1.6
