player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Carlos Dunlap,5579,ED,SEA,17,44,0,29,1,,,1.5,,,0,0,,60.6,0,,0.0,0,0,0.0,0,1,2.3,65,3,1,0,0,0,0,,,0,0,3.3,100.0,16.7,11.0,11.0,0,0,0.0,55.4,0,12,0.0,0,0,90.3,3,35,79.5,209,4,4,3,0,17,7,0.5,5.7
Corey Peters,5607,DI,ARZ,15,6,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,45,0,0,0,0,0,0,,,0,0,,,5.0,,,0,0,,53.8,0,,,0,0,0.0,0,6,100.0,121,0,0,0,0,0,0,0.0,
Everson Griffen,5624,ED,MIN,9,8,0,18,0,,,0.0,,,0,0,,,0,,100.0,2,0,0.0,0,0,0.0,104,1,0,0,0,0,0,,,0,0,3.0,100.0,5.1,7.0,7.0,0,0,0.0,65.1,0,5,0.0,0,0,87.5,1,8,100.0,158,3,1,1,0,5,2,0.7,5.0
Al Woods,5646,DI,SEA,16,7,0,29,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,27,0,0,0,0,0,0,,,0,2,5.0,100.0,3.2,7.0,7.0,0,0,0.0,54.4,0,10,0.0,0,0,108.3,1,7,100.0,221,2,0,1,0,10,5,1.4,10.0
Anthony Levine,6013,S,BLT,2,21,0,3,0,24.0,100.0,77.8,3.0,3.0,0,0,0.0,29.7,0,52,0.0,0,0,118.8,2,7,33.3,9,0,2,2,0,59,11,9.8,29.5,0,0,9.3,66.7,90.0,4.5,3.0,0,1,33.3,65.6,0,11,0.0,0,1,77.1,2,9,42.9,10,1,1,3,0,14,15,1.6,7.0
Andrew Sendejo,6118,S,IND,11,399,0,14,1,16.3,25.0,93.1,87.0,21.8,1,1,25.0,62.2,0,31,20.0,1,1,59.4,1,95,23.8,102,0,3,4,0,31,2,0.4,31.0,0,3,10.4,44.4,98.2,53.5,23.8,0,2,22.2,62.3,0,18,21.4,3,2,91.4,4,224,56.1,228,3,8,9,1,33,28,0.2,8.3
Von Miller,6154,ED,LA,19,69,0,26,0,,,2.4,,,0,0,,79.8,0,,0.0,0,0,0.0,0,4,5.8,168,5,2,0,0,0,0,0.0,,0,1,1.0,100.0,16.7,6.7,6.7,0,1,14.3,90.7,0,11,15.4,2,1,85.1,7,49,71.0,293,12,10,7,0,31,24,0.7,4.4
Patrick Peterson,6157,CB,MIN,13,548,0,18,1,9.8,46.2,100.0,17.7,8.2,0,2,15.4,56.2,0,18,0.0,0,1,63.9,6,117,21.4,117,0,2,13,0,73,37,0.7,12.2,0,1,11.0,67.6,100.0,12.0,8.1,0,2,5.4,56.9,1,77,14.8,4,1,111.1,25,314,57.3,314,6,22,37,3,328,151,1.1,13.1
J.J. Watt,6163,DI,ARZ,8,5,0,1,0,,,1.6,,,0,0,,60.0,0,,100.0,2,0,0.0,0,1,20.0,63,1,0,0,0,0,0,0.0,,0,0,,,3.1,,,0,0,,58.4,0,,,0,0,0.0,0,4,80.0,131,0,0,0,0,0,0,0.0,
Robert Quinn,6166,ED,CHI,16,43,0,6,0,,,2.1,,,0,0,,73.2,0,,66.7,2,0,0.0,0,3,7.0,143,6,1,0,0,0,0,0.0,,0,2,4.0,33.3,20.2,29.0,9.7,0,0,0.0,69.5,0,-4,0.0,0,0,42.4,1,35,81.4,173,8,2,3,0,-4,0,-0.1,-4.0
Ryan Kerrigan,6168,ED,PHI,17,2,0,24,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,40,2,0,0,0,0,0,,,0,0,,,0.7,,,0,0,,66.9,0,,0.0,0,0,0.0,0,1,50.0,136,1,1,0,0,0,0,0.0,
Cameron Jordan,6176,ED,NO,16,12,0,20,0,,,3.6,,,0,0,,78.8,0,,0.0,0,0,0.0,0,7,58.3,192,8,3,0,0,0,0,0.0,,0,1,,,1.3,,,0,0,,82.7,0,,0.0,0,0,0.0,0,4,33.3,318,8,1,0,0,0,0,0.0,
Jimmy Smith,6179,CB,BLT,10,188,0,3,1,7.5,54.5,100.0,9.0,4.9,0,2,18.2,45.3,0,11,16.7,1,1,69.1,6,59,31.4,59,0,4,11,0,57,33,1.1,9.5,0,0,17.2,20.0,97.6,80.0,16.0,0,0,0.0,74.6,0,3,40.0,2,0,39.6,1,83,44.1,85,1,3,5,0,3,3,0.0,3.0
Justin Houston,6222,ED,BLT,15,26,0,3,1,,,5.3,,,0,0,,74.6,0,,0.0,0,0,0.0,0,9,34.6,169,3,0,0,0,0,0,0.0,,0,1,0.0,100.0,8.4,14.0,14.0,1,1,100.0,81.6,0,29,33.3,2,1,118.8,1,15,57.7,179,5,3,1,0,29,29,2.1,29.0
K.J. Wright,6251,LB,LV,18,211,0,23,0,4.0,100.0,93.1,12.5,12.5,0,0,0.0,40.7,0,16,0.0,0,0,158.3,2,27,12.8,29,0,1,2,1,30,22,1.2,15.0,0,5,2.4,92.9,99.4,11.8,11.0,0,0,0.0,65.1,0,29,7.7,1,0,102.1,13,165,78.2,166,3,7,14,0,119,85,0.8,9.2
Buster Skrine,6289,CB,TEN,7,181,0,31,0,14.0,37.5,100.0,16.0,6.0,0,1,12.5,69.7,0,11,0.0,0,1,47.4,3,52,28.7,52,0,2,8,0,27,4,0.6,9.0,0,2,13.1,78.6,96.6,9.9,7.8,0,0,0.0,56.8,1,41,13.3,2,0,80.1,11,114,63.0,118,5,11,14,0,145,40,1.3,13.2
Richard Sherman,6306,CB,TB,5,117,0,30,0,4.3,83.3,100.0,8.4,7.0,0,0,0.0,49.1,1,24,66.7,2,0,70.1,5,46,39.3,46,1,1,6,0,62,43,1.5,12.4,0,0,10.7,57.1,95.4,14.8,8.4,0,0,0.0,57.3,0,16,20.0,2,0,74.7,4,62,53.0,65,2,8,7,0,42,1,0.7,10.5
Pernell McPhee,6317,ED,BLT,10,13,0,3,0,,,8.1,,,0,0,,63.6,0,,,0,0,0.0,0,5,38.5,62,1,0,0,0,0,0,0.0,,0,0,0.0,100.0,13.0,7.0,7.0,0,0,0.0,50.5,0,8,33.3,1,0,100.0,1,7,53.8,54,1,2,1,0,8,8,1.1,8.0
Malcolm Smith,6394,LB,CLV,15,245,0,8,1,1.0,66.7,85.5,12.0,8.0,0,1,16.7,55.9,0,22,0.0,0,1,129.9,4,53,21.6,62,1,2,6,1,47,47,1.0,11.8,0,1,2.3,88.5,94.9,6.3,5.5,0,2,7.7,80.8,2,18,18.8,3,2,64.1,23,150,61.2,158,9,12,26,0,184,145,1.3,8.0
Chris Harris Jr.,6457,CB,LAC,14,454,0,27,0,9.6,55.6,97.2,12.4,6.9,0,0,0.0,47.5,0,28,0.0,0,0,109.5,10,137,30.2,141,2,9,18,3,93,28,0.8,9.3,0,0,10.2,69.6,95.3,11.9,8.3,0,3,13.0,68.1,1,44,16.7,3,1,80.0,16,203,44.7,213,2,15,23,0,210,66,1.1,13.1
Josh Bynes,6503,LB,BLT,14,269,0,3,2,7.0,75.0,75.9,18.7,14.0,0,1,25.0,69.2,0,14,0.0,0,1,133.3,3,63,23.4,83,1,2,4,1,28,15,0.5,9.3,0,4,4.3,81.0,95.1,8.7,7.0,1,1,4.8,62.2,0,38,8.0,2,1,97.6,17,156,58.0,164,8,19,21,0,156,88,1.1,9.2
Mario Addison,6558,ED,BUF,19,25,0,4,0,1.0,100.0,7.8,9.0,9.0,0,0,0.0,66.5,0,6,33.3,1,0,91.7,1,10,40.0,129,3,2,1,0,6,5,0.7,6.0,0,0,1.0,100.0,6.8,12.0,12.0,0,0,0.0,61.9,0,10,80.0,4,0,108.3,1,13,52.0,190,5,1,1,0,10,9,0.8,10.0
Stephon Gilmore,7016,CB,CAR,8,172,0,5,0,10.2,33.3,100.0,21.0,7.0,0,1,11.1,85.6,2,14,0.0,0,0,39.8,3,69,40.1,69,1,2,9,1,21,0,0.3,7.0,0,0,8.1,90.0,100.0,8.8,7.9,1,0,0.0,69.4,0,23,0.0,0,0,108.3,9,81,47.1,81,2,6,10,0,100,33,1.3,11.1
Michael Brockers,7020,DI,DET,16,2,0,11,0,,,1.4,,,0,0,,60.0,0,,0.0,0,0,0.0,0,1,50.0,72,2,1,0,0,0,0,0.0,,0,1,,,0.5,,,0,0,,59.0,0,,0.0,0,0,0.0,0,1,50.0,183,1,1,0,0,0,0,0.0,
Bruce Irvin,7021,ED,CHI,6,4,0,6,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,33,0,0,0,0,0,0,,,0,0,1.0,100.0,15.4,4.0,4.0,0,0,0.0,64.9,0,7,0.0,0,0,95.8,1,4,100.0,26,0,1,1,0,7,6,1.8,7.0
Dre Kirkpatrick,7023,CB,SF,3,45,0,28,0,8.0,0.0,100.0,,9.0,0,0,0.0,48.0,0,,,0,0,39.6,0,11,24.4,11,0,0,1,0,0,0,0.0,,0,0,13.0,80.0,100.0,7.5,6.0,0,0,0.0,47.1,0,28,0.0,0,0,158.3,4,30,66.7,30,2,5,5,1,74,17,2.5,18.5
Melvin Ingram III,7024,ED,KC,18,40,0,16,0,,,2.0,,,0,0,,63.9,0,,0.0,0,0,0.0,0,3,7.5,153,1,1,0,0,0,0,0.0,,0,1,4.0,100.0,12.5,6.4,6.4,0,1,20.0,48.2,0,13,33.3,1,0,105.8,5,33,82.5,265,3,1,5,0,47,27,1.5,9.4
Chandler Jones,7027,ED,ARZ,16,46,0,1,0,,,1.4,,,0,0,,60.6,0,,100.0,1,0,0.0,0,2,4.3,148,3,0,0,0,0,0,0.0,,0,0,2.9,85.7,13.3,7.0,6.0,0,1,14.3,41.0,0,18,0.0,0,0,116.1,6,42,91.3,315,4,4,7,0,83,58,2.0,13.8
Dont'a Hightower,7030,LB,NE,16,263,0,19,1,1.7,100.0,55.2,15.3,15.3,0,0,0.0,62.0,0,10,12.5,1,0,91.7,6,95,36.1,172,3,6,6,0,36,26,0.4,6.0,0,2,4.4,92.6,82.4,5.5,5.1,0,0,0.0,41.7,0,23,14.3,3,0,106.5,25,145,55.1,176,3,16,27,0,258,147,1.9,10.3
Whitney Mercilus,7031,ED,GB,11,4,0,12,0,,,6.0,,,0,0,,62.1,0,,,0,0,0.0,0,3,75.0,50,1,0,0,0,0,0,0.0,,0,0,,,0.9,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,108,0,0,0,0,0,0,0.0,
Janoris Jenkins,7043,CB,TEN,15,650,0,31,0,11.3,62.9,100.0,8.2,5.2,0,5,14.3,55.0,0,29,0.0,0,3,88.6,22,195,30.0,195,5,16,35,1,207,44,1.1,9.4,0,5,11.6,61.0,99.7,14.4,8.8,1,2,4.9,61.4,0,54,19.2,5,1,112.7,25,376,57.8,377,5,16,41,3,348,122,1.0,13.9
Bobby Wagner,7050,LB,SEA,16,626,0,29,2,-0.3,83.3,70.6,12.4,10.3,0,0,0.0,77.4,0,10,0.0,0,0,85.4,5,72,11.5,102,2,4,6,0,27,32,0.4,5.4,0,11,5.1,84.7,95.5,7.8,6.6,0,2,3.4,53.8,1,26,5.8,3,2,96.0,50,406,64.9,425,10,38,59,0,515,313,1.3,10.3
Tavon Wilson,7051,S,SF,3,60,0,28,0,,,100.0,,,0,0,,40.9,0,,0.0,0,0,0.0,0,9,15.0,9,0,1,0,0,0,0,0.0,,0,1,27.7,66.7,97.7,19.5,13.0,0,2,66.7,64.3,0,33,0.0,0,2,109.7,2,43,71.7,44,0,4,3,0,42,7,1.1,21.0
Lavonte David,7060,LB,TB,14,576,0,30,0,0.8,90.0,77.1,11.8,10.6,0,0,0.0,76.1,0,18,0.0,0,0,93.8,9,118,20.5,153,4,11,10,0,65,55,0.6,7.2,0,9,2.5,85.7,92.7,8.7,7.4,1,2,4.1,76.5,0,24,7.8,4,1,101.4,42,382,66.3,412,17,38,49,1,328,226,0.9,7.8
Casey Hayward Jr.,7064,CB,LV,18,712,0,23,0,12.7,73.3,100.0,10.0,7.3,1,2,13.3,57.5,0,47,9.1,1,2,137.5,11,121,17.0,121,2,10,15,1,204,53,1.9,18.5,0,0,15.3,42.1,100.0,30.2,12.7,0,6,15.8,84.3,0,21,5.0,1,5,53.6,16,510,71.6,510,5,19,38,0,150,55,0.3,9.4
Demario Davis,7079,LB,NO,16,550,0,20,2,2.2,54.5,60.8,21.8,11.9,0,1,9.1,73.5,0,8,0.0,0,1,60.0,6,144,26.2,237,6,10,11,0,18,26,0.1,3.0,0,13,6.4,70.0,93.0,12.1,8.5,1,4,10.0,67.5,0,27,7.7,3,3,86.1,28,359,65.3,386,8,23,40,0,247,123,0.7,8.8
Danny Trevathan,7177,LB,CHI,5,42,0,6,0,5.0,100.0,100.0,11.0,11.0,0,0,0.0,57.3,0,11,0.0,0,0,112.5,1,13,31.0,13,1,2,1,0,11,6,1.0,11.0,0,1,7.0,100.0,93.3,4.0,4.0,0,0,0.0,34.4,0,15,25.0,1,0,109.7,3,14,33.3,15,0,2,3,0,31,10,2.6,10.3
Rodney McLeod,7271,S,PHI,14,474,0,24,1,9.0,33.3,98.1,97.0,32.3,0,0,0.0,54.6,2,19,0.0,0,0,16.7,1,103,21.7,105,0,2,3,0,19,12,0.2,19.0,0,5,10.1,61.1,99.7,25.3,15.4,1,2,11.1,61.8,0,36,11.8,4,2,104.6,11,288,60.8,289,5,25,18,1,143,35,0.5,13.0
Michael Thomas,7279,S,CIN,6,49,0,7,0,,,100.0,,,0,0,,50.2,0,,,0,0,0.0,0,14,28.6,14,0,0,0,0,0,0,0.0,,0,1,8.6,80.0,100.0,7.0,5.6,0,1,20.0,60.3,0,28,0.0,0,1,105.8,4,29,59.2,29,0,4,5,0,47,29,1.7,11.8
Tashaun Gipson Sr.,7288,S,CHI,12,362,0,6,0,2.6,75.0,97.5,17.5,13.1,0,2,25.0,69.4,1,12,14.3,1,0,86.5,6,118,32.6,121,1,6,8,1,42,43,0.4,7.0,0,3,5.9,82.4,98.1,10.2,8.4,0,0,0.0,53.5,1,37,5.3,1,0,81.4,14,152,42.0,155,5,15,17,0,160,83,1.1,11.4
Julian Stanford,7372,LB,CAR,4,35,0,5,0,-8.0,100.0,100.0,10.0,10.0,0,0,0.0,54.9,0,-7,,0,0,79.2,1,13,37.1,13,0,0,1,0,-7,1,-0.7,-7.0,0,0,12.0,100.0,72.7,15.0,15.0,0,0,0.0,55.4,0,28,,0,0,118.8,1,16,45.7,22,0,0,1,0,28,16,1.9,28.0
Harrison Smith,7641,S,MIN,15,615,0,18,3,9.4,60.0,95.0,40.3,24.2,0,0,0.0,74.4,1,6,12.5,2,0,26.7,3,134,21.8,141,2,11,5,0,17,5,0.1,5.7,0,5,10.6,75.0,90.4,21.5,16.2,1,4,20.0,69.1,0,35,2.6,1,4,106.9,15,340,55.3,376,5,33,20,0,203,76,0.6,13.5
Josh Norman,7649,CB,SF,16,479,0,28,1,9.7,73.9,100.0,5.7,4.2,0,1,4.3,27.4,0,30,8.3,1,0,138.6,17,109,22.8,109,3,10,23,5,195,62,2.0,11.5,0,2,19.0,60.7,99.7,16.1,9.8,1,4,14.3,67.8,1,57,0.0,0,4,94.6,17,292,61.0,293,3,17,28,1,302,66,1.1,17.8
Justin Bethel,7654,CB,NE,10,39,0,19,0,19.0,100.0,100.0,6.0,6.0,0,0,0.0,40.7,0,35,0.0,0,0,118.8,2,12,30.8,12,0,1,2,0,43,5,3.6,21.5,0,0,8.0,66.7,100.0,10.0,6.7,0,0,0.0,70.7,0,16,0.0,0,0,85.4,2,20,51.3,20,1,3,3,0,20,13,1.0,10.0
D.J. Hayden,7793,CB,WAS,1,2,0,32,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,4.0,100.0,100.0,2.0,2.0,0,0,0.0,29.0,0,61,100.0,1,0,118.8,1,2,100.0,2,0,0,1,0,61,57,30.5,61.0
Sheldon Richardson,7794,DI,MIN,17,1,0,18,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,105,1,1,0,0,0,0,,,0,0,,,0.4,,,0,0,,69.8,0,,0.0,0,0,0.0,0,1,100.0,271,6,6,0,0,0,0,0.0,
Desmond Trufant,7803,CB,LV,11,187,0,23,1,14.9,55.6,100.0,7.0,3.9,0,2,22.2,68.5,0,28,0.0,0,0,81.3,5,37,19.8,37,1,4,9,0,71,9,2.0,14.2,0,0,11.3,52.4,100.0,10.9,5.7,0,3,14.3,58.6,0,20,7.7,1,3,68.2,11,127,67.9,127,2,12,21,0,113,24,0.9,10.3
Xavier Rhodes,7806,CB,IND,13,402,0,14,0,9.4,45.0,100.0,10.3,4.7,0,2,10.0,38.0,0,57,50.0,2,1,79.2,9,97,24.1,97,0,2,20,1,110,72,1.2,12.2,0,3,11.6,66.7,100.0,9.8,6.5,0,6,16.7,72.8,1,33,4.0,1,4,95.9,24,244,60.7,244,3,21,36,1,351,93,1.5,14.6
Alec Ogletree,7811,LB,CHI,16,330,0,6,1,4.8,100.0,79.6,13.6,13.6,0,0,0.0,39.1,0,20,0.0,0,0,111.7,5,74,22.4,93,1,7,5,0,54,30,0.8,10.8,0,1,6.4,72.7,94.9,17.8,12.9,0,1,9.1,48.3,0,18,33.3,5,1,81.3,8,148,44.8,156,6,9,11,0,49,25,0.3,6.1
Darius Slay,7817,CB,PHI,17,615,0,24,0,14.0,50.0,100.0,11.1,5.6,0,5,25.0,66.0,0,49,12.5,1,4,95.8,10,117,19.0,117,2,7,20,1,170,30,1.5,17.0,0,2,11.6,59.5,100.0,14.8,8.8,1,4,9.5,81.2,2,22,6.3,2,1,60.8,25,383,62.3,383,10,28,42,1,212,60,0.6,8.5
Kevin Minter,7826,LB,TB,11,188,0,30,0,-2.0,100.0,73.7,19.5,19.5,0,0,0.0,66.1,0,19,50.0,1,0,106.3,2,42,22.3,57,1,1,2,0,19,23,0.5,9.5,0,3,3.6,68.4,86.7,9.1,6.2,1,0,0.0,49.0,0,24,27.8,5,0,78.4,13,124,66.0,143,4,10,19,0,88,72,0.7,6.8
Jon Bostic,7831,LB,WAS,4,98,0,32,0,2.0,100.0,60.7,15.0,15.0,0,0,0.0,51.7,0,17,0.0,0,0,118.8,1,17,17.3,28,0,1,1,0,17,15,1.1,17.0,0,2,10.8,92.3,93.8,4.8,4.4,0,1,7.7,32.0,0,23,12.5,1,0,118.3,12,61,62.2,65,1,5,13,0,161,38,2.8,13.4
Jamie Collins Sr.,7833,LB,NE,13,115,0,19,0,-1.0,100.0,47.5,13.0,13.0,1,1,50.0,79.3,1,11,0.0,0,1,89.6,2,28,24.3,59,1,3,2,1,11,13,0.4,5.5,0,1,4.0,100.0,82.2,10.1,10.1,0,0,0.0,69.6,0,22,14.3,1,0,105.4,7,74,64.3,90,2,5,7,0,65,37,0.9,9.3
Robert Alford,7841,CB,ARZ,13,408,0,1,1,7.7,72.7,100.0,6.5,4.7,1,2,9.1,57.0,0,40,7.7,1,2,135.4,16,112,27.5,112,3,11,22,3,175,72,1.7,10.9,0,2,11.3,66.7,99.6,11.6,7.7,0,3,11.1,68.1,0,52,26.7,4,2,105.0,18,222,54.4,223,1,9,27,1,227,65,1.1,12.6
Tyrann Mathieu,7850,S,KC,19,687,0,16,0,3.8,77.8,90.6,15.1,11.7,0,0,0.0,78.2,1,20,4.0,1,0,67.8,14,230,33.5,254,8,24,18,0,105,80,0.5,7.5,0,5,6.5,78.3,95.8,18.2,14.3,1,2,8.7,66.2,2,72,10.3,3,1,85.3,18,343,49.9,358,8,21,23,1,223,155,0.7,12.4
John Jenkins,7863,DI,MIA,7,3,0,17,0,,,7.1,,,0,0,,58.0,0,,,0,0,0.0,0,2,66.7,28,0,0,0,0,0,0,0.0,,0,0,,,3.0,,,0,0,,59.8,0,,,0,0,0.0,0,1,33.3,33,0,0,0,0,0,0,0.0,
Logan Ryan,7864,S,NYG,15,567,0,21,2,10.8,87.5,95.0,15.7,13.8,1,2,25.0,44.5,0,36,4.8,1,2,118.8,7,115,20.3,121,1,18,8,0,108,30,1.0,15.4,0,10,7.0,80.8,93.5,17.2,13.9,1,3,11.5,51.9,0,24,14.0,6,3,98.6,21,373,65.8,399,9,27,26,0,199,80,0.6,9.5
Shawn Williams,7865,S,ATL,5,72,0,2,0,,,92.6,,,0,0,,68.9,0,,0.0,0,0,0.0,0,25,34.7,27,0,1,0,0,0,0,0.0,,0,1,4.3,75.0,97.7,13.3,10.0,0,0,0.0,63.8,0,15,25.0,1,0,83.3,3,42,58.3,43,1,2,4,0,18,19,0.5,6.0
Duron Harmon,7872,S,ATL,17,593,0,2,0,4.8,33.3,96.1,90.0,30.0,2,2,33.3,65.2,2,6,0.0,0,2,2.8,2,198,33.4,206,0,4,6,0,10,9,0.1,5.0,0,5,8.2,78.9,97.5,22.6,17.8,0,1,5.3,52.5,0,24,5.9,2,1,123.2,15,352,59.4,361,5,27,19,1,178,92,0.5,11.9
Alex Okafor,7885,ED,KC,20,16,0,16,0,,,3.0,,,0,0,,60.6,0,,,0,0,0.0,0,3,18.8,99,1,0,0,0,0,0,0.0,,0,0,1.0,0.0,4.8,,8.0,0,0,0.0,62.3,0,,0.0,0,0,39.6,0,8,50.0,165,2,1,1,0,0,0,0.0,
William Gholston,7908,DI,TB,19,4,0,30,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,92,1,0,0,0,0,0,,,0,0,10.0,0.0,2.0,,3.0,0,0,0.0,64.8,0,,50.0,2,0,39.6,0,4,100.0,204,6,2,1,0,0,0,0.0,
John Simon,7911,ED,PIT,3,3,0,25,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,11,0,0,0,0,0,0,,,0,0,,,25.0,,,0,0,,60.8,0,,,0,0,0.0,0,2,66.7,8,0,0,0,0,0,0,0.0,
