year,week,player,pos,base_proj,var_proj,actual,var_error,perstat_shift,abs_error
2024,6,Tyler Lockett,WR,11.31,11.21,16.5,-5.29,-0.1,5.29
2025,12,Bijan Robinson,RB,19.53,19.99,14.7,5.29,0.46,5.29
2025,14,Darnell Mooney,WR,6.7,6.89,1.6,5.29,0.19,5.29
2025,14,Woody Marks,RB,10.32,10.32,15.6,-5.28,0.0,5.28
2024,12,Brock Bowers,TE,12.13,13.08,7.8,5.28,0.95,5.28
2025,3,Tucker Kraft,TE,11.37,11.18,5.9,5.28,-0.19,5.28
2024,18,Zach Ertz,TE,10.61,10.14,15.4,-5.26,-0.47,5.26
2025,6,Rachaad White,RB,12.53,12.34,17.6,-5.26,-0.19,5.26
2025,15,Terry McLaurin,WR,10.54,10.64,15.9,-5.26,0.1,5.26
2024,16,Tony Pollard,RB,13.08,13.26,8.0,5.26,0.18,5.26
2024,13,Bijan Robinson,RB,20.45,20.26,25.5,-5.24,-0.19,5.24
2025,4,Emeka Egbuka,WR,14.19,14.86,20.1,-5.24,0.67,5.24
2024,13,D'Andre Swift,RB,14.28,14.64,9.4,5.24,0.36,5.24
2024,4,Brock Bowers,TE,9.57,10.33,5.1,5.23,0.76,5.23
2025,6,Xavier Legette,WR,8.33,8.33,3.1,5.23,0.0,5.23
2025,17,Courtland Sutton,WR,13.62,13.23,8.0,5.23,-0.39,5.23
2024,7,Justice Hill,RB,8.75,8.57,13.8,-5.23,-0.18,5.23
2024,8,Zach Ertz,TE,9.47,9.47,14.7,-5.23,0.0,5.23
2025,18,Bo Nix,QB,16.2,15.76,10.54,5.22,-0.44,5.22
2024,15,Rome Odunze,WR,10.54,11.12,5.9,5.22,0.58,5.22
2024,7,Tony Pollard,RB,13.26,13.72,8.5,5.22,0.46,5.22
2025,16,Bo Nix,QB,20.85,20.4,15.18,5.22,-0.45,5.22
2025,8,Courtland Sutton,WR,16.59,15.92,10.7,5.22,-0.67,5.22
2025,8,Dalton Kincaid,TE,9.0,8.52,3.3,5.22,-0.48,5.22
2024,18,Tim Patrick,WR,9.19,8.71,3.5,5.21,-0.48,5.21
2024,7,Alec Pierce,WR,8.81,8.71,3.5,5.21,-0.1,5.21
2025,13,Javonte Williams,RB,11.97,11.79,17.0,-5.21,-0.18,5.21
2025,14,Rachaad White,RB,11.88,11.7,6.5,5.2,-0.18,5.2
2025,4,Elic Ayomanor,WR,11.02,11.6,6.4,5.2,0.58,5.2
2024,6,Bo Nix,QB,14.88,15.54,20.74,-5.2,0.66,5.2
2025,5,Marquise Brown,WR,14.38,14.0,8.8,5.2,-0.38,5.2
2025,4,Sterling Shepard,WR,8.71,9.19,4.0,5.19,0.48,5.19
2025,13,Troy Franklin,WR,9.58,9.29,4.1,5.19,-0.29,5.19
2025,17,Ladd McConkey,WR,9.19,9.29,4.1,5.19,0.1,5.19
2024,15,Jonathan Taylor,RB,15.11,15.29,10.1,5.19,0.18,5.19
2025,11,Oronde Gadsden II,TE,11.47,11.28,6.1,5.18,-0.19,5.18
2024,3,Jaxon Smith-Njigba,WR,12.08,12.08,6.9,5.18,0.0,5.18
2025,6,Josh Downs,WR,11.69,11.02,16.2,-5.18,-0.67,5.18
2024,13,Anthony Richardson,QB,15.91,15.98,21.16,-5.18,0.07,5.18
2024,16,Saquon Barkley,RB,22.01,21.83,27.0,-5.17,-0.18,5.17
2025,15,Jaxon Smith-Njigba,WR,13.71,13.13,18.3,-5.17,-0.58,5.17
2024,6,Lamar Jackson,QB,25.34,24.09,18.92,5.17,-1.25,5.17
2024,9,Patrick Mahomes,QB,19.96,19.37,24.54,-5.17,-0.59,5.17
2024,4,Stefon Diggs,WR,13.81,13.33,18.5,-5.17,-0.48,5.17
2024,12,Jordan Mason,RB,7.37,7.46,2.3,5.16,0.09,5.16
2024,15,Zach Ertz,TE,10.04,9.66,4.5,5.16,-0.38,5.16
2024,5,Chuba Hubbard,RB,12.07,12.34,17.5,-5.16,0.27,5.16
2025,9,Darnell Mooney,WR,7.66,7.66,2.5,5.16,0.0,5.16
2024,3,Nico Collins,WR,18.13,17.75,12.6,5.15,-0.38,5.15
2024,16,D'Andre Swift,RB,13.26,13.45,8.3,5.15,0.19,5.15
2025,8,Woody Marks,RB,9.86,9.95,15.1,-5.15,0.09,5.15
2024,12,Cedric Tillman,WR,7.56,7.95,2.8,5.15,0.39,5.15
2025,14,Trevor Lawrence,QB,14.07,14.21,19.36,-5.15,0.14,5.15
2024,15,Aaron Jones,RB,13.63,13.45,18.6,-5.15,-0.18,5.15
2025,6,Marvin Harrison Jr.,WR,10.06,10.35,5.2,5.15,0.29,5.15
2025,17,Josh Downs,WR,10.64,10.54,5.4,5.14,-0.1,5.14
2025,10,Emanuel Wilson,RB,6.63,6.54,1.4,5.14,-0.09,5.14
2024,12,Jayden Reed,WR,10.73,10.73,5.6,5.13,0.0,5.13
2024,10,CeeDee Lamb,WR,12.94,13.52,8.4,5.12,0.58,5.12
2025,13,Chris Olave,WR,9.19,9.58,14.7,-5.12,0.39,5.12
2024,16,Justice Hill,RB,8.29,8.11,3.0,5.11,-0.18,5.11
2025,9,Nico Collins,WR,9.1,9.39,14.5,-5.11,0.29,5.11
2025,8,Brashard Smith,RB,6.08,5.9,0.8,5.1,-0.18,5.1
2024,13,Calvin Ridley,WR,11.31,11.6,6.5,5.1,0.29,5.1
2024,11,Demarcus Robinson,WR,9.0,9.0,3.9,5.1,0.0,5.1
2025,10,David Montgomery,RB,15.38,15.2,10.1,5.1,-0.18,5.1
2024,7,Alexander Mattison,RB,9.3,10.22,15.3,-5.08,0.92,5.08
2024,3,Andrei Iosivas,WR,11.31,11.12,16.2,-5.08,-0.19,5.08
2025,17,Justin Jefferson,WR,11.69,12.08,7.0,5.08,0.39,5.08
2025,13,David Njoku,TE,6.72,7.48,2.4,5.08,0.76,5.08
2024,14,Christian Watson,WR,8.43,8.33,13.4,-5.07,-0.1,5.07
2025,5,Jakobi Meyers,WR,12.08,12.27,7.2,5.07,0.19,5.07
2025,6,Jacory Croskey-Merritt,RB,11.05,10.87,5.8,5.07,-0.18,5.07
2024,11,Jordan Love,QB,15.24,15.17,20.24,-5.07,-0.07,5.07
2024,16,Rico Dowdle,RB,13.08,13.17,8.1,5.07,0.09,5.07
2025,8,T.J. Hockenson,TE,9.47,9.66,4.6,5.06,0.19,5.06
2024,14,Allen Lazard,WR,7.66,7.85,2.8,5.05,0.19,5.05
2024,4,Jaylen Waddle,WR,12.75,12.65,7.6,5.05,-0.1,5.05
2024,4,Hunter Henry,TE,7.48,8.24,3.2,5.04,0.76,5.04
2025,3,Nico Collins,WR,17.07,17.36,22.4,-5.04,0.29,5.04
2025,15,Kyren Williams,RB,17.04,16.76,21.8,-5.04,-0.28,5.04
2025,4,D'Andre Swift,RB,10.96,10.96,16.0,-5.04,0.0,5.04
2025,17,Caleb Williams,QB,18.19,17.97,23.0,-5.03,-0.22,5.03
2025,16,DK Metcalf,WR,13.23,13.23,8.2,5.03,0.0,5.03
2025,6,Sam LaPorta,TE,11.66,11.47,16.5,-5.03,-0.19,5.03
2025,16,Brock Bowers,TE,8.24,9.28,14.3,-5.02,1.04,5.02
2025,17,Jalen Coker,WR,8.23,8.62,3.6,5.02,0.39,5.02
2025,10,Travis Etienne,RB,10.5,10.68,15.7,-5.02,0.18,5.02
2024,3,Tank Dell,WR,16.59,16.21,11.2,5.01,-0.38,5.01
2024,11,Rico Dowdle,RB,10.41,10.41,5.4,5.01,0.0,5.01
2025,10,Alvin Kamara,RB,8.38,9.49,14.5,-5.01,1.11,5.01
2024,7,Breece Hall,RB,20.82,21.09,26.1,-5.01,0.27,5.01
2024,11,Tyler Lockett,WR,8.91,8.91,3.9,5.01,0.0,5.01
2025,14,Lamar Jackson,QB,16.28,16.06,21.06,-5.0,-0.22,5.0
2024,18,Trey McBride,TE,14.7,14.51,19.5,-4.99,-0.19,4.99
2025,15,Jerry Jeudy,WR,8.71,9.19,4.2,4.99,0.48,4.99
2025,8,Jordan Addison,WR,16.4,16.59,11.6,4.99,0.19,4.99
2025,8,Isiah Pacheco,RB,11.05,10.78,5.8,4.98,-0.27,4.98
2025,3,J.K. Dobbins,RB,10.32,10.32,15.3,-4.98,0.0,4.98
2024,16,Kyren Williams,RB,15.01,14.92,19.9,-4.98,-0.09,4.98
2025,9,Kenneth Walker III,RB,13.17,13.08,8.1,4.98,-0.09,4.98
2024,15,Justin Herbert,QB,19.08,18.78,13.8,4.98,-0.3,4.98
2025,10,Trevor Lawrence,QB,14.51,14.8,9.82,4.98,0.29,4.98
2025,15,Jaylen Waddle,WR,9.39,9.58,4.6,4.98,0.19,4.98
2025,13,Shedeur Sanders,QB,14.73,15.54,10.56,4.98,0.81,4.98
2025,8,Kyle Monangai,RB,7.37,7.37,2.4,4.97,0.0,4.97
2025,4,Nick Chubb,RB,13.36,13.17,8.2,4.97,-0.19,4.97
2025,5,Tetairoa McMillan,WR,8.33,8.33,13.3,-4.97,0.0,4.97
2024,12,Jerome Ford,RB,8.2,8.66,3.7,4.96,0.46,4.96
2024,5,Courtland Sutton,WR,9.96,10.16,5.2,4.96,0.2,4.96
2025,17,Tee Higgins,WR,15.63,14.86,9.9,4.96,-0.77,4.96
2025,6,Tetairoa McMillan,WR,12.94,12.94,17.9,-4.96,0.0,4.96
2025,11,DJ Moore,WR,8.04,8.04,3.1,4.94,0.0,4.94
2024,11,Khalil Shakir,WR,10.25,10.06,15.0,-4.94,-0.19,4.94
2024,5,Marvin Harrison Jr.,WR,10.54,10.54,5.6,4.94,0.0,4.94
2024,16,Geno Smith,QB,16.2,16.42,21.36,-4.94,0.22,4.94
2024,13,Aaron Jones,RB,14.83,14.74,9.8,4.94,-0.09,4.94
2024,14,Malik Nabers,WR,10.35,9.96,14.9,-4.94,-0.39,4.94
2025,10,Rashid Shaheed,WR,8.43,8.23,3.3,4.93,-0.2,4.93
2024,12,Matthew Stafford,QB,14.43,14.29,19.22,-4.93,-0.14,4.93
2025,13,Tony Pollard,RB,9.86,10.22,5.3,4.92,0.36,4.92
2025,5,Patrick Mahomes,QB,22.17,21.8,26.72,-4.92,-0.37,4.92
2024,14,Keenan Allen,WR,10.73,10.92,6.0,4.92,0.19,4.92
2024,16,Aaron Rodgers,QB,17.75,17.75,12.84,4.91,0.0,4.91
2025,9,Jauan Jennings,WR,9.29,9.19,14.1,-4.91,-0.1,4.91
2024,11,Ja'Marr Chase,WR,21.78,21.59,26.5,-4.91,-0.19,4.91
2024,16,Jaylen Warren,RB,8.93,9.3,14.2,-4.9,0.37,4.9
2024,6,Zach Charbonnet,RB,9.49,9.4,4.5,4.9,-0.09,4.9
2025,13,Jauan Jennings,WR,8.91,9.0,13.9,-4.9,0.09,4.9
2024,5,D'Andre Swift,RB,15.11,15.11,20.0,-4.89,0.0,4.89
2025,9,Ashton Jeanty,RB,14.83,15.01,19.9,-4.89,0.18,4.89
2024,7,Dontayvion Wicks,WR,9.1,8.91,13.8,-4.89,-0.19,4.89
2025,5,Cam Ward,QB,12.37,12.89,8.0,4.89,0.52,4.89
2024,7,Mike Evans,WR,14.48,14.38,9.5,4.88,-0.1,4.88
2025,14,Ashton Jeanty,RB,10.13,10.68,5.8,4.88,0.55,4.88
2024,4,Amari Cooper,WR,12.46,12.37,7.5,4.87,-0.09,4.87
2025,3,Dont'e Thornton Jr.,WR,9.58,9.77,4.9,4.87,0.19,4.87
2025,18,Stefon Diggs,WR,13.13,12.17,7.3,4.87,-0.96,4.87
2025,6,Travis Etienne,RB,14.46,14.37,9.5,4.87,-0.09,4.87
2025,14,Keenan Allen,WR,9.87,10.06,5.2,4.86,0.19,4.86
2025,17,Keenan Allen,WR,7.46,7.56,2.7,4.86,0.1,4.86
2024,12,Najee Harris,RB,12.16,12.25,7.4,4.85,0.09,4.85
2024,3,Najee Harris,RB,8.66,8.75,13.6,-4.85,0.09,4.85
2024,12,James Conner,RB,14.83,14.74,9.9,4.84,-0.09,4.84
2024,14,Tyrone Tracy Jr.,RB,14.46,14.46,19.3,-4.84,0.0,4.84
2025,15,Stefon Diggs,WR,10.35,10.44,5.6,4.84,0.09,4.84
2024,3,Bo Nix,QB,13.99,14.51,19.34,-4.83,0.52,4.83
2024,9,Trevor Lawrence,QB,14.36,14.73,19.56,-4.83,0.37,4.83
2025,14,Aaron Jones,RB,12.43,12.43,7.6,4.83,0.0,4.83
2024,12,Calvin Ridley,WR,8.91,9.48,14.3,-4.82,0.57,4.82
2024,15,Isaiah Likely,TE,9.28,8.52,3.7,4.82,-0.76,4.82
2024,16,Jakobi Meyers,WR,10.92,10.92,6.1,4.82,0.0,4.82
2025,8,Xavier Legette,WR,8.33,8.52,3.7,4.82,0.19,4.82
2024,4,Chris Olave,WR,11.69,11.89,16.7,-4.81,0.2,4.81
2024,4,Andrei Iosivas,WR,8.91,8.71,3.9,4.81,-0.2,4.81
2025,3,Patrick Mahomes,QB,18.27,17.97,13.16,4.81,-0.3,4.81
2024,16,Michael Pittman,WR,8.81,8.71,3.9,4.81,-0.1,4.81
2024,9,Tyrone Tracy Jr.,RB,12.53,12.71,7.9,4.81,0.18,4.81
2024,7,Joe Burrow,QB,19.96,19.74,14.94,4.8,-0.22,4.8
2025,6,Daniel Jones,QB,18.27,17.68,22.48,-4.8,-0.59,4.8
2024,12,Geno Smith,QB,17.23,17.16,12.36,4.8,-0.07,4.8
2025,4,Caleb Williams,QB,16.64,16.57,11.78,4.79,-0.07,4.79
2024,14,Kyle Pitts,TE,6.91,7.19,2.4,4.79,0.28,4.79
2024,5,Emanuel Wilson,RB,7.28,7.28,2.5,4.78,0.0,4.78
2025,15,Zay Flowers,WR,11.5,11.02,15.8,-4.78,-0.48,4.78
2024,18,Caleb Williams,QB,14.88,15.69,10.92,4.77,0.81,4.77
2025,3,Brian Thomas Jr.,WR,12.27,12.27,7.5,4.77,0.0,4.77
2024,12,Nick Westbrook-Ikhine,WR,7.56,8.04,12.8,-4.76,0.48,4.76
2025,5,Jahmyr Gibbs,RB,21.92,21.46,16.7,4.76,-0.46,4.76
2024,16,Cooper Kupp,WR,10.35,10.16,5.4,4.76,-0.19,4.76
2025,9,Kareem Hunt,RB,7.83,7.74,12.5,-4.76,-0.09,4.76
2024,16,Bucky Irving,RB,13.72,13.45,18.2,-4.75,-0.27,4.75
2024,9,Rashod Bateman,WR,10.64,10.25,5.5,4.75,-0.39,4.75
2024,10,DJ Moore,WR,10.35,10.44,5.7,4.74,0.09,4.74
2025,5,Trey McBride,TE,14.32,13.84,9.1,4.74,-0.48,4.74
2025,11,Kyle Pitts,TE,8.24,8.14,3.4,4.74,-0.1,4.74
2025,5,Dyami Brown,WR,8.14,8.23,3.5,4.73,0.09,4.73
2024,10,Raheem Mostert,RB,10.22,10.13,5.4,4.73,-0.09,4.73
2025,14,Bucky Irving,RB,21.0,20.82,16.1,4.72,-0.18,4.72
2025,14,Brian Thomas Jr.,WR,6.89,6.98,11.7,-4.72,0.09,4.72
2025,4,Javonte Williams,RB,14.0,14.28,19.0,-4.72,0.28,4.72
2024,13,James Cook,RB,14.37,14.28,19.0,-4.72,-0.09,4.72
2025,6,Tony Pollard,RB,11.24,11.42,6.7,4.72,0.18,4.72
2024,12,Tyler Lockett,WR,8.71,8.71,4.0,4.71,0.0,4.71
2025,8,Zay Flowers,WR,9.48,9.39,14.1,-4.71,-0.09,4.71
2025,8,DK Metcalf,WR,11.69,11.79,16.5,-4.71,0.1,4.71
2024,13,Josh Palmer,WR,8.91,8.81,4.1,4.71,-0.1,4.71
2025,18,Deebo Samuel Sr.,WR,8.43,8.81,4.1,4.71,0.38,4.71
2025,15,Wan'Dale Robinson,WR,11.5,11.69,16.4,-4.71,0.19,4.71
2025,10,Oronde Gadsden II,TE,9.19,9.0,4.3,4.7,-0.19,4.7
2025,11,Caleb Williams,QB,15.02,15.02,10.32,4.7,0.0,4.7
2025,16,Jordan Addison,WR,9.29,9.29,4.6,4.69,0.0,4.69
2024,12,Cole Kmet,TE,8.14,8.71,13.4,-4.69,0.57,4.69
2025,13,Baker Mayfield,QB,19.45,19.15,14.46,4.69,-0.3,4.69
2024,5,Zack Moss,RB,13.08,12.89,8.2,4.69,-0.19,4.69
2025,4,Ja'Marr Chase,WR,11.5,11.98,7.3,4.68,0.48,4.68
2024,9,Austin Ekeler,RB,12.62,12.62,17.3,-4.68,0.0,4.68
2025,7,Kyle Pitts,TE,8.52,8.52,13.2,-4.68,0.0,4.68
2024,18,Brock Bowers,TE,9.76,10.33,15.0,-4.67,0.57,4.67
2024,3,Austin Ekeler,RB,8.84,9.03,13.7,-4.67,0.19,4.67
2024,9,Matthew Stafford,QB,13.4,13.25,17.92,-4.67,-0.15,4.67
2024,10,J.K. Dobbins,RB,13.91,13.17,8.5,4.67,-0.74,4.67
2025,3,D'Andre Swift,RB,15.57,15.47,10.8,4.67,-0.1,4.67
2024,12,Noah Brown,WR,8.81,8.43,13.1,-4.67,-0.38,4.67
2025,11,Jaylen Warren,RB,13.63,13.36,8.7,4.66,-0.27,4.66
2024,3,Alec Pierce,WR,10.06,10.06,5.4,4.66,0.0,4.66
2025,8,Tony Pollard,RB,10.5,10.96,6.3,4.66,0.46,4.66
2025,3,Stefon Diggs,WR,9.87,9.96,5.3,4.66,0.09,4.66
2025,5,Justin Herbert,QB,19.74,19.3,14.64,4.66,-0.44,4.66
2024,16,Adam Thielen,WR,10.54,10.64,15.3,-4.66,0.1,4.66
2024,13,Rachaad White,RB,13.72,13.45,8.8,4.65,-0.27,4.65
2024,18,Brian Thomas Jr.,WR,12.65,12.65,17.3,-4.65,0.0,4.65
2024,6,Aaron Rodgers,QB,13.03,13.11,17.76,-4.65,0.08,4.65
2024,5,Ray-Ray McCloud,WR,8.14,7.95,12.6,-4.65,-0.19,4.65
2025,18,AJ Barner,TE,8.43,8.05,3.4,4.65,-0.38,4.65
2024,17,Romeo Doubs,WR,10.44,10.16,14.8,-4.64,-0.28,4.64
2025,4,Alvin Kamara,RB,14.92,15.84,11.2,4.64,0.92,4.64
2024,7,Chuba Hubbard,RB,15.75,15.84,11.2,4.64,0.09,4.64
2025,5,Keenan Allen,WR,15.83,15.44,10.8,4.64,-0.39,4.64
2024,6,Rashid Shaheed,WR,12.65,12.94,8.3,4.64,0.29,4.64
2025,12,DK Metcalf,WR,9.67,9.77,14.4,-4.63,0.1,4.63
2024,4,DJ Moore,WR,15.92,15.83,11.2,4.63,-0.09,4.63
2025,15,Travis Kelce,TE,9.47,9.38,14.0,-4.62,-0.09,4.62
2024,6,Jaleel McLaughlin,RB,8.47,9.12,4.5,4.62,0.65,4.62
2025,8,Alec Pierce,WR,14.38,13.52,8.9,4.62,-0.86,4.62
2025,16,Kyren Williams,RB,16.12,16.12,11.5,4.62,0.0,4.62
2024,3,Elijah Higgins,TE,6.91,6.72,2.1,4.62,-0.19,4.62
2024,17,Courtland Sutton,WR,11.98,11.89,16.5,-4.61,-0.09,4.61
2024,9,Kareem Hunt,RB,14.28,14.09,18.7,-4.61,-0.19,4.61
2025,16,Colby Parkinson,TE,8.52,8.71,4.1,4.61,0.19,4.61
2025,6,Keenan Allen,WR,11.6,11.31,6.7,4.61,-0.29,4.61
2025,13,Jaylen Waddle,WR,11.79,11.6,7.0,4.6,-0.19,4.6
2025,3,Jakobi Meyers,WR,13.9,13.9,9.3,4.6,0.0,4.6
2024,15,Kareem Hunt,RB,10.5,10.5,5.9,4.6,0.0,4.6
2024,7,Kyle Pitts,TE,9.38,8.9,13.5,-4.6,-0.48,4.6
2025,6,Breece Hall,RB,10.04,10.5,5.9,4.6,0.46,4.6
2025,7,Cole Kmet,TE,7.19,7.19,2.6,4.59,0.0,4.59
2024,10,Justin Herbert,QB,15.32,15.17,19.76,-4.59,-0.15,4.59
2024,15,Rhamondre Stevenson,RB,13.91,14.09,9.5,4.59,0.18,4.59
2024,5,Kyren Williams,RB,20.08,20.08,15.5,4.58,0.0,4.58
2025,12,Matthew Stafford,QB,18.93,18.34,22.92,-4.58,-0.59,4.58
2025,13,Chase Brown,RB,13.82,13.72,18.3,-4.58,-0.1,4.58
2024,6,Isaiah Likely,TE,9.38,9.28,4.7,4.58,-0.1,4.58
2024,16,Courtland Sutton,WR,14.19,14.58,10.0,4.58,0.39,4.58
2025,4,Jake Ferguson,TE,11.85,12.42,17.0,-4.58,0.57,4.58
2025,9,Jared Goff,QB,15.17,14.8,19.36,-4.56,-0.37,4.56
2024,6,Zach Ertz,TE,6.24,6.24,10.8,-4.56,0.0,4.56
2024,8,Nick Chubb,RB,9.58,9.76,5.2,4.56,0.18,4.56
2025,10,Kendrick Bourne,WR,7.37,7.46,2.9,4.56,0.09,4.56
2025,13,De'Von Achane,RB,24.13,23.95,19.4,4.55,-0.18,4.55
2025,3,Ladd McConkey,WR,12.75,12.65,8.1,4.55,-0.1,4.55
2024,3,Travis Etienne,RB,17.04,17.04,12.5,4.54,0.0,4.54
2025,16,Omarion Hampton,RB,12.07,11.97,16.5,-4.53,-0.1,4.53
2025,9,Juwan Johnson,TE,6.53,7.57,12.1,-4.53,1.04,4.53
2024,14,Aaron Rodgers,QB,12.74,13.03,17.56,-4.53,0.29,4.53
2025,4,Brock Bowers,TE,14.51,14.13,9.6,4.53,-0.38,4.53
2024,6,Sam LaPorta,TE,8.33,7.67,12.2,-4.53,-0.66,4.53
2024,18,Rome Odunze,WR,7.75,8.33,3.8,4.53,0.58,4.53
2025,8,Emeka Egbuka,WR,11.21,11.02,6.5,4.52,-0.19,4.52
2025,4,T.J. Hockenson,TE,12.42,12.42,7.9,4.52,0.0,4.52
2025,4,Cooper Kupp,WR,11.12,11.12,6.6,4.52,0.0,4.52
2024,6,Jake Ferguson,TE,9.0,8.62,4.1,4.52,-0.38,4.52
2024,17,Jordan Addison,WR,14.67,14.38,18.9,-4.52,-0.29,4.52
2024,9,Romeo Doubs,WR,11.31,11.31,6.8,4.51,0.0,4.51
2025,3,Jalen Nailor,WR,11.21,11.21,6.7,4.51,0.0,4.51
2024,4,Caleb Williams,QB,15.98,15.98,11.48,4.5,0.0,4.5
2024,9,Josh Allen,QB,18.19,17.6,22.1,-4.5,-0.59,4.5
2024,5,Terry McLaurin,WR,9.0,8.91,13.4,-4.49,-0.09,4.49
2025,8,Aaron Jones,RB,9.3,9.49,5.0,4.49,0.19,4.49
2025,17,Trevor Lawrence,QB,19.15,18.63,23.12,-4.49,-0.52,4.49
2024,18,Ja'Marr Chase,WR,21.88,21.11,25.6,-4.49,-0.77,4.49
2024,4,Tre Tucker,WR,10.54,10.92,15.4,-4.48,0.38,4.48
2024,8,Patrick Mahomes,QB,13.92,13.7,18.18,-4.48,-0.22,4.48
2024,17,Mark Andrews,TE,10.9,10.33,14.8,-4.47,-0.57,4.47
2025,10,Khalil Shakir,WR,8.81,8.33,12.8,-4.47,-0.48,4.47
2025,12,Tee Higgins,WR,12.46,12.56,8.1,4.46,0.1,4.46
2025,5,Travis Etienne,RB,13.26,13.26,8.8,4.46,0.0,4.46
2025,3,Kenneth Walker III,RB,13.72,13.54,18.0,-4.46,-0.18,4.46
2025,15,Dak Prescott,QB,16.87,16.42,11.96,4.46,-0.45,4.46
2025,17,Kenneth Walker III,RB,12.25,12.16,7.7,4.46,-0.09,4.46
2024,14,Nick Mullens,QB,4.26,4.26,-0.2,4.46,0.0,4.46
2024,7,Josh Allen,QB,16.87,16.57,21.02,-4.45,-0.3,4.45
2025,5,Tyler Warren,TE,10.61,9.95,14.4,-4.45,-0.66,4.45
2024,6,Brock Bowers,TE,10.61,11.66,16.1,-4.44,1.05,4.44
2024,11,Brian Robinson,RB,9.76,9.76,14.2,-4.44,0.0,4.44
2024,3,Michael Wilson,WR,10.16,9.96,14.4,-4.44,-0.2,4.44
2024,7,Tucker Kraft,TE,8.05,7.86,12.3,-4.44,-0.19,4.44
2025,7,Aaron Rodgers,QB,18.49,18.12,22.56,-4.44,-0.37,4.44
2024,15,Sincere McCormick,RB,8.75,8.93,4.5,4.43,0.18,4.43
2024,5,Stefon Diggs,WR,9.96,9.77,14.2,-4.43,-0.19,4.43
2025,4,Michael Penix Jr.,QB,14.36,14.29,18.72,-4.43,-0.07,4.43
2024,7,Zack Moss,RB,12.25,11.42,7.0,4.42,-0.83,4.42
2024,13,Cade Otton,TE,10.99,10.42,6.0,4.42,-0.57,4.42
2025,7,De'Von Achane,RB,16.95,17.22,12.8,4.42,0.27,4.42
2024,9,David Njoku,TE,11.85,12.32,7.9,4.42,0.47,4.42
2024,11,Javonte Williams,RB,14.37,14.28,18.7,-4.42,-0.09,4.42
2024,10,Matthew Stafford,QB,14.36,14.14,9.72,4.42,-0.22,4.42
2025,4,Chris Olave,WR,12.65,13.42,9.0,4.42,0.77,4.42
2024,4,C.J. Stroud,QB,19.59,19.08,23.5,-4.42,-0.51,4.42
2024,14,Rico Dowdle,RB,10.68,10.68,15.1,-4.42,0.0,4.42
2025,15,Ashton Jeanty,RB,11.61,12.62,8.2,4.42,1.01,4.42
2025,10,Rico Dowdle,RB,19.62,19.71,15.3,4.41,0.09,4.41
2025,17,DeVonta Smith,WR,8.81,8.91,4.5,4.41,0.1,4.41
2025,14,Nico Collins,WR,11.98,11.69,16.1,-4.41,-0.29,4.41
2024,7,Brandon Aiyuk,WR,8.91,8.71,4.3,4.41,-0.2,4.41
2024,15,Joe Mixon,RB,15.11,15.01,10.6,4.41,-0.1,4.41
2025,9,Tre Tucker,WR,10.92,11.21,6.8,4.41,0.29,4.41
2024,14,DeVonta Smith,WR,9.77,9.29,13.7,-4.41,-0.48,4.41
2025,5,Omarion Hampton,RB,18.61,17.41,13.0,4.41,-1.2,4.41
2024,17,Jordan Love,QB,18.86,18.41,14.0,4.41,-0.45,4.41
2025,17,George Pickens,WR,17.36,16.21,11.8,4.41,-1.15,4.41
2024,3,Geno Smith,QB,15.91,15.76,11.36,4.4,-0.15,4.4
2024,6,Jalen Hurts,QB,17.82,17.46,21.86,-4.4,-0.36,4.4
2024,3,Justin Herbert,QB,12.89,13.4,9.0,4.4,0.51,4.4
2025,10,Bijan Robinson,RB,15.2,15.2,10.8,4.4,0.0,4.4
2025,10,Sam LaPorta,TE,15.84,14.7,10.3,4.4,-1.14,4.4
2024,7,Stefon Diggs,WR,11.69,11.69,7.3,4.39,0.0,4.39
2025,18,Luther Burden III,WR,12.56,11.89,7.5,4.39,-0.67,4.39
2024,4,Jakobi Meyers,WR,13.71,14.29,9.9,4.39,0.58,4.39
2024,16,Darnell Mooney,WR,9.1,8.81,13.2,-4.39,-0.29,4.39
2025,13,Cade Otton,TE,7.57,7.29,2.9,4.39,-0.28,4.39
2024,18,Breece Hall,RB,13.72,13.82,18.2,-4.38,0.1,4.38
2024,6,Courtland Sutton,WR,11.02,10.92,15.3,-4.38,-0.1,4.38
2024,8,Terry McLaurin,WR,13.04,13.13,17.5,-4.37,0.09,4.37
2025,9,Mack Hollins,WR,7.27,7.27,2.9,4.37,0.0,4.37
2025,8,Cam Skattebo,RB,13.91,14.37,10.0,4.37,0.46,4.37
2024,16,Mike Gesicki,TE,8.33,7.76,3.4,4.36,-0.57,4.36
2024,6,Brandon Aiyuk,WR,10.35,10.06,5.7,4.36,-0.29,4.36
2024,8,Aaron Rodgers,QB,13.03,12.96,17.32,-4.36,-0.07,4.36
2024,12,De'Von Achane,RB,25.33,24.96,20.6,4.36,-0.37,4.36
2025,16,Blake Corum,RB,8.66,8.75,13.1,-4.35,0.09,4.35
2025,6,Kareem Hunt,RB,8.75,8.75,4.4,4.35,0.0,4.35
2025,3,Bijan Robinson,RB,20.72,20.45,16.1,4.35,-0.27,4.35
2025,18,Matthew Stafford,QB,23.87,22.32,26.66,-4.34,-1.55,4.34
2025,7,Brian Thomas Jr.,WR,10.35,10.44,6.1,4.34,0.09,4.34
