year,week,player,pos,base_proj,var_proj,actual,var_error,perstat_shift,abs_error
2025,18,Kyren Williams,RB,20.54,20.08,11.1,8.98,-0.46,8.98
2025,10,Jauan Jennings,WR,8.14,8.14,17.1,-8.96,0.0,8.96
2024,10,Bijan Robinson,RB,20.82,20.45,29.4,-8.95,-0.37,8.95
2024,18,Jaylen Warren,RB,11.14,11.05,2.1,8.95,-0.09,8.95
2024,10,Courtland Sutton,WR,9.58,10.06,19.0,-8.94,0.48,8.94
2024,16,Jerry Jeudy,WR,12.46,12.94,4.0,8.94,0.48,8.94
2025,13,Sean Tucker,RB,9.03,8.93,0.0,8.93,-0.1,8.93
2024,13,Isiah Pacheco,RB,15.29,14.83,5.9,8.93,-0.46,8.93
2024,6,Tank Dell,WR,9.77,9.77,18.7,-8.93,0.0,8.93
2025,16,Amon-Ra St. Brown,WR,19.48,18.32,9.4,8.92,-1.16,8.92
2025,9,Tua Tagovailoa,QB,17.23,17.46,8.54,8.92,0.23,8.92
2025,10,Justin Jefferson,WR,16.69,16.59,7.7,8.89,-0.1,8.89
2025,14,James Cook,RB,20.82,19.99,11.1,8.89,-0.83,8.89
2024,9,De'Von Achane,RB,23.03,23.21,32.1,-8.89,0.18,8.89
2025,6,Saquon Barkley,RB,17.68,17.59,8.7,8.89,-0.09,8.89
2024,7,Jordan Mason,RB,18.14,17.78,8.9,8.88,-0.36,8.88
2024,12,Aaron Jones,RB,11.05,11.05,19.9,-8.85,0.0,8.85
2025,11,David Montgomery,RB,13.54,13.54,4.7,8.84,0.0,8.84
2025,17,Parker Washington,WR,10.44,10.16,19.0,-8.84,-0.28,8.84
2024,4,CeeDee Lamb,WR,15.25,14.77,23.6,-8.83,-0.48,8.83
2024,4,Devin Singletary,RB,13.54,13.63,4.8,8.83,0.09,8.83
2024,3,C.J. Stroud,QB,18.93,18.63,9.8,8.83,-0.3,8.83
2024,14,D'Andre Swift,RB,13.54,13.82,5.0,8.82,0.28,8.82
2025,11,Matthew Stafford,QB,22.69,22.02,13.2,8.82,-0.67,8.82
2024,12,Justin Jefferson,WR,13.52,13.52,4.7,8.82,0.0,8.82
2024,7,Andrei Iosivas,WR,8.91,8.81,0.0,8.81,-0.1,8.81
2025,8,Carson Wentz,QB,16.35,16.57,7.76,8.81,0.22,8.81
2024,17,Hunter Henry,TE,8.33,8.81,0.0,8.81,0.48,8.81
2025,4,A.J. Brown,WR,11.69,11.5,2.7,8.8,-0.19,8.8
2025,6,James Cook,RB,17.68,17.5,8.7,8.8,-0.18,8.8
2025,11,Mark Andrews,TE,6.91,6.91,15.7,-8.79,0.0,8.79
2024,9,Jonathan Taylor,RB,17.5,17.68,8.9,8.78,0.18,8.78
2025,6,Stefon Diggs,WR,14.58,14.58,5.8,8.78,0.0,8.78
2024,9,A.J. Brown,WR,14.77,14.38,5.6,8.78,-0.39,8.78
2025,7,Nick Chubb,RB,10.68,10.87,2.1,8.77,0.19,8.77
2024,3,Elijah Moore,WR,12.56,12.46,3.7,8.76,-0.1,8.76
2024,3,Khalil Shakir,WR,10.73,10.44,19.2,-8.76,-0.29,8.76
2024,6,Javonte Williams,RB,12.25,13.36,4.6,8.76,1.11,8.76
2024,13,Kareem Hunt,RB,12.43,12.25,3.5,8.75,-0.18,8.75
2025,17,DJ Moore,WR,10.64,10.44,1.7,8.74,-0.2,8.74
2024,14,Tua Tagovailoa,QB,15.1,14.8,23.54,-8.74,-0.3,8.74
2025,8,Kareem Hunt,RB,8.47,8.47,17.2,-8.73,0.0,8.73
2024,18,Brian Robinson,RB,11.61,11.33,2.6,8.73,-0.28,8.73
2024,7,Lamar Jackson,QB,26.74,25.71,34.44,-8.73,-1.03,8.73
2024,16,Jahmyr Gibbs,RB,17.04,16.67,25.4,-8.73,-0.37,8.73
2024,6,Tre Tucker,WR,8.23,8.71,0.0,8.71,0.48,8.71
2025,15,Alec Pierce,WR,10.35,11.31,2.6,8.71,0.96,8.71
2025,3,Justin Jefferson,WR,21.21,21.21,12.5,8.71,0.0,8.71
2025,9,Davante Adams,WR,14.77,14.29,23.0,-8.71,-0.48,8.71
2024,7,Devin Singletary,RB,11.61,11.79,3.1,8.69,0.18,8.69
2024,17,George Kittle,TE,10.71,10.52,19.2,-8.68,-0.19,8.68
2025,16,Rhamondre Stevenson,RB,9.12,9.12,17.8,-8.68,0.0,8.68
2024,7,Hunter Henry,TE,8.62,8.52,17.2,-8.68,-0.1,8.68
2025,16,Jacoby Brissett,QB,19.37,19.3,10.62,8.68,-0.07,8.68
2024,17,Justin Herbert,QB,15.98,15.76,24.44,-8.68,-0.22,8.68
2025,10,Dillon Gabriel,QB,11.19,11.41,20.08,-8.67,0.22,8.67
2024,4,James Cook,RB,14.55,14.46,5.8,8.66,-0.09,8.66
2024,8,Rashod Bateman,WR,12.37,12.46,3.8,8.66,0.09,8.66
2025,5,Dalton Kincaid,TE,8.81,8.14,16.8,-8.66,-0.67,8.66
2025,15,Justin Jefferson,WR,12.94,12.85,4.2,8.65,-0.09,8.65
2025,12,Stefon Diggs,WR,13.23,12.65,4.0,8.65,-0.58,8.65
2024,4,Kyler Murray,QB,19.22,18.63,9.98,8.65,-0.59,8.65
2024,10,Jayden Daniels,QB,17.31,17.23,8.58,8.65,-0.08,8.65
2025,10,Dalton Schultz,TE,8.9,9.66,18.3,-8.64,0.76,8.64
2024,6,Justice Hill,RB,10.41,10.04,1.4,8.64,-0.37,8.64
2025,17,D'Andre Swift,RB,13.36,13.26,21.9,-8.64,-0.1,8.64
2024,9,Jakobi Meyers,WR,9.48,9.87,18.5,-8.63,0.39,8.63
2024,7,Tyreek Hill,WR,10.83,10.92,2.3,8.62,0.09,8.62
2024,4,Kyle Pitts,TE,8.62,8.62,0.0,8.62,0.0,8.62
2024,3,Mark Andrews,TE,9.19,8.62,0.0,8.62,-0.57,8.62
2025,9,Michael Pittman,WR,12.27,11.89,20.5,-8.61,-0.38,8.61
2024,7,Zach Charbonnet,RB,10.59,10.5,1.9,8.6,-0.09,8.6
2024,13,Brian Robinson,RB,9.3,9.3,17.9,-8.6,0.0,8.6
2024,6,Jameson Williams,WR,9.58,9.1,17.7,-8.6,-0.48,8.6
2025,13,Kyle Monangai,RB,10.22,10.41,19.0,-8.59,0.19,8.59
2024,17,Javonte Williams,RB,10.78,10.59,2.0,8.59,-0.19,8.59
2024,4,Tyreek Hill,WR,16.88,16.79,8.2,8.59,-0.09,8.59
2024,10,James Conner,RB,13.72,13.72,22.3,-8.58,0.0,8.58
2024,7,Kirk Cousins,QB,16.2,15.76,7.18,8.58,-0.44,8.58
2025,5,Kareem Hunt,RB,10.13,10.13,18.7,-8.57,0.0,8.57
2025,16,Kimani Vidal,RB,9.76,9.67,1.1,8.57,-0.09,8.57
2025,16,Trey McBride,TE,15.36,15.27,6.7,8.57,-0.09,8.57
2024,18,Jalen McMillan,WR,11.02,10.44,19.0,-8.56,-0.58,8.56
2025,11,Ladd McConkey,WR,12.94,12.85,4.3,8.55,-0.09,8.55
2025,6,Zach Ertz,TE,7.48,7.76,16.3,-8.54,0.28,8.54
2025,18,DJ Moore,WR,11.02,10.64,2.1,8.54,-0.38,8.54
2024,3,Drake London,WR,10.16,10.16,18.7,-8.54,0.0,8.54
2024,9,Jalen Hurts,QB,21.95,21.36,29.9,-8.54,-0.59,8.54
2024,11,Ladd McConkey,WR,9.96,9.77,18.3,-8.53,-0.19,8.53
2025,3,Caleb Williams,QB,20.77,20.62,29.12,-8.5,-0.15,8.5
2024,12,Rhamondre Stevenson,RB,11.7,11.79,3.3,8.49,0.09,8.49
2024,6,Josh Downs,WR,10.73,11.02,19.5,-8.48,0.29,8.48
2024,18,George Pickens,WR,9.67,9.48,1.0,8.48,-0.19,8.48
2024,5,Chase Brown,RB,8.01,7.92,16.4,-8.48,-0.09,8.48
2024,17,Patrick Mahomes,QB,17.68,17.53,26.0,-8.47,-0.15,8.47
2024,6,David Montgomery,RB,12.71,12.53,21.0,-8.47,-0.18,8.47
2024,3,Hunter Henry,TE,10.42,11.37,2.9,8.47,0.95,8.47
2025,10,Jaxson Dart,QB,17.53,17.82,26.28,-8.46,0.29,8.46
2024,6,Justin Fields,QB,14.95,15.24,23.7,-8.46,0.29,8.46
2025,13,Emanuel Wilson,RB,9.95,9.86,1.4,8.46,-0.09,8.46
2025,8,Tua Tagovailoa,QB,15.32,15.76,24.2,-8.44,0.44,8.44
2024,6,Alec Pierce,WR,8.23,8.43,0.0,8.43,0.2,8.43
2025,3,Tyler Higbee,TE,8.24,8.43,0.0,8.43,0.19,8.43
2025,12,Derrick Henry,RB,14.64,14.37,22.8,-8.43,-0.27,8.43
2025,9,Jacoby Brissett,QB,16.57,16.42,24.84,-8.42,-0.15,8.42
2025,3,Tetairoa McMillan,WR,16.21,16.21,7.8,8.41,0.0,8.41
2024,13,Tyreek Hill,WR,11.89,11.89,20.3,-8.41,0.0,8.41
2025,12,Rhamondre Stevenson,RB,10.59,10.41,2.0,8.41,-0.18,8.41
2024,4,Saquon Barkley,RB,22.01,22.01,13.6,8.41,0.0,8.41
2025,12,David Montgomery,RB,15.38,15.11,6.7,8.41,-0.27,8.41
2025,11,Dak Prescott,QB,16.28,15.91,24.32,-8.41,-0.37,8.41
2025,14,Quentin Johnston,WR,10.92,11.21,2.8,8.41,0.29,8.41
2024,4,Tony Pollard,RB,10.22,10.41,18.8,-8.39,0.19,8.39
2024,7,Davante Adams,WR,14.29,14.38,6.0,8.38,0.09,8.38
2024,17,Jaxon Smith-Njigba,WR,14.58,14.58,6.2,8.38,0.0,8.38
2025,11,Ashton Jeanty,RB,17.78,17.78,9.4,8.38,0.0,8.38
2025,12,Khalil Shakir,WR,8.81,8.62,17.0,-8.38,-0.19,8.38
2024,14,Will Levis,QB,15.24,15.39,7.02,8.37,0.15,8.37
2025,10,Olamide Zaccheaus,WR,10.06,9.87,1.5,8.37,-0.19,8.37
2024,6,Deshaun Watson,QB,16.06,16.79,8.42,8.37,0.73,8.37
2024,3,Jerry Jeudy,WR,17.17,17.07,8.7,8.37,-0.1,8.37
2025,4,Quentin Johnston,WR,15.83,15.44,23.8,-8.36,-0.39,8.36
2025,12,Tyrone Tracy Jr.,RB,7.37,7.65,16.0,-8.35,0.28,8.35
2024,8,Tyler Lockett,WR,10.16,10.25,1.9,8.35,0.09,8.35
2025,17,Sam Darnold,QB,14.65,14.43,6.08,8.35,-0.22,8.35
2025,10,Baker Mayfield,QB,14.88,14.58,22.92,-8.34,-0.3,8.34
2025,15,Ja'Marr Chase,WR,15.25,14.86,23.2,-8.34,-0.39,8.34
2024,18,Courtland Sutton,WR,12.94,12.46,20.8,-8.34,-0.48,8.34
2025,9,Sam Darnold,QB,19.0,18.86,27.2,-8.34,-0.14,8.34
2024,17,Breece Hall,RB,14.28,14.64,6.3,8.34,0.36,8.34
2024,10,Ray Davis,RB,8.93,8.93,0.6,8.33,0.0,8.33
2024,8,Derrick Henry,RB,23.3,23.03,14.7,8.33,-0.27,8.33
2024,9,Kyle Pitts,TE,11.47,10.42,2.1,8.32,-1.05,8.32
2025,18,RJ Harvey,RB,12.8,12.62,4.3,8.32,-0.18,8.32
2024,11,Justin Herbert,QB,16.28,16.06,24.38,-8.32,-0.22,8.32
2025,16,Quentin Johnston,WR,12.27,12.08,20.4,-8.32,-0.19,8.32
2025,13,Alec Pierce,WR,9.67,9.48,17.8,-8.32,-0.19,8.32
2024,3,Jake Ferguson,TE,7.38,7.19,15.5,-8.31,-0.19,8.31
2024,10,Sam LaPorta,TE,7.67,7.29,15.6,-8.31,-0.38,8.31
2024,4,Anthony Richardson,QB,13.33,13.55,5.24,8.31,0.22,8.31
2024,5,Brock Purdy,QB,22.32,21.36,13.06,8.3,-0.96,8.3
2025,15,Breece Hall,RB,14.46,14.0,5.7,8.3,-0.46,8.3
2024,8,Jakobi Meyers,WR,8.43,8.91,17.2,-8.29,0.48,8.29
2025,15,Bucky Irving,RB,16.67,16.39,8.1,8.29,-0.28,8.29
2025,14,Aaron Rodgers,QB,12.89,13.18,21.46,-8.28,0.29,8.28
2024,18,Josh Downs,WR,10.92,11.12,19.4,-8.28,0.2,8.28
2024,5,Dontayvion Wicks,WR,12.08,12.27,4.0,8.27,0.19,8.27
2025,13,D'Andre Swift,RB,12.16,12.53,20.8,-8.27,0.37,8.27
2024,12,Terry McLaurin,WR,13.52,12.94,21.2,-8.26,-0.58,8.26
2025,12,Jalen Hurts,QB,23.06,22.61,30.86,-8.25,-0.45,8.25
2024,18,Isaac Guerendo,RB,8.66,8.75,0.5,8.25,0.09,8.25
2024,11,Terry McLaurin,WR,10.25,10.25,2.0,8.25,0.0,8.25
2025,4,Kyle Pitts,TE,9.85,9.76,18.0,-8.24,-0.09,8.24
2025,7,Jacory Croskey-Merritt,RB,12.62,12.43,4.2,8.23,-0.19,8.23
2025,9,Tucker Kraft,TE,12.89,12.23,4.0,8.23,-0.66,8.23
2025,12,Dallas Goedert,TE,12.51,12.23,4.0,8.23,-0.28,8.23
2024,15,Javonte Williams,RB,12.71,12.53,4.3,8.23,-0.18,8.23
2024,16,Tim Patrick,WR,8.71,8.23,0.0,8.23,-0.48,8.23
2025,7,Jaylen Waddle,WR,10.06,10.73,2.5,8.23,0.67,8.23
2024,15,Nick Chubb,RB,10.13,10.32,2.1,8.22,0.19,8.22
2024,12,Christian Watson,WR,8.62,8.62,0.4,8.22,0.0,8.22
2025,13,Caleb Williams,QB,17.16,17.68,9.46,8.22,0.52,8.22
2024,3,Romeo Doubs,WR,11.4,11.02,2.8,8.22,-0.38,8.22
2024,14,Darnell Mooney,WR,11.6,11.98,20.2,-8.22,0.38,8.22
2024,7,Amon-Ra St. Brown,WR,17.36,16.98,25.2,-8.22,-0.38,8.22
2024,12,Cooper Kupp,WR,11.89,11.79,20.0,-8.21,-0.1,8.21
2024,13,Davante Adams,WR,9.19,9.39,17.6,-8.21,0.2,8.21
2025,4,Bijan Robinson,RB,19.99,19.89,28.1,-8.21,-0.1,8.21
2025,3,Trevor Lawrence,QB,15.98,15.98,7.78,8.2,0.0,8.2
2024,15,Tee Higgins,WR,11.98,11.6,19.8,-8.2,-0.38,8.2
2024,6,Brock Purdy,QB,16.42,15.91,24.1,-8.19,-0.51,8.19
2025,3,Tyler Allgeier,RB,9.58,9.58,1.4,8.18,0.0,8.18
2024,10,Marvin Harrison Jr.,WR,8.14,8.23,16.4,-8.17,0.09,8.17
2025,9,Jaxson Dart,QB,18.86,19.08,27.24,-8.16,0.22,8.16
2025,10,Brock Bowers,TE,10.8,11.85,3.7,8.15,1.05,8.15
2024,9,Jared Goff,QB,18.04,17.75,9.6,8.15,-0.29,8.15
2025,4,Patrick Mahomes,QB,19.22,19.15,27.3,-8.15,-0.07,8.15
2024,11,Diontae Johnson,WR,8.33,8.14,0.0,8.14,-0.19,8.14
2025,15,Kareem Hunt,RB,11.14,11.14,3.0,8.14,0.0,8.14
2024,11,Mike Gesicki,TE,8.14,8.14,0.0,8.14,0.0,8.14
2024,8,Devin Singletary,RB,12.25,12.43,4.3,8.13,0.18,8.13
2025,3,James Conner,RB,14.83,14.83,6.7,8.13,0.0,8.13
2024,6,Jordan Mason,RB,17.87,17.32,9.2,8.12,-0.55,8.12
2025,3,Rashod Bateman,WR,9.77,9.19,17.3,-8.11,-0.58,8.11
2024,9,Mark Andrews,TE,13.46,12.7,4.6,8.1,-0.76,8.1
2025,15,George Pickens,WR,14.38,14.38,6.3,8.08,0.0,8.08
2025,6,Jauan Jennings,WR,9.87,9.77,1.7,8.07,-0.1,8.07
2024,8,Jordan Addison,WR,12.94,12.27,4.2,8.07,-0.67,8.07
2025,12,Kenny Gainwell,RB,10.13,10.13,18.2,-8.07,0.0,8.07
2024,13,Christian McCaffrey,RB,18.14,16.76,8.7,8.06,-1.38,8.06
2025,16,Bijan Robinson,RB,22.2,21.74,29.8,-8.06,-0.46,8.06
2025,16,Travis Kelce,TE,9.38,9.66,1.6,8.06,0.28,8.06
2024,13,Will Dissly,TE,8.24,8.05,0.0,8.05,-0.19,8.05
2025,14,Dallas Goedert,TE,7.76,7.76,15.8,-8.04,0.0,8.04
2025,4,Derrick Henry,RB,15.93,15.84,7.8,8.04,-0.09,8.04
2025,5,Calvin Ridley,WR,9.48,10.06,18.1,-8.04,0.58,8.04
2024,5,Kyle Pitts,TE,7.95,7.76,15.8,-8.04,-0.19,8.04
2024,14,Demarcus Robinson,WR,8.04,8.04,0.0,8.04,0.0,8.04
2025,13,Rome Odunze,WR,10.44,10.83,2.8,8.03,0.39,8.03
2024,14,Nick Westbrook-Ikhine,WR,10.83,10.92,2.9,8.02,0.09,8.02
2024,7,Brock Bowers,TE,10.52,11.28,19.3,-8.02,0.76,8.02
2024,16,Patrick Mahomes,QB,15.76,15.69,23.7,-8.01,-0.07,8.01
2025,18,Jonathan Taylor,RB,13.36,13.91,5.9,8.01,0.55,8.01
2024,10,T.J. Hockenson,TE,7.48,7.19,15.2,-8.01,-0.29,8.01
2025,15,Brock Purdy,QB,18.86,18.19,26.2,-8.01,-0.67,8.01
2024,9,Dak Prescott,QB,20.55,20.33,12.32,8.01,-0.22,8.01
2025,10,Aaron Rodgers,QB,14.29,14.43,6.44,7.99,0.14,7.99
2025,9,Patrick Mahomes,QB,19.0,18.49,10.5,7.99,-0.51,7.99
2024,8,Tucker Kraft,TE,9.28,8.81,16.8,-7.99,-0.47,7.99
2025,10,Justin Fields,QB,14.43,14.95,6.96,7.99,0.52,7.99
2025,7,TreVeyon Henderson,RB,8.57,8.47,0.5,7.97,-0.1,7.97
2025,18,Ja'Marr Chase,WR,16.5,15.63,23.6,-7.97,-0.87,7.97
2025,16,Jared Goff,QB,19.45,18.49,26.46,-7.97,-0.96,7.97
2025,17,CeeDee Lamb,WR,18.61,17.56,9.6,7.96,-1.05,7.96
2025,4,Amon-Ra St. Brown,WR,17.75,18.04,26.0,-7.96,0.29,7.96
2025,6,Raheem Mostert,RB,7.55,7.55,-0.4,7.95,0.0,7.95
2025,13,Christian Watson,WR,10.44,10.35,18.3,-7.95,-0.09,7.95
2024,3,Chris Olave,WR,13.13,12.65,20.6,-7.95,-0.48,7.95
2025,12,Bryce Young,QB,15.91,16.2,8.26,7.94,0.29,7.94
2024,5,Jerome Ford,RB,15.66,15.84,7.9,7.94,0.18,7.94
2025,16,Jauan Jennings,WR,10.35,10.16,18.1,-7.94,-0.19,7.94
2025,9,Zach Charbonnet,RB,13.63,13.54,5.6,7.94,-0.09,7.94
2024,3,Lamar Jackson,QB,18.49,18.04,25.98,-7.94,-0.45,7.94
2024,17,Garrett Wilson,WR,9.19,9.67,17.6,-7.93,0.48,7.93
2024,8,Javonte Williams,RB,17.68,17.13,9.2,7.93,-0.55,7.93
2025,12,Alvin Kamara,RB,11.33,11.42,3.5,7.92,0.09,7.92
2024,17,Joe Mixon,RB,13.72,13.82,5.9,7.92,0.1,7.92
2024,14,Ray Davis,RB,8.01,7.92,0.0,7.92,-0.09,7.92
2024,17,Jared Goff,QB,18.49,17.9,25.82,-7.92,-0.59,7.92
2024,9,Kyren Williams,RB,18.51,18.42,10.5,7.92,-0.09,7.92
2025,12,Dak Prescott,QB,19.0,19.15,27.06,-7.91,0.15,7.91
2024,15,Chris Rodriguez Jr.,RB,8.2,8.11,0.2,7.91,-0.09,7.91
2024,17,Lamar Jackson,QB,22.17,21.51,29.42,-7.91,-0.66,7.91
2024,3,Jordan Mason,RB,19.34,18.7,10.8,7.9,-0.64,7.9
2024,7,Amari Cooper,WR,8.91,8.71,16.6,-7.89,-0.2,7.89
2025,9,Jameson Williams,WR,8.62,8.71,16.6,-7.89,0.09,7.89
2025,6,J.K. Dobbins,RB,12.34,11.88,4.0,7.88,-0.46,7.88
2025,15,Tony Pollard,RB,10.04,10.32,18.2,-7.88,0.28,7.88
2025,4,Chig Okonkwo,TE,8.24,9.28,1.4,7.88,1.04,7.88
2024,15,Caleb Williams,QB,17.23,17.82,9.94,7.88,0.59,7.88
2024,9,DeVonta Smith,WR,11.12,10.83,18.7,-7.87,-0.29,7.87
2025,17,Blake Corum,RB,9.76,9.67,1.8,7.87,-0.09,7.87
2024,14,Kyren Williams,RB,15.84,15.84,23.7,-7.86,0.0,7.86
2024,11,Raheem Mostert,RB,7.74,7.65,-0.2,7.85,-0.09,7.85
2024,4,Calvin Ridley,WR,9.58,10.35,2.5,7.85,0.77,7.85
2025,8,Jalen Nailor,WR,7.85,7.85,0.0,7.85,0.0,7.85
2025,7,Jalen Hurts,QB,16.35,16.2,24.04,-7.84,-0.15,7.84
2024,11,Derrick Henry,RB,18.42,18.33,10.5,7.83,-0.09,7.83
2024,5,Chris Olave,WR,10.54,10.83,3.0,7.83,0.29,7.83
2025,7,Alvin Kamara,RB,12.43,13.72,5.9,7.82,1.29,7.82
2024,10,Brian Thomas Jr.,WR,10.54,11.02,3.2,7.82,0.48,7.82
2025,10,Troy Franklin,WR,7.37,7.18,15.0,-7.82,-0.19,7.82
2024,5,Zach Charbonnet,RB,14.0,13.82,6.0,7.82,-0.18,7.82
2025,3,Saquon Barkley,RB,17.41,17.32,9.5,7.82,-0.09,7.82
2025,16,Josh Jacobs,RB,12.62,12.62,4.8,7.82,0.0,7.82
2024,11,Garrett Wilson,WR,13.71,13.62,5.8,7.82,-0.09,7.82
2024,3,Javonte Williams,RB,13.17,13.91,6.1,7.81,0.74,7.81
2024,3,Zack Moss,RB,12.99,12.89,20.7,-7.81,-0.1,7.81
2025,4,Justin Herbert,QB,20.7,20.33,12.52,7.81,-0.37,7.81
2025,8,Tetairoa McMillan,WR,8.91,9.1,16.9,-7.8,0.19,7.8
2025,9,Keenan Allen,WR,14.29,13.9,6.1,7.8,-0.39,7.8
2024,3,Mike Evans,WR,12.17,11.5,3.7,7.8,-0.67,7.8
2024,9,Jordan Love,QB,18.63,18.71,10.92,7.79,0.08,7.79
2024,17,Sam LaPorta,TE,11.28,10.61,18.4,-7.79,-0.67,7.79
2025,14,Baker Mayfield,QB,19.22,18.86,11.08,7.78,-0.36,7.78
2025,9,Kimani Vidal,RB,10.87,10.78,3.0,7.78,-0.09,7.78
2025,15,Tetairoa McMillan,WR,12.27,12.27,4.5,7.77,0.0,7.77
2025,14,Breece Hall,RB,11.88,12.07,4.3,7.77,0.19,7.77
2025,5,Zach Ertz,TE,7.76,7.76,0.0,7.76,0.0,7.76
2025,11,Davante Adams,WR,15.25,14.86,7.1,7.76,-0.39,7.76
2024,11,Joe Burrow,QB,21.44,21.29,29.04,-7.75,-0.15,7.75
2024,4,Keenan Allen,WR,12.75,12.65,4.9,7.75,-0.1,7.75
2024,14,Tyler Lockett,WR,7.56,7.75,0.0,7.75,0.19,7.75
2024,4,Rashid Shaheed,WR,9.77,9.96,17.7,-7.74,0.19,7.74
2025,7,Kenny Gainwell,RB,11.97,11.24,3.5,7.74,-0.73,7.74
2024,7,Xavier Legette,WR,10.44,10.64,2.9,7.74,0.2,7.74
2025,11,Dallas Goedert,TE,12.42,12.13,4.4,7.73,-0.29,7.73
2024,15,Alexander Mattison,RB,9.86,10.13,2.4,7.73,0.27,7.73
2025,3,Dylan Sampson,RB,7.92,7.92,0.2,7.72,0.0,7.72
2025,10,Chuba Hubbard,RB,10.22,10.22,2.5,7.72,0.0,7.72
2025,13,Courtland Sutton,WR,9.67,9.48,17.2,-7.72,-0.19,7.72
2024,9,Darnell Mooney,WR,12.85,12.08,19.8,-7.72,-0.77,7.72
2025,5,Geno Smith,QB,13.4,13.62,5.92,7.7,0.22,7.7
2024,11,Chase Brown,RB,11.7,11.61,19.3,-7.69,-0.09,7.69
2024,9,Caleb Williams,QB,16.72,16.87,9.18,7.69,0.15,7.69
2025,13,Khalil Shakir,WR,9.39,9.19,1.5,7.69,-0.2,7.69
2025,12,Tyler Shough,QB,15.47,15.61,7.92,7.69,0.14,7.69
2025,8,Michael Pittman,WR,16.59,15.83,23.5,-7.67,-0.76,7.67
2024,9,Michael Pittman,WR,9.87,10.06,2.4,7.66,0.19,7.66
2024,7,Michael Wilson,WR,10.06,10.16,2.5,7.66,0.1,7.66
2025,14,Emanuel Wilson,RB,8.75,8.66,1.0,7.66,-0.09,7.66
2024,16,Brian Robinson,RB,9.67,9.76,2.1,7.66,0.09,7.66
2025,3,T.J. Hockenson,TE,8.24,8.24,15.9,-7.66,0.0,7.66
2024,13,Roschon Johnson,RB,7.55,7.65,0.0,7.65,0.1,7.65
2024,11,Austin Ekeler,RB,9.95,9.95,17.6,-7.65,0.0,7.65
2024,6,DK Metcalf,WR,15.54,15.44,7.8,7.64,-0.1,7.64
2025,17,Ja'Marr Chase,WR,18.52,17.36,25.0,-7.64,-1.16,7.64
2025,16,Hunter Henry,TE,7.86,7.86,15.5,-7.64,0.0,7.64
2025,16,Bucky Irving,RB,14.74,14.74,7.1,7.64,0.0,7.64
2025,7,Matthew Stafford,QB,19.96,19.74,27.38,-7.64,-0.22,7.64
2025,18,Christian McCaffrey,RB,19.53,19.34,11.7,7.64,-0.19,7.64
2024,15,Tyreek Hill,WR,13.13,13.23,5.6,7.63,0.1,7.63
2025,9,Javonte Williams,RB,15.2,14.92,7.3,7.62,-0.28,7.62
2024,3,D'Andre Swift,RB,13.63,13.82,6.2,7.62,0.19,7.62
2024,17,Jayden Daniels,QB,24.68,24.16,31.78,-7.62,-0.52,7.62
2024,17,Cooper Rush,QB,12.96,13.7,6.08,7.62,0.74,7.62
2024,3,Baker Mayfield,QB,16.28,16.13,8.52,7.61,-0.15,7.61
2025,7,Patrick Mahomes,QB,19.45,18.63,26.24,-7.61,-0.82,7.61
2024,18,Jonnu Smith,TE,10.8,10.99,18.6,-7.61,0.19,7.61
2025,15,Kenneth Walker III,RB,10.78,10.5,2.9,7.6,-0.28,7.6
2024,17,Cooper Kupp,WR,11.98,11.5,3.9,7.6,-0.48,7.6
2024,8,Breece Hall,RB,17.78,17.5,9.9,7.6,-0.28,7.6
2024,12,George Kittle,TE,12.04,12.61,20.2,-7.59,0.57,7.59
2024,9,Zach Ertz,TE,9.09,9.09,1.5,7.59,0.0,7.59
2024,11,Jaleel McLaughlin,RB,9.58,9.49,1.9,7.59,-0.09,7.59
2025,5,Jake Browning,QB,11.34,11.56,19.14,-7.58,0.22,7.58
2024,15,Najee Harris,RB,10.5,10.68,3.1,7.58,0.18,7.58
2025,10,Tyler Shough,QB,10.9,11.41,18.98,-7.57,0.51,7.57
2025,14,Devin Neal,RB,7.65,7.83,15.4,-7.57,0.18,7.57
2024,3,Josh Jacobs,RB,13.17,13.36,5.8,7.56,0.19,7.56
2025,10,Xavier Legette,WR,7.66,7.56,0.0,7.56,-0.1,7.56
2025,14,Romeo Doubs,WR,7.75,7.56,0.0,7.56,-0.19,7.56
2024,17,Puka Nacua,WR,16.11,15.34,22.9,-7.56,-0.77,7.56
2024,8,De'Von Achane,RB,34.17,34.26,26.7,7.56,0.09,7.56
2025,6,Davante Adams,WR,15.83,15.44,7.9,7.54,-0.39,7.54
2024,8,DJ Moore,WR,13.04,12.94,5.4,7.54,-0.1,7.54
2025,12,Josh Downs,WR,10.54,10.54,3.0,7.54,0.0,7.54
2024,11,David Njoku,TE,11.56,11.56,19.1,-7.54,0.0,7.54
2025,18,Parker Washington,WR,13.04,12.17,19.7,-7.53,-0.87,7.53
2024,13,Quentin Johnston,WR,10.92,10.73,3.2,7.53,-0.19,7.53
2024,13,Tank Dell,WR,10.92,10.83,3.3,7.53,-0.09,7.53
2024,16,Jared Goff,QB,18.34,17.82,25.34,-7.52,-0.52,7.52
2024,3,Trevor Lawrence,QB,16.87,16.94,9.42,7.52,0.07,7.52
2024,10,D'Andre Swift,RB,14.92,15.01,7.5,7.51,0.09,7.51
2025,7,Saquon Barkley,RB,12.8,12.71,5.2,7.51,-0.09,7.51
