player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Mazi Smith,101419,DI,DAL,18,0,0,9,71.3,2,5,142,100.0,10.6,15,0,3.2,1,156,156,8,0,80.7,2,5,52,100.0,17.3,9,8.7,1,60,60,8
David Ojabo,101420,ED,BLT,3,0,0,3,56.8,0,1,52,85.9,3.8,2,0,2.9,1,64,55,2,0,64.7,0,0,24,86.7,8.3,2,4.2,1,30,26,1
Mike Morris,101421,DI,SEA,1,0,0,29,60.7,0,0,11,100.0,9.1,1,0,0.0,0,11,11,0,0,52.9,0,0,7,100.0,0.0,0,0.0,0,7,7,0
Zach VanValkenburg,101450,ED,LA,9,0,0,26,61.8,1,3,39,72.2,7.7,3,0,7.7,1,54,39,5,0,63.8,0,3,15,75.0,20.0,3,10.0,0,20,15,3
Leo Chenal,101463,LB,KC,21,1,0,16,71.6,5,12,80,32.2,10.0,8,0,13.1,2,255,82,19,0,68.8,3,6,27,41.8,14.8,4,20.4,1,67,28,10
Jack Campbell,101515,LB,DET,20,0,0,11,50.6,1,7,89,22.1,2.2,2,2,6.7,2,438,97,10,0,44.8,0,6,63,33.3,3.2,2,6.3,1,201,67,7
Keeanu Benton,101536,DI,PIT,18,2,0,25,82.6,7,16,266,100.0,11.7,31,1,4.7,1,281,281,24,0,83.6,5,11,136,100.0,14.7,20,6.6,1,144,144,17
Jaquan Brisker,101665,S,CHI,15,1,0,6,81.8,2,6,22,4.0,22.7,5,3,27.3,2,596,24,10,0,71.6,1,3,7,3.0,42.9,3,28.6,0,297,9,4
Isaiah Land,102108,ED,IND,6,0,0,14,57.8,0,1,19,100.0,5.3,1,0,7.9,1,19,19,2,0,55.2,0,1,13,100.0,7.7,1,3.8,0,13,13,1
Kyle Hamilton,102684,S,BLT,17,1,0,3,92.8,2,11,44,6.2,13.6,6,4,21.6,3,729,45,16,0,91.8,1,5,16,4.2,18.8,3,37.5,3,378,16,9
Isaiah Foskey,102728,ED,NO,9,0,0,20,52.9,0,3,47,100.0,4.3,2,0,3.2,0,50,50,3,0,57.8,0,2,15,100.0,13.3,2,6.7,0,18,18,2
Andre Carter II,102780,ED,MIN,7,0,0,18,48.9,2,2,47,89.1,4.3,2,0,4.3,0,55,49,4,0,50.6,1,1,27,84.4,7.4,2,3.7,0,32,27,2
Kei'Trel Clark,104163,CB,ARZ,8,0,0,1,60.0,0,0,1,0.4,0.0,0,1,0.0,0,282,1,0,0,60.0,0,0,1,0.9,0.0,0,0.0,0,111,1,0
Andrew Farmer,106311,ED,LAC,6,0,0,27,55.8,0,2,27,90.3,7.4,2,0,3.7,0,31,28,2,0,56.2,0,1,10,91.7,10.0,1,5.0,0,12,11,1
Rodney Thomas II,108389,S,IND,16,0,0,14,60.5,0,0,2,0.4,0.0,0,0,0.0,0,551,2,0,0,,0,0,0,0.0,,0,,0,270,0,0
Michael Hoecht,108840,ED,LA,18,1,0,26,66.8,6,30,353,59.9,11.6,41,2,7.1,7,638,382,43,1,71.5,5,19,185,68.5,16.2,30,9.7,6,298,204,30
Dee Alford,110542,CB,ATL,13,0,0,2,49.5,0,2,13,4.0,0.0,0,3,7.7,0,351,14,2,0,45.6,0,0,4,2.5,0.0,0,0.0,0,200,5,0
D'Anthony Bell,111578,S,CLV,10,0,0,8,59.5,1,0,10,5.9,0.0,0,0,5.0,0,169,10,1,0,,0,0,0,0.0,,0,,0,79,0,0
Bryan Bresee,122142,DI,NO,17,5,0,20,67.6,4,22,369,98.5,7.3,27,5,4.9,5,391,385,31,3,69.3,3,17,209,100.0,8.6,18,7.2,5,221,221,25
Myles Murphy,122154,ED,CIN,17,0,0,7,64.3,0,12,158,92.2,12.7,20,1,5.7,3,179,165,15,0,67.8,0,7,72,96.2,19.4,14,7.6,2,79,76,9
Trenton Simpson,122157,LB,BLT,4,0,0,3,63.3,0,0,6,42.9,0.0,0,0,16.7,1,14,6,1,0,53.0,0,0,3,42.9,0.0,0,0.0,0,7,3,0
Felix Anudike-Uzomah,122582,ED,KC,18,0,0,16,52.0,7,3,150,91.1,3.3,5,0,4.0,1,168,153,11,0,53.0,3,3,73,88.2,5.5,4,5.5,1,85,75,7
Yaya Diaby,122705,ED,TB,19,0,0,30,56.0,3,18,327,91.0,6.7,22,2,6.0,9,376,342,30,0,62.9,3,12,148,92.2,12.2,18,9.8,7,167,154,22
Perrion Winfrey,122952,DI,NYJ,1,0,0,22,56.6,0,0,3,100.0,0.0,0,1,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0
Will Anderson Jr.,123903,ED,HST,17,1,0,13,76.6,15,45,420,99.3,16.4,69,5,9.0,8,457,454,68,0,79.6,13,29,219,99.2,21.5,47,12.8,7,239,237,49
Brian Branch,123907,CB,DET,18,1,0,11,64.2,2,6,49,8.4,4.1,2,8,12.2,2,605,51,10,0,53.0,1,1,25,7.3,0.0,0,8.0,1,342,25,3
Drew Sanders,123933,LB,DEN,14,0,0,10,52.3,0,5,71,49.7,7.0,5,1,3.5,0,147,73,5,0,58.8,0,4,39,58.6,12.8,5,5.1,0,70,41,4
Jalen Carter,124019,DI,PHI,17,0,1,24,84.6,4,39,405,100.0,17.0,69,4,7.0,7,427,427,50,0,90.5,3,34,221,100.0,25.3,56,11.5,7,231,231,44
Kelee Ringo,124035,CB,PHI,7,0,0,24,83.2,0,0,1,0.7,0.0,0,4,100.0,1,135,1,1,0,,0,0,0,0.0,,0,,0,66,0,0
BJ Ojulari,124105,ED,ARZ,17,1,0,1,64.1,5,11,149,68.8,13.4,20,0,8.1,4,234,161,20,1,69.2,3,7,78,82.8,19.2,15,9.0,2,99,82,12
Jaquelin Roy,124111,DI,MIN,12,0,0,18,55.1,2,0,41,91.7,0.0,0,0,2.4,0,48,44,2,0,57.0,1,0,14,100.0,0.0,0,3.6,0,16,16,1
Deane Leonard,124140,CB,LAC,5,0,1,27,60.0,0,0,1,0.8,0.0,0,2,0.0,0,128,1,0,0,60.0,0,0,1,1.6,0.0,0,0.0,0,62,1,0
Tavius Robinson,124147,ED,BLT,18,0,0,3,44.9,0,8,157,94.2,2.5,4,1,3.2,1,173,163,9,0,49.5,0,7,72,97.4,5.6,4,6.3,1,77,75,8
Emmanuel Forbes,124166,CB,WAS,14,0,0,32,60.0,0,1,1,0.3,0.0,0,3,50.0,0,319,1,1,0,,0,0,0,0.0,,0,,0,186,0,0
Tyrus Wheat,124191,ED,DAL,5,0,0,9,51.2,0,0,10,52.4,0.0,0,0,0.0,0,21,11,0,0,53.6,0,0,4,33.3,0.0,0,0.0,0,12,4,0
Antonio Johnson,124326,CB,JAX,9,0,0,15,76.8,0,2,8,7.3,0.0,0,0,25.0,1,109,8,3,0,86.8,0,0,4,7.8,0.0,0,25.0,1,51,4,1
Gervon Dexter Sr.,124374,DI,CHI,17,1,0,6,65.9,9,16,278,99.3,11.9,33,1,5.9,4,299,297,29,1,69.7,7,15,143,99.4,17.5,25,10.5,4,156,155,26
Segun Olubi,128312,LB,IND,5,0,0,14,64.9,0,0,3,6.1,33.3,1,0,0.0,0,66,4,0,0,52.9,0,0,2,7.7,0.0,0,0.0,0,39,3,0
Lukas Van Ness,129482,ED,GB,19,1,0,12,58.5,5,11,218,97.5,6.9,15,1,6.4,6,244,238,22,1,58.2,2,5,104,98.2,6.7,7,7.2,4,114,112,11
Ji'Ayir Brown,129767,S,SF,12,0,0,28,56.9,0,3,8,2.1,25.0,2,0,18.8,0,379,8,3,0,66.1,0,2,3,1.5,33.3,1,33.3,0,205,3,2
Nick Herbig,129920,ED,PIT,18,0,0,25,81.6,0,7,73,77.9,19.2,14,0,8.9,3,104,81,10,0,86.1,0,5,43,79.4,23.3,10,12.8,3,63,50,8
Christian Gonzalez,131679,CB,NE,4,0,0,19,75.1,0,0,2,1.6,0.0,0,0,50.0,1,129,2,1,0,,0,0,0,0.0,,0,,0,50,0,0
Tuli Tuipulotu,131840,ED,LAC,17,1,0,27,61.1,7,36,428,86.5,11.9,51,1,6.9,8,513,444,51,0,62.1,5,26,224,94.0,14.3,32,10.0,7,249,234,38
Clark Phillips III,131871,CB,ATL,7,0,0,2,55.0,0,1,2,0.9,50.0,1,6,25.0,0,233,2,1,0,55.0,0,1,2,1.6,50.0,1,25.0,0,122,2,1
Jaylen Watson,131960,CB,KC,19,0,0,16,71.7,0,0,10,2.6,0.0,0,3,20.0,2,390,10,2,0,81.5,0,0,6,3.2,0.0,0,33.3,2,188,6,2
Thomas Incoom,145694,ED,DEN,3,0,1,10,51.5,0,0,9,100.0,0.0,0,1,0.0,0,9,9,0,0,52.4,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Byron Young,146932,ED,LA,18,0,1,26,60.2,13,30,485,79.7,8.7,42,2,6.1,8,650,518,51,0,68.2,9,22,267,89.6,12.4,33,8.1,6,318,285,37
TK McLendon Jr.,150239,DI,TEN,7,0,0,31,55.4,0,0,41,100.0,2.4,1,0,0.0,0,42,42,0,0,52.7,0,0,7,100.0,0.0,0,0.0,0,7,7,0
Joshua Pryor,153400,ED,WAS,1,0,0,32,58.5,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Sam Roberts,156069,DI,NE,6,0,0,19,60.0,0,4,52,100.0,11.5,6,0,5.8,1,56,56,5,0,57.6,0,2,28,100.0,10.7,3,7.1,1,30,30,3
Kader Kohou,156070,CB,MIA,18,1,2,17,88.7,4,0,16,2.6,6.3,1,4,18.8,1,657,17,5,0,68.0,0,0,5,1.9,0.0,0,20.0,1,319,6,1
Joshua Williams,156083,CB,KC,20,0,0,16,52.7,0,0,4,1.3,0.0,0,2,0.0,0,314,4,0,0,60.0,0,0,2,1.3,0.0,0,0.0,0,158,2,0
Gregory Junior,156090,CB,JAX,3,1,0,15,77.8,0,0,2,3.7,0.0,0,0,0.0,0,54,2,0,0,,0,0,0,0.0,,0,,0,17,0,0
Jeremiah Pharms Jr.,156117,DI,NE,12,0,0,19,68.9,0,3,39,100.0,12.8,5,0,3.8,0,42,42,3,0,74.6,0,3,20,100.0,25.0,5,7.5,0,21,21,3
Caleb Murphy,169634,ED,TEN,1,0,0,31,57.9,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0
